全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
131156,,東京都杉並区,中央図書館,チュウオウトショカン,Central library,,,,,131156,,東京都杉並区荻窪3-40-23,東京都,杉並区,荻窪3,40-23,,,,,,(03)3391-5754,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1・3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,有,53,26,2,有,無,,有,有,2,2,2,,1
131156,,東京都杉並区,永福図書館,エイフクトショカン,Eifuku library,,,,,131156,,東京都杉並区永福3-51-7,東京都,杉並区,永福3,51-17,,,,,,(03)3322-7141,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1・3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,92,2,5,有,無,,有,有,1,3,2,,1
131156,,東京都杉並区,柿木図書館,カキノキトショカン,Kakinoki library,,,,,131156,,東京都杉並区上井草1-6-13,東京都,杉並区,上井草1," ",,,,,,(03)3394-3802,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1月曜・第3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,59,3,2,有,無,,有,有,1,3,2,,1
131156,,東京都杉並区,高円寺図書館,コウエンジトショカン,Kouenji library,,,,,131156,,東京都杉並区高円寺南2-36-25,東京都,杉並区,高円寺南2,36-25,,,,,,(03)3316-2421,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1月曜・第3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,61,1,1,有,無,,有,有,1,3,2,,1
131156,,東京都杉並区,宮前図書館,ミヤマエトショカン,Miyamae library,,,,,131156,,東京都杉並区宮前5-5-27,東京都,杉並区,宮前5," ",,,,,,(03)3333-5166,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1・3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,60,2,9,有,無,,有,有,1,3,2,,1
131156,,東京都杉並区,成田図書館,ナリタトショカン,Narita library,,,,,131156,,東京都杉並区成田東3-28-5,東京都,杉並区,成田東3," ",,,,,,(03)3317-0341,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1・3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,59,7,4,有,無,,有,有,1,3,2,,1
131156,,東京都杉並区,西荻図書館,ニシオギトショカン,Nishiogi library,,,,,131156,,東京都杉並区西荻北2-33-9,東京都,杉並区,西荻北2," ",,,,,,(03)3301-1670,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1・3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,118,3,5,有,無,,有,有,1,3,2,,1
131156,,東京都杉並区,阿佐谷図書館,アサガヤトショカン,Asagaya library,,,,,131156,,東京都杉並区阿佐谷北3-36-14,東京都,杉並区,阿佐谷北3,36-14,,,,,,(03)5373-1811,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1月曜・第3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,72,0,5,有,無,,有,有,1,3,2,,1
131156,,東京都杉並区,南荻窪図書館,ミナミオギクボトショカン,Minamiogikubo library,,,,,131156,,東京都杉並区南荻窪1-10-2,東京都,杉並区,南荻窪1," ",,,,,,(03)3335-7377,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1月曜・第3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,62,2,10,有,無,,有,有,1,3,2,,1
131156,,東京都杉並区,下井草図書館,シモイグサトショカン,Shimoigusa library,,,,,131156,,東京都杉並区下井草3-26-5,東京都,杉並区,下井草3," ",,,,,,(03)3396-7999,,,,,,,杉並区,月火水木金土日,09:00,20:00,第1月曜・第3木曜、年末年始は休館;日曜・祝日は17:00まで,,,,,,,,,,,,,,,,,,,https://www.library.city.suginami.tokyo.jp/,,,,有,有,,有,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,,,,有,有,無,有,無,71,3,4,有,無,,有,有,1,3,2,,1
