全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
131156,,,東京都杉並区,有限会社　玉野葬儀社,," 杉並区阿佐谷南1-12-3",,,,(03)3311-7125,,,,,,,
131156,,,東京都杉並区,有限会社　吉田屋葬儀社,," 杉並区天沼3-11-6",,,,(03)3391-2347,,,,,,,
131156,,,東京都杉並区,田中商事　株式会社,," 杉並区井草1-5-16",,,,(03)3390-4161,,,,,,,
131156,,,東京都杉並区,代田橋鈴木葬儀社,," 杉並区和泉1-1-14",,,,(03)3328-0921,,,,,,,
131156,,,東京都杉並区,株式会社　浅野葬儀社,," 杉並区永福3-47-8",,,,(03)3328-0064,,,,,,,
131156,,,東京都杉並区,株式会社　オボワール,," 杉並区久我山3-15-7",,,,(03)3333-4797,,,,,,,
131156,,,東京都杉並区,有限会社　栃木屋祭典,," 杉並区高円寺南1-6-9",木村ビル,,,(03)3311-5993,,,,,,,
131156,,,東京都杉並区," 田中商事　株式会社　下井草支店",," 杉並区下井草3-7-17",,,,(03)3390-4161,,,,,,,
131156,,,東京都杉並区,株式会社　博典社芹澤葬祭店,," 杉並区下高井戸1-3-11",,,,(03)3321-7281,,,,,,,
131156,,,東京都杉並区,有限会社　加賀屋葬儀社,," 杉並区成田東5-19-8",,,,(03)3398-2127,,,,,,,
131156,,,東京都杉並区,株式会社　ゴトウ,," 杉並区西荻北4-1-21",,,,(03)3399-2222,,,,,,,
131156,,,東京都杉並区,株式会社　西荻祭典,," 杉並区西荻南2-6-21",,,,(03)3334-4131,,,,,,,
131156,,,東京都杉並区," マキノ祭典　株式会社",," 杉並区宮前3-5-5",,,,(03)3334-3361,,,,,,,
131156,,,東京都杉並区,株式会社　博善社,," 杉並区宮前4-17-10",,,,(03)3247-500,,,,,,,
131156,,,東京都杉並区,株式会社　渋谷商会,," 杉並区桃井2-4-5",,,,(03)3395-0245,,,,,,,
