ID,Title,Content,Excerpt,Date,"Post Type",Permalink," wheelchair-1.5m-b",_aioseo_description,_aioseo_keywords,_aioseo_og_article_section,_aioseo_og_article_tags,_aioseo_og_description,_aioseo_og_title,_aioseo_title,_aioseo_twitter_description,_aioseo_twitter_title,_aioseop_custom_link,_aioseop_description,_aioseop_disable,_aioseop_disable_analytics,_aioseop_keywords,_aioseop_nofollow,_aioseop_noindex,_aioseop_sitemap_exclude,_aioseop_title,_view_count,_wp_desired_post_slug,_wp_old_date,_wp_old_slug,_wp_page_template,address,appearance-img,baby-bed,baby-car,baby-chair,barrierfree-1.5m-a,barrierfree-1.5m-b,barrierfree-1.5m-c,barrierfree-barrier-free-a,barrierfree-barrier-free-b,barrierfree-barrier-free-c,barrierfree-bath-step-a,barrierfree-bath-step-b,barrierfree-bath-step-c,barrierfree-bath-width-a,barrierfree-bath-width-b,barrierfree-bath-width-c,barrierfree-bed-num-a,barrierfree-bed-num-b,barrierfree-bed-num-c,barrierfree-breadth-a,barrierfree-breadth-b,barrierfree-breadth-c,barrierfree-capacity-a,barrierfree-capacity-b,barrierfree-capacity-c,barrierfree-image-a,barrierfree-image-b,barrierfree-image-c,barrierfree-room-img-a,barrierfree-room-img-b,barrierfree-room-img-c,barrierfree-room-type-a,barrierfree-room-type-b,barrierfree-room-type-c,barrierfree-step-a,barrierfree-step-b,barrierfree-step-c,barrierfree-toilet-step-a,barrierfree-toilet-step-b,barrierfree-toilet-step-c,barrierfree-toilet-width-a,barrierfree-toilet-width-b,barrierfree-toilet-width-c,barrierfree-width-a,barrierfree-width-b,barrierfree-width-c,ch-address,ch-name,column,daredemo-toilet-floor,daredemo-toilet-numbber,diaper-changing-table,dog-bowl,dog-mat,dog-toilet-floor,elevator-capacity-a,elevator-capacity-b,elevator-capacity-c,elevator-capacity-d,elevator-capacity-e,elevator-depth-a,elevator-depth-b,elevator-depth-c,elevator-depth-d,elevator-depth-e,elevator-number-a,elevator-number-b,elevator-number-c,elevator-number-d,elevator-number-e,elevator-width-a,elevator-width-b,elevator-width-c,elevator-width-d,elevator-width-e,en-address,en-name,entrance-name,entrance-step,entrance-width,flash-bell,google_map,guidance-map,ko-address,ko-adress,ko-name,latitude,leisure-latitude,leisure-longitude,longitude,mobile-handrail,new-ch-address,new-en-address,new-en-name,new-ko-address,normal-1.5m-a,normal-1.5m-b,normal-1.5m-c,normal-barrier-free-a,normal-barrier-free-b,normal-barrier-free-c,normal-bath-step-a,normal-bath-step-b,normal-bath-step-c,normal-bath-width-a,normal-bath-width-b,normal-bath-width-c,normal-bed-num-a,normal-bed-num-b,normal-bed-num-c,normal-breadth-a,normal-breadth-b,normal-breadth-c,normal-capacity-a,normal-capacity-b,normal-capacity-c,normal-image-a,normal-image-b,normal-image-c,normal-room-img-a,normal-room-img-b,normal-room-img-c,normal-room-type-a,normal-room-type-b,normal-room-type-c,normal-step-a,normal-step-b,normal-step-c,normal-toilet-step-a,normal-toilet-step-b,normal-toilet-step-c,normal-toilet-width-a,normal-toilet-width-b,normal-toilet-width-c,normal-width-a,normal-width-b,normal-width-c,ostomate-floor,ostomate-number,page_builder,park-latitude,park-longitude,parking-capacity,phone,public-latitude,public-longitude,restaurant-latitude,restaurant-longitude,route,route-arakawa,route-disney,route-hokuso,route-jr,route-keikyu,route-keio,route-keisei,route-keiyo,route-metro,route-mitake,route-monorail,route-odakyu,route-rinkai,route-saitama,route-seibu,route-takao,route-tamamonorail,route-tobu,route-toei,route-tokyu,route-toneri,route-tsukuba,route-yurikamome,shopping-latitude,shopping-longitude,shower-chair,sign-language,slider_time,staff-writing,toilet-latitude,toilet-longitude,touchpanel,traffic-latitude,traffic-longitude,tv-with-subtitles,url,use_page_builder,vibrating-clock,wheelchair,wheelchair-1.5m-a,wheelchair-1.5m-b,wheelchair-1.5m-c,wheelchair-barrier-free-a,wheelchair-barrier-free-b,wheelchair-barrier-free-c,wheelchair-bath-step-a,wheelchair-bath-step-b,wheelchair-bath-step-c,wheelchair-bath-width-a,wheelchair-bath-width-b,wheelchair-bath-width-c,wheelchair-bed-num-a,wheelchair-bed-num-b,wheelchair-bed-num-c,wheelchair-breadth-a,wheelchair-breadth-b,wheelchair-breadth-c,wheelchair-capacity-a,wheelchair-capacity-b,wheelchair-capacity-c,wheelchair-image-a,wheelchair-image-b,wheelchair-image-c,wheelchair-parking-capacity,wheelchair-room-img-a,wheelchair-room-img-b,wheelchair-room-img-c,wheelchair-room-type-a,wheelchair-room-type-b,wheelchair-room-type-c,wheelchair-step-a,wheelchair-step-b,wheelchair-step-c,wheelchair-toilet-step-a,wheelchair-toilet-step-b,wheelchair-toilet-step-c,wheelchair-toilet-width-a,wheelchair-toilet-width-b,wheelchair-toilet-width-c,wheelchair-width-a,wheelchair-width-b,wheelchair-width-c,writing-goods,施設情報,区市町村,駅,カテゴリー,"Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,"Post Password",Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
40036,台東区立浅草文化観光センター,,,"2024-02-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40036/,,,,,,,,,,,,,,,,,,,,4284,,2020-02-03,,default,東京都台東区雷門2-18-9,36_台東区立浅草文化観光センター_000,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台东区，东京雷门2-18-9,台东区浅草文化和旅游中心,,"1F,4F,7F",3,2,,,,15,9,,,,146,110,,,,1,1,,,,90,80,,,,"2-18-9, Kaminarimon, Taito-ku","Asakusa Culture Tourist Information Center ",,,203,,,,"도쿄도 다이토 구 가미나리몬 2-18-9",,"다이토 구립 아사쿠사 문화 관광 센터",35.71065306,,,139.7965383,,,"Taito-ku, Tokyo Kaminarimon 2-18-9","Taito Ward Asakusa Culture and Tourism Center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B1,1F",3,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-3842-5501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,9:00～20:00,,,,,,,https://www.city.taito.lg.jp/bunka_kanko/kankoinfo/info/oyakudachi/kankocenter/index.html,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,公共施設,上野・浅草・両国>台東区,,"上野・浅草・両国>台東区,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%8f%b0%e6%9d%b1%e5%8c%ba%e7%ab%8b%e6%b5%85%e8%8d%89%e6%96%87%e5%8c%96%e8%a6%b3%e5%85%89%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc,,,default,,,,open,open,"2024-02-27 01:08:21"
40053,渋谷区立松濤美術館,,,"2020-03-05 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40053/,,,,,,,,,,,,,,,,,,,,2873,,,,default,東京都渋谷区松濤2-14-14,53_渋谷区立松濤美術館_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涩谷区，东京松涛2-14-14,艺术博物馆诸岛,,"B1,2F",2,2,,,,20,,,,,160,,,,,1,,,,,110,,,,,"2-14-14, Shoto, Shibuya-ku","The Shoto Museum of Art",正面玄関,,168,,,,"도쿄도 시부야 구 소나무 우의 2-14-14",,"시부야 구 立松의 우의 미술관",35.65867722,,,139.6917658,,,"Shibuya-ku, Tokyo Shoto 2-14-14","Shoto Museum of Art",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-3465-9421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,営業時間内,,,,,,,https://shoto-museum.jp/,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,渋谷・目黒・世田谷>渋谷区,,"渋谷・目黒・世田谷>渋谷区,施設出入口スロープ,施設出入口の段差,施設入口：自動ドア,エレベーター,12人以上,音声案内,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,施設内おむつ交換台,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%b8%8b%e8%b0%b7%e5%8c%ba%e7%ab%8b%e6%9d%be%e6%bf%a4%e7%be%8e%e8%a1%93%e9%a4%a8,,,default,,,,open,open,"2021-04-09 11:18:00"
40056,"LINE CUBE SHIBUYA（渋谷公会堂）",,,"2020-03-05 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40056/,,,,,,,,,,,,,,,,,,,,6378,,,,default,東京都渋谷区宇田川町１−１,"56_LINE CUBE SHIBUYA（渋谷公会堂）_000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都涩谷区宇田川町1-1,"LINE CUBE SHIBUYA（涩谷公会堂）",,"B1,1F,2F,4F,5F",5,5,,,,18,11,,,,200,155,,,,1,1,,,,90,90,,,,"1-1, Udagawa-cho, Shibuya-ku","LINE CUBE SHIBUYA",,,190,,,,"도쿄도 시부야 구 우 다가와 쵸 1-1",,"LINE CUBE SHIBUYA (시부야 공회당)",35.66407944,,,139.6985114,,,"Tokyo, Shibuya-ku, Udagawa-cho 1-1","LINE CUBE SHIBUYA (Shibuya Public Hall)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F,4,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,20,03-5457-3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,9:00～17:00,,,,,,,https://linecubeshibuya.com/,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,公共施設,渋谷・目黒・世田谷>渋谷区,,"渋谷・目黒・世田谷>渋谷区,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,施設入口：自動ドア,エレベーター,12人以上,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,車いすの貸出,スタッフの筆談対応,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,line-cube-shibuya%ef%bc%88%e6%b8%8b%e8%b0%b7%e5%85%ac%e4%bc%9a%e5%a0%82%ef%bc%89,,,default,,,,open,open,"2021-04-09 11:18:39"
40089,東京国立博物館（本館）,,,"2023-02-13 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40089/,,,,,,,,,,,,,,,,,,,,4116,,2020-02-19,,default,東京都台東区上野公園13-9,40089_東京国立博物館（本館）_000,,あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地下１階２か所、１階２か所、２階２か所,6,あり（各階トイレ合計5か所）,,,,26,,,,,200,,,,,1,,,,,110,,,,,"13-9, Uenokoen, Taito-ku","Tokyo National Museum",玄関,,100,,,あり（点訳版パンフレットを本館インフォメーションで配布）,,,,35.7188269,,,139.776264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地下１階,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,050-5541-8600（ハローダイヤル）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,可,,,,,,,https://www.tnm.jp/,,,あり,,,,,,,,,,,,,,,,,,,,,,,,,数,,,,,,,,,,,,,,,,,,,あり,公共施設,上野・浅草・両国>台東区,,"上野・浅草・両国>台東区,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,館内案内（点字・浮き出し文字）,施設入口：自動ドア,エレベーター,12人以上,階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,2cm未満,館内案内の貸出",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%9d%b1%e4%ba%ac%e5%9b%bd%e7%ab%8b%e5%8d%9a%e7%89%a9%e9%a4%a8,,,default,,,,open,open,"2023-02-14 05:49:19"
40090,独立行政法人国立科学博物館,,,"2024-02-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40090/,,,,,,,,,,,,,,,,,,,,5796,,2020-02-21||2021-01-29,,default,"東京都台東区上野公園 7-20",90_独立行政法人国立科学博物館_000,3（日本館B1F　地球館3階）,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台东区，东京上野公园7-20,自然和科学的独立行政法人国立博物馆,"<br>常設展入口①　台数：1台　定員：9人　入口幅：90㎝　奥行：160㎝<br> 日本館②　台数：1台　定員：15人　入口幅：90㎝　奥行：150㎝ <br>日本館③　　台数：2台　定員：15人　入口幅：90㎝　奥行：150㎝ <br>全球型映像施設（シアター36O）出入口④　台数：1台　定員：13人　入口幅：90㎝　奥行：135㎝ <br>地球館⑤　　台数：1台　定員：9人　入口幅：80㎝　奥行：145㎝ <br>地球館⑥　　台数：1台　定員：13人　入口幅：90㎝　奥行：129㎝ <br>地球館⑦　台数：2台　定員：13人　入口幅：90㎝　奥行：155㎝ <br>特別展入口⑧　台数：1台　定員：13人　入口幅：90㎝　奥行：135㎝ <br>特別展出口⑨　台数：1台　定員：13人　入口幅：90㎝　奥行：136㎝ <br>日本館―地球館連絡通路⑩　台数：1台　定員：13人　入口幅：90㎝　奥行：129㎝<br><br>地球館 9ヵ所　設置フロア　B3,B2,B1,1F,M2F,2F,3F<br> 特別展 2ヵ所　設置フロア　B1,みどり館B1","日本館B1,1F,2F<br>地球館B3,B2,B1,1F,M2F,2F,3F,特別展内",15,"15（日本館B1,1F,2F　地球館B3,B2,B1,1F,M2F,2F,3F,特別展内　各だれでもトイレ内）",,,,,,,,,,,,,,,,,,,,,,,,"7-20, Uenokoen, Taito-ku","National Museum of Nature and Science",常設展入口,,150,,,各　所,"도쿄도 다이토 구 우에노 공원 7-20",,"독립 행정법 인 국립 과학 박물관",35.71546722,,,139.7758267,,,"Taito-ku, Tokyo Ueno Park 7-20","Independent Administrative Institution National Museum of Nature and Science",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"日本館 2F<br>地球館 1F",2,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-3822-0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,開館時間内（9:00～17:00）,,,,,,,https://www.kahaku.go.jp/,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,公共施設,上野・浅草・両国>台東区,,"上野・浅草・両国>台東区,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーベッドの貸出,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e7%8b%ac%e7%ab%8b%e8%a1%8c%e6%94%bf%e6%b3%95%e4%ba%ba%e5%9b%bd%e7%ab%8b%e7%a7%91%e5%ad%a6%e5%8d%9a%e7%89%a9%e9%a4%a8,,,default,,,,open,open,"2024-02-27 01:54:43"
40091,国立西洋美術館,,,"2024-02-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40091/,,,,,,,,,,,,,,,,,,,,5060,,2020-02-06||2021-01-25||2022-01-04||2022-02-04||2023-02-08||2023-02-14,,default,東京都台東区上野公園7-7,91_国立西洋美術館_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F,1,4,,,,11,9,13,,,143,119,170,,,1,1,1,,,90,85,90,,,"7-7, Uenokoen, Taito-ku","The National Museum of Western Art",正面出入口,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,050-5541-8600（ハローダイヤル）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'-,7000,開館時間中,,,,,,,https://www.nmwa.go.jp/,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,公共施設,上野・浅草・両国>台東区,,"上野・浅草・両国>台東区,施設出入口の段差,施設入口：自動ドア,エレベーター,12人以上,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,車いすの貸出,スタッフの手話対応,スタッフの筆談対応,100cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%9b%bd%e7%ab%8b%e8%a5%bf%e6%b4%8b%e7%be%8e%e8%a1%93%e9%a4%a8,,,default,,,,open,open,"2024-02-27 01:23:45"
40121,日本科学未来館,,,"2024-02-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40121/,,,,,,,,,,,,,,,,,,,,2019,,2020-02-04||2021-01-29||2023-02-08,,default,東京都江東区青海2-3-6,121_日本科学未来館_000,,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1F,3F,5F,6F,7F",5,11,,,,24,,,,,190,,,,,2,,,,,97,,,,,"2-3-6, Aomi, Kouto-ku","National Museum of Emerging Science and Innovation",正面入口,,133,,,一部あり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1F,3F,5F",5,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,167,03-3570-9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,10:00～17:00(休館日を除く),,,,,,,https://www.miraikan.jst.go.jp/,,,7,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,あり,公共施設,葛飾・江戸川・江東>江東区,,"葛飾・江戸川・江東>江東区,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーチェアの貸出,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%97%a5%e6%9c%ac%e7%a7%91%e5%ad%a6%e6%9c%aa%e6%9d%a5%e9%a4%a8,,,default,,,,open,open,"2024-02-27 01:26:10"
40141,国立新美術館,,,"2024-02-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40141/,,,,,,,,,,,,,,,,,,,,3490,,2020-02-25,,default,東京都港区六本木7-22-2,141_国立新美術館_000,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,六本木，港区，东京7-22-2,艺术国家博物馆,,"B1,1F,2F,3F",10,10,,,,15,24,13,15,26,158,185,142,158,210,1,2,1,2,1,99,109,89,99,100,"7-22-2, Roppongi, Minato-ku","The National Art Canter, Tokyo Annex",正面入口,,148,,,,"도쿄도 미나토 구 롯폰기 7-22-2",,"국립 신 미술관",35.66514944,,,139.7263825,,,"Roppongi, Minato-ku, Tokyo 7-22-2","The National Museum of Art",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,050-5541-8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,火曜日以外の9:30～18:00、金・土曜9:30～20:00,,,,,,,https://www.nact.jp/,,,14,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,公共施設,お台場・汐留・新橋・六本木・青山>港区,,"お台場・汐留・新橋・六本木・青山>港区,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%9b%bd%e7%ab%8b%e6%96%b0%e7%be%8e%e8%a1%93%e9%a4%a8,,,default,,,,open,open,"2024-02-27 01:16:30"
40142,"国立国会図書館 東京本館",,,"2022-02-02 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40142/,,,,,,,,,,,,,,,,,,,,5641,,2020-02-19||2021-01-27,,default,東京都千代田区永田町1-10-1,"142_国立国会図書館 東京本館_000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都千代田区永田町1-10-1,东京国立国会图书馆,画像は国立国会図書館ウェブサイトより,"1F,2F,3F,4F",6,,,,,13,13,,,,135,135,,,,2,2,,,,88,90,,,,"1-10-1, Nagata-cho, Chiyoda-ku","National Diet Library, Japan, Tokyo Main Library",利用者入口,,177,,,,"도쿄도 지요다구 나가타초 1-10-1",,"국립 국회 도서관 도쿄 본관",35.67844222,,,139.7442092,,,"Nagata-cho Chiyoda-ku Tokyo 1-10-1","Tokyo National Diet Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2F（出入口フロア）,3,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,27,"03- 3581-2331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,開館時間内（9:30～19:00、土曜日9:30～17:00）,,,,,,,https://www.ndl.go.jp/,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,公共施設,御茶ノ水・九段・後楽園>千代田区,,"御茶ノ水・九段・後楽園>千代田区,駐車場,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%9b%bd%e7%ab%8b%e5%9b%bd%e4%bc%9a%e5%9b%b3%e6%9b%b8%e9%a4%a8-%e6%9d%b1%e4%ba%ac%e6%9c%ac%e9%a4%a8,,,default,,,,open,open,"2022-02-26 18:26:10"
40213,刀剣博物館,,,"2020-03-05 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40213/,,,,,,,,,,,,,,,,,,,,3118,,,,default,東京都墨田区横網1-12-9,213_刀剣博物館_000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"墨田区，东京横網 1-12-9",剑博物馆,,"1F,3F",2,1,,,,20,,,,,170,,,,,1,,,,,95,,,,,"1-12-9, Yokoami, Sumida-ku","The Japanese Sword Museum",,,180,,,,"도쿄도 스미다 구 옆 그물 1-12-9",,"도검 박물관",35.69886556,,,139.7937158,,,"Sumida-ku, Tokyo Yokoami 1-12-9","Swords Museum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1F,3F",2,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,3,03-6284-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,https://www.touken.or.jp/museum/,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,公共施設,上野・浅草・両国>墨田区,,"上野・浅草・両国>墨田区,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%88%80%e5%89%a3%e5%8d%9a%e7%89%a9%e9%a4%a8,,,default,,,,open,open,"2021-04-09 11:22:00"
