ID,Title,Content,Excerpt,Date,"Post Type",Permalink," wheelchair-1.5m-b",_aioseo_description,_aioseo_keywords,_aioseo_og_article_section,_aioseo_og_article_tags,_aioseo_og_description,_aioseo_og_title,_aioseo_title,_aioseo_twitter_description,_aioseo_twitter_title,_aioseop_custom_link,_aioseop_description,_aioseop_disable,_aioseop_disable_analytics,_aioseop_keywords,_aioseop_nofollow,_aioseop_noindex,_aioseop_sitemap_exclude,_aioseop_title,_view_count,_wp_desired_post_slug,_wp_old_date,_wp_old_slug,_wp_page_template,address,appearance-img,baby-bed,baby-car,baby-chair,barrierfree-1.5m-a,barrierfree-1.5m-b,barrierfree-1.5m-c,barrierfree-barrier-free-a,barrierfree-barrier-free-b,barrierfree-barrier-free-c,barrierfree-bath-step-a,barrierfree-bath-step-b,barrierfree-bath-step-c,barrierfree-bath-width-a,barrierfree-bath-width-b,barrierfree-bath-width-c,barrierfree-bed-num-a,barrierfree-bed-num-b,barrierfree-bed-num-c,barrierfree-breadth-a,barrierfree-breadth-b,barrierfree-breadth-c,barrierfree-capacity-a,barrierfree-capacity-b,barrierfree-capacity-c,barrierfree-image-a,barrierfree-image-b,barrierfree-image-c,barrierfree-room-img-a,barrierfree-room-img-b,barrierfree-room-img-c,barrierfree-room-type-a,barrierfree-room-type-b,barrierfree-room-type-c,barrierfree-step-a,barrierfree-step-b,barrierfree-step-c,barrierfree-toilet-step-a,barrierfree-toilet-step-b,barrierfree-toilet-step-c,barrierfree-toilet-width-a,barrierfree-toilet-width-b,barrierfree-toilet-width-c,barrierfree-width-a,barrierfree-width-b,barrierfree-width-c,ch-address,ch-name,column,daredemo-toilet-floor,daredemo-toilet-numbber,diaper-changing-table,dog-bowl,dog-mat,dog-toilet-floor,elevator-capacity-a,elevator-capacity-b,elevator-capacity-c,elevator-capacity-d,elevator-capacity-e,elevator-depth-a,elevator-depth-b,elevator-depth-c,elevator-depth-d,elevator-depth-e,elevator-number-a,elevator-number-b,elevator-number-c,elevator-number-d,elevator-number-e,elevator-width-a,elevator-width-b,elevator-width-c,elevator-width-d,elevator-width-e,en-address,en-name,entrance-name,entrance-step,entrance-width,flash-bell,google_map,guidance-map,ko-address,ko-adress,ko-name,latitude,leisure-latitude,leisure-longitude,longitude,mobile-handrail,new-ch-address,new-en-address,new-en-name,new-ko-address,normal-1.5m-a,normal-1.5m-b,normal-1.5m-c,normal-barrier-free-a,normal-barrier-free-b,normal-barrier-free-c,normal-bath-step-a,normal-bath-step-b,normal-bath-step-c,normal-bath-width-a,normal-bath-width-b,normal-bath-width-c,normal-bed-num-a,normal-bed-num-b,normal-bed-num-c,normal-breadth-a,normal-breadth-b,normal-breadth-c,normal-capacity-a,normal-capacity-b,normal-capacity-c,normal-image-a,normal-image-b,normal-image-c,normal-room-img-a,normal-room-img-b,normal-room-img-c,normal-room-type-a,normal-room-type-b,normal-room-type-c,normal-step-a,normal-step-b,normal-step-c,normal-toilet-step-a,normal-toilet-step-b,normal-toilet-step-c,normal-toilet-width-a,normal-toilet-width-b,normal-toilet-width-c,normal-width-a,normal-width-b,normal-width-c,ostomate-floor,ostomate-number,page_builder,park-latitude,park-longitude,parking-capacity,phone,public-latitude,public-longitude,restaurant-latitude,restaurant-longitude,route,route-arakawa,route-disney,route-hokuso,route-jr,route-keikyu,route-keio,route-keisei,route-keiyo,route-metro,route-mitake,route-monorail,route-odakyu,route-rinkai,route-saitama,route-seibu,route-takao,route-tamamonorail,route-tobu,route-toei,route-tokyu,route-toneri,route-tsukuba,route-yurikamome,shopping-latitude,shopping-longitude,shower-chair,sign-language,slider_time,staff-writing,toilet-latitude,toilet-longitude,touchpanel,traffic-latitude,traffic-longitude,tv-with-subtitles,url,use_page_builder,vibrating-clock,wheelchair,wheelchair-1.5m-a,wheelchair-1.5m-b,wheelchair-1.5m-c,wheelchair-barrier-free-a,wheelchair-barrier-free-b,wheelchair-barrier-free-c,wheelchair-bath-step-a,wheelchair-bath-step-b,wheelchair-bath-step-c,wheelchair-bath-width-a,wheelchair-bath-width-b,wheelchair-bath-width-c,wheelchair-bed-num-a,wheelchair-bed-num-b,wheelchair-bed-num-c,wheelchair-breadth-a,wheelchair-breadth-b,wheelchair-breadth-c,wheelchair-capacity-a,wheelchair-capacity-b,wheelchair-capacity-c,wheelchair-image-a,wheelchair-image-b,wheelchair-image-c,wheelchair-parking-capacity,wheelchair-room-img-a,wheelchair-room-img-b,wheelchair-room-img-c,wheelchair-room-type-a,wheelchair-room-type-b,wheelchair-room-type-c,wheelchair-step-a,wheelchair-step-b,wheelchair-step-c,wheelchair-toilet-step-a,wheelchair-toilet-step-b,wheelchair-toilet-step-c,wheelchair-toilet-width-a,wheelchair-toilet-width-b,wheelchair-toilet-width-c,wheelchair-width-a,wheelchair-width-b,wheelchair-width-c,writing-goods,施設情報,区市町村,駅,カテゴリー,"Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,"Post Password",Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
40001,伊勢丹新宿本店,,,"2024-02-19 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40001/,,,,,,,,,,,,,,,,,,,,3976,,2020-02-26||2024-02-29,,default,東京都新宿区新宿3-14-1,1_伊勢丹新宿本店_000,,'-,レストラン街「イートパラダイス」各店舗　可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都新宿区新宿3-14-1,伊势丹新宿总店,,本館B1F、2F、5F、7F,4,58,,,,22,20,21,26,,198,184,182,187,,2,2,4,2,,120,120,150,140,,"3-14-1, Shinjuku, Shinjuku-ku","Isetan Shinjuku Main Store",本館正面玄関,,200,,,,"도쿄도 신주쿠 구 신주쿠 3-14-1",,"이세탄 신주쿠 본점",35.69163306,,,139.7045933,,,"Shinjuku-ku, Tokyo Shinjuku 3-14-1","Isetan Shinjuku head office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5F,7F",2,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,954,03-3352-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし,7000,営業時間内,,,,,,,https://www.isetan.mistore.jp/shinjuku.html,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,3,ショッピング,新宿・中野・杉並>新宿区,,"新宿・中野・杉並>新宿区,駐車場,車いす専用駐車場,施設出入口の段差,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーチェアの貸出,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e4%bc%8a%e5%8b%a2%e4%b8%b9%e6%96%b0%e5%ae%bf%e6%9c%ac%e5%ba%97,,,default,,,,open,open,"2024-02-29 10:42:56"
40002,ニュウマン新宿,,,"2024-02-18 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40002/,,,,,,,,,,,,,,,,,,,,3874,,2020-02-17||2024-02-29,,default,東京都新宿区新宿4-1-6,2_ニュウマン新宿_000,,5,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都新宿区新宿4-1-6,Nyuuman新宿,,"M2F,4F",2,2,,,,24,,,,,223,,,,,2,,,,,99,,,,,"4-1-6, Shinjuku, Shinjuku-ku","NEWoMan Shinjuku",2Fメインエントランス,,258,,,,"도쿄도 신주쿠 구 신주쿠 4-1-6",,"뉴우만 신주쿠",35.68856722,,,139.7014075,,,"Shinjuku-ku, Tokyo Shinjuku 4-1-6","Nyuuman Shinjuku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M2F,4F",2,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,※2023年11月現在<br>172,03-5334-0550（ルミネ・ニュウマン総合コールセンター）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,ファッションフロア営業時間に準ずる　※営業時間詳細はニュウマン新宿HPをご覧ください。,,,,,,,https://www.newoman.jp/shinjuku/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ショッピング,新宿・中野・杉並>新宿区,,"新宿・中野・杉並>新宿区,駐車場,施設出入口の段差,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーチェアの貸出,ベビーカーの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%83%8b%e3%83%a5%e3%82%a6%e3%83%9e%e3%83%b3%e6%96%b0%e5%ae%bf,,,default,,,,open,open,"2024-02-29 10:13:10"
40003,タイムズスクエアビル（新宿高島屋）,,,"2024-02-18 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40003/,,,,,,,,,,,,,,,,,,,,3477,,2020-02-18||2024-02-29,,default,東京都渋谷区千駄ヶ谷5-24-2,,,60,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都涩谷区仙田谷5-24-2,时代广场大厦（高岛屋新宿）,,"B2,B1,1F,2F,4F,5F,6F,7F,8F,9F,10F,12F,13F,14F",15,50,,,,26,15,,11,20,228,162,,143,160,7,1,,1,2,120,90,,78,110,"5-24-2, Sendagaya, Shibuya-ku","Takashimaya Times Square (Shinjuku Takashimaya)",2FJR口,,200,,,,"도쿄도 시부야 구 센다 가야 5-24-2",,"타임 스퀘어 빌딩 (신주쿠 다카시마야)",35.68747806,,,139.7022725,,,"Shibuya-ku, Tokyo Sendagaya 5-24-2","Times Square Building (Takashimaya Shinjuku)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7F,10F,13F",3,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,751,03-5361-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,営業時間内,7000,営業時間内,,,,,,,'-,,,7,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,ショッピング,渋谷・目黒・世田谷>渋谷区,,"渋谷・目黒・世田谷>渋谷区,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーチェアの貸出,ベビーカーの貸出,車いすの貸出,スタッフの手話対応,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%82%bf%e3%82%a4%e3%83%a0%e3%82%ba%e3%82%b9%e3%82%af%e3%82%a8%e3%82%a2%e3%83%93%e3%83%ab%ef%bc%88%e6%96%b0%e5%ae%bf%e9%ab%98%e5%b3%b6%e5%b1%8b%ef%bc%89,,,default,,,,open,open,"2024-02-29 10:24:42"
40004,紀伊國屋ビル（紀伊國屋書店新宿本店）,,,"2024-02-18 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40004/,,,,,,,,,,,,,,,,,,,,4773,,2020-02-05||2022-01-22||2024-02-29,,default,新宿区新宿3-17-7,4_紀伊國屋ビル（紀伊國屋書店新宿本店）_000,,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都新宿区新宿3-17-7,纪伊国屋大厦（纪伊国屋新宿总店）,,7F,1,4,,,,14,14,13,,,173,173,158,,,1,1,1,,,89,89,86,,,"3-17-7, Shinjuku, Shinjuku-ku","Kinokuniya Bidg(Books Kinokuniya Shinjuku Main Store)",入口広場,,268,,,,"도쿄도 신주쿠 구 신주쿠 3-17-7",,"키노 쿠니 야 빌딩 (키노 쿠니 야 서점 신주쿠 본점)",35.69223444,,,139.7030233,,,"Shinjuku-ku, Tokyo Shinjuku 3-17-7","Kinokuniya Building (Kinokuniya Shinjuku head office)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-3354-0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,10:30～21:00,,,,,,,https://store.kinokuniya.co.jp/store/shinjuku-main-store/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ショッピング,新宿・中野・杉並>新宿区,,"新宿・中野・杉並>新宿区,施設出入口の段差,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,施設内おむつ交換台,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e7%b4%80%e4%bc%8a%e5%9c%8b%e5%b1%8b%e3%83%93%e3%83%ab%ef%bc%88%e7%b4%80%e4%bc%8a%e5%9c%8b%e5%b1%8b%e6%9b%b8%e5%ba%97%e6%96%b0%e5%ae%bf%e6%9c%ac%e5%ba%97%ef%bc%89,,,default,,,,open,open,"2024-02-29 10:16:31"
40019,"ＧＩＮＺＡ SIX",,,"2020-03-05 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40019/,,,,,,,,,,,,,,,,,,,,3425,,,,default,東京都中央区銀座6-10-1,"19_ＧＩＮＺＡ SIX_000",,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都中央区银座6-10-1,银座SIX,,"B1,1F,2F,3F,4F,5F,6F",14,3,,,,24,,,,,183,,,,,6,,,,,141,,,,,"6-10-1, Ginza, Chuo-ku","ＧＩＮＺＡ SIX",,,200,,,,"도쿄도 츄 오구 긴자 6-10-1",,"GINZA SIX",35.66957417,,,139.7640675,,,"Ginza, Chuo-ku, Tokyo, 6-10-1","GINZA SIX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B2,B1,1F,2F,3F,4F,5F,6F",14,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,486,03-6891-3390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,10:30～20:30,,,,,,,https://ginza6.tokyo/,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,ショッピング,銀座・日本橋>中央区,,"銀座・日本橋>中央区,駐車場,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%ef%bd%87%ef%bd%89%ef%bd%8e%ef%bd%9a%ef%bd%81-six,,,default,,,,open,open,"2021-02-11 06:07:22"
40022,三越銀座店,,,"2024-02-19 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40022/,,,,,,,,,,,,,,,,,,,,3928,,2020-02-17||2024-02-29,,default,東京都中央区銀座4-6-16,22_三越銀座店_001,,20,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都中央区银座4-6-16,三越银座店,,"B2F,B1F,M2F,2F,3F,4F,5F,7F,8F,9F,10F,11F,12F ",12,'-,,,,27,25,,,,275,118,,,,3,3,,,,129,178,,,,"4-6-16, Ginza, Chuo-ku","Mitsukoshi Ginza Store",ライオン口,,182,,,,"도쿄도 츄 오구 긴자 4-6-16",,"미츠코시 긴자 점",35.67133194,,,139.7657053,,,"Ginza, Chuo-ku, Tokyo 4-6-16","Mitsukoshi Ginza store",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B2F,B1F,M2F,2F,3F,4F,5F,7F,8F,9F,10F,11F,12F",12,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,399,03-3562-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,10:00～20:00,,,,,,,https://www.mitsukoshi.mistore.jp/ginza.html,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,ショッピング,銀座・日本橋>中央区,,"銀座・日本橋>中央区,駐車場,車いす専用駐車場,施設出入口の段差,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーチェアの貸出,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e4%b8%89%e8%b6%8a%e9%8a%80%e5%ba%a7%e5%ba%97,,,default,,,,open,open,"2024-02-29 10:38:23"
40023,松屋銀座,,,"2023-02-07 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40023/,,,,,,,,,,,,,,,,,,,,4735,,2020-02-06||2022-01-21,,default,東京都中央区銀座3-6-1,23_松屋銀座_000,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都中央区银座3-6-1,松屋银座,,"1F,7F,8F,RF",4,11,,,,22,18,,,,184,174,,,,5,1,,,,125,120,,,,"3-6-1, Ginza, Chuo-ku","Matsuya Ginza",正面入口,,195,,,,"도쿄도 츄 오구 긴자 3-6-1",,"마츠야 긴자",35.67226611,,,139.7666547,,,"Ginza, Chuo-ku, Tokyo 3-6-1","Matsuya Ginza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,203,03-3567-1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,店舗営業時間内,,,,,,,https://www.matsuya.com/ginza/,,,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,ショッピング,銀座・日本橋>中央区,,"銀座・日本橋>中央区,駐車場,車いす専用駐車場,施設出入口の段差,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%9d%be%e5%b1%8b%e9%8a%80%e5%ba%a7,,,default,,,,open,open,"2023-02-08 01:39:46"
40045,渋谷ヒカリエ,,,"2022-02-06 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40045/,,,,,,,,,,,,,,,,,,,,5179,,2020-02-09,,default,東京都渋谷区渋谷2-21-1,45_渋谷ヒカリエ_000,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都涩谷区涩谷2-21-1,涩谷Hikarie,,"B3,B2,B1,3F,4F,5F,6F,7F,8F,9F,11F",11,11,,,,24,24,15,13,23,175,165,150,135,210,3,2,3,1,1,120,110,90,90,110,"2-21-1, Shibuya, Shibuya-ku","Shibuya Hikarie",1FJR駅スクランブルスクエア側入口,,155,,,,"도쿄도 시부야 구 시부야 2-21-1",,"시부야 히카리에",35.65900944,,,139.7035447,,,"Shibuya, Shibuya-ku, Tokyo 2-21-1","Shibuya Hikarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B3,B2,B1,3F,4F,5F,6F,7F,8F,9F,11F",11,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,402,03-5468-5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,10:00～21:00,,,,,,,http://www.hikarie.jp/,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,ショッピング,渋谷・目黒・世田谷>渋谷区,,"渋谷・目黒・世田谷>渋谷区,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%b8%8b%e8%b0%b7%e3%83%92%e3%82%ab%e3%83%aa%e3%82%a8,,,default,,,,open,open,"2022-03-08 04:33:22"
40047,SHIBUYA109,,,"2020-03-05 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40047/,,,,,,,,,,,,,,,,,,,,2943,,,,default,東京都渋谷区道玄坂2-29-1,47_SHIBUYA109_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都涩谷区道玄坂2-29-1,涩谷109,,8F,1,'-,,,,18,,13,,,160,,152,,,2,,1,,,128,,86,,,"2-29-1, Dogenzaka, Shibuya-ku",SHIBUYA109,,,160,,,,"도쿄도 시부야 구 도우 겐 자카 2-29-1",,SHIBUYA109,35.65957472,,,139.69877,,,"Shibuya-ku, Tokyo Dogenzaka 2-29-1",SHIBUYA109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8F,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-3477-5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,10:00～21:00（正面口のみ）,,,,,,,https://www.shibuya109.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ショッピング,渋谷・目黒・世田谷>渋谷区,,"渋谷・目黒・世田谷>渋谷区,施設出入口の段差,点字ブロック,館内の点字ブロック,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,shibuya109,,,default,,,,open,open,"2021-02-11 06:08:38"
40048,渋谷ストリーム,,,"2024-02-28 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/shopping/40048/,,,,,,,,,,,,,,,,,,,,3567,,2020-02-18,,default,東京都渋谷区渋谷3-21-3,48_渋谷ストリーム_000,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都涩谷区涩谷3-21-3,涩谷流,,"B1,2F,3F,4F",6,1,,,,13,13,,15,,135,130,,150,,4,1,,2,,90,90,,88,,"3-21-3, Shibuya, Shibuya-ku","Shibuya Stream",,,145,,,,"도쿄도 시부야 구 시부야 3-21-3",,"시부야 스트림",35.65722306,,,139.7030683,,,"Shibuya, Shibuya-ku, Tokyo 3-21-3","Shibuya stream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2F,5,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,197,0570-050-428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:00～21:00,7000,1月1日を除く9:00～21:00,,,,,,,https://shibuyastream.jp/,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,ショッピング,渋谷・目黒・世田谷>渋谷区,,"渋谷・目黒・世田谷>渋谷区,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの手話対応,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%b8%8b%e8%b0%b7%e3%82%b9%e3%83%88%e3%83%aa%e3%83%bc%e3%83%a0,,,default,,,,open,open,"2024-02-29 01:58:30"
