町丁目別人口・世帯数　令和４年１１月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,698,780,"1,478",767
関戸２丁目,"1,318","1,418","2,736","1,529"
関戸３丁目,651,735,"1,386",711
関戸４丁目,"1,148","1,249","2,397","1,402"
関戸５丁目,698,759,"1,457",759
関戸６丁目,470,477,947,448
,"4,983","5,418","10,401","5,616"
,,,,
連光寺１丁目,"1,891","1,889","3,780","1,635"
連光寺２丁目,"1,165","1,157","2,322","1,014"
連光寺３丁目,872,870,"1,742",835
連光寺４丁目,284,262,546,265
連光寺５丁目,204,186,390,196
連光寺６丁目,422,347,769,391
,"4,838","4,711","9,549","4,336"
,,,,
貝取,607,557,"1,164",623
,607,557,"1,164",623
,,,,
乞田,"1,305","1,210","2,515","1,309"
,"1,305","1,210","2,515","1,309"
,,,,
和田,"4,806","4,549","9,355","4,374"
,"4,806","4,549","9,355","4,374"
,,,,
百草,460,437,897,446
,460,437,897,446
,,,,
落川,655,655,"1,310",588
,655,655,"1,310",588
,,,,
東寺方,872,844,"1,716",834
東寺方１丁目,588,659,"1,247",623
,"1,460","1,503","2,963","1,457"
,,,,
一ノ宮１丁目,"1,203",980,"2,183","1,410"
一ノ宮２丁目,790,758,"1,548",950
一ノ宮３丁目,422,454,876,516
一ノ宮４丁目,"1,014","1,023","2,037","1,079"
,"3,429","3,215","6,644","3,955"
,,,,
桜ヶ丘１丁目,926,"1,029","1,955",914
桜ヶ丘２丁目,652,740,"1,392",632
桜ヶ丘３丁目,593,636,"1,229",544
桜ヶ丘４丁目,765,823,"1,588",855
,"2,936","3,228","6,164","2,945"
,,,,
和田（百草団地）,596,640,"1,236",861
,596,640,"1,236",861
,,,,
聖ヶ丘１丁目,886,995,"1,881",883
聖ヶ丘２丁目,800,936,"1,736",840
聖ヶ丘３丁目,"1,009","1,081","2,090",947
聖ヶ丘４丁目,358,383,741,303
聖ヶ丘５丁目,66,53,119,38
,"3,119","3,448","6,567","3,011"
,,,,
馬引沢１丁目,930,903,"1,833",960
馬引沢２丁目,"1,247","1,145","2,392","1,309"
,"2,177","2,048","4,225","2,269"
,,,,
山王下１丁目,292,315,607,485
,292,315,607,485
,,,,
中沢１丁目,719,649,"1,368",807
中沢２丁目,902,958,"1,860",853
,"1,621","1,607","3,228","1,660"
,,,,
唐木田１丁目,"1,098","1,196","2,294","1,172"
唐木田２丁目,0,0,0,0
唐木田３丁目,0,0,0,0
,"1,098","1,196","2,294","1,172"
,,,,
諏訪１丁目,"2,057","2,058","4,115","2,054"
諏訪２丁目,"1,723","1,892","3,615","1,584"
諏訪３丁目,516,520,"1,036",515
諏訪４丁目,603,748,"1,351",738
諏訪５丁目,307,407,714,461
諏訪６丁目,0,0,0,0
,"5,206","5,625","10,831","5,352"
,,,,
永山１丁目,937,969,"1,906","1,133"
永山２丁目,"1,552","1,563","3,115","1,567"
永山３丁目,"1,873","2,107","3,980","2,054"
永山４丁目,"1,330","1,510","2,840","1,827"
永山５丁目,921,"1,061","1,982",883
永山６丁目,620,610,"1,230",619
永山７丁目,0,0,0,0
,"7,233","7,820","15,053","8,083"
,,,,
貝取１丁目,"1,034",935,"1,969",987
貝取２丁目,"1,547","1,726","3,273","1,515"
貝取３丁目,401,543,944,453
貝取４丁目,509,545,"1,054",533
貝取５丁目,237,295,532,320
,"3,728","4,044","7,772","3,808"
,,,,
豊ヶ丘１丁目,"1,600","1,556","3,156","1,643"
豊ヶ丘２丁目,"1,411","1,457","2,868","1,345"
豊ヶ丘３丁目,720,837,"1,557",699
豊ヶ丘４丁目,324,374,698,406
豊ヶ丘５丁目,577,662,"1,239",639
豊ヶ丘６丁目,416,502,918,511
,"5,048","5,388","10,436","5,243"
,,,,
落合１丁目,"1,450","1,561","3,011","1,526"
落合２丁目,"1,148","1,106","2,254",913
落合３丁目,"1,438","1,527","2,965","1,519"
落合４丁目,946,"1,115","2,061","1,114"
落合５丁目,"1,024","1,077","2,101",924
落合６丁目,871,842,"1,713",792
,"6,877","7,228","14,105","6,788"
,,,,
鶴牧１丁目,"1,306","1,344","2,650","1,268"
鶴牧２丁目,900,805,"1,705",897
鶴牧３丁目,"2,080","2,244","4,324","1,589"
鶴牧４丁目,346,386,732,331
鶴牧５丁目,900,"1,012","1,912",853
鶴牧６丁目,868,899,"1,767",809
,"6,400","6,690","13,090","5,747"
,,,,
南野１丁目,1,0,1,1
南野２丁目,486,461,947,503
南野３丁目,453,481,934,398
,940,942,"1,882",902
,,,,
東寺方３丁目,127,189,316,177
,127,189,316,177
,,,,
和田３丁目,380,457,837,502
,380,457,837,502
,,,,
愛宕１丁目,245,272,517,294
愛宕２丁目,408,435,843,485
愛宕３丁目,291,415,706,463
愛宕４丁目,"1,238","1,398","2,636","1,428"
,"2,182","2,520","4,702","2,670"
,,,,
,"72,503","75,640","148,143","74,379"
