地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,平成30年1月
0,130000,総数,13646764,13649574,13648731,13686371,13716974,13725778,13729858,13735582,13737475,13742906,13754002,13756063,13754059
1,13100,区部,9385465,9389003,9390048,9421085,9443321,9451214,9454622,9460426,9462998,9467490,9477709,9480535,9479098
1,13200,市部,4177369,4176666,4174857,4182107,4190051,4190959,4191669,4191566,4190923,4191915,4192835,4192120,4191606
2,13300,郡部,57976,57959,57918,57854,57842,57821,57800,57801,57791,57765,57728,57665,57660
2,13350,島部,25954,25946,25908,25325,25760,25784,25767,25789,25763,25736,25730,25743,25695
1,13100,区部,9385465,9389003,9390048,9421085,9443321,9451214,9454622,9460426,9462998,9467490,9477709,9480535,9479098
4,13101,千代田区,59737,59860,59938,60246,60494,60630,60791,60777,60889,60934,61032,61082,61218
4,13102,中央区,149073,150294,150897,151607,152503,153048,153462,153724,154268,154728,155317,155724,156256
4,13103,港区,248621,249154,249572,250394,250834,251485,251712,251910,252306,252786,253136,253204,253018
4,13104,新宿区,339724,340087,339586,340575,342651,342738,342566,343215,342604,343067,343959,343972,343533
4,13105,文京区,223691,223732,223786,224405,225130,225438,225598,225854,225990,226419,226890,227150,227141
4,13106,台東区,200635,200715,200940,201452,201961,202079,202153,202463,202468,202462,202860,202952,202947
4,13107,墨田区,260569,260530,260696,261687,262145,262547,262689,263068,263365,263484,263756,264095,264229
4,13108,江東区,503888,503756,503706,505697,506848,507618,508216,508719,509301,509438,509894,510194,510574
4,13109,品川区,392849,393002,393321,395210,395790,396362,396607,396687,396898,396993,397110,397354,397710
4,13110,目黒区,279929,280042,280406,281499,282030,282177,282406,282356,282485,282785,282844,283040,283005
4,13111,大田区,722377,722459,722467,725600,727181,727941,728177,728264,728415,728349,728613,728617,728423
4,13112,世田谷区,914148,914466,914361,917670,919256,919875,920028,920439,920685,921120,921786,921932,921720
4,13113,渋谷区,227268,227392,227522,228402,228950,229030,228991,229190,229402,229519,229734,229826,229670
4,13114,中野区,332522,332606,332567,333901,334941,334988,335082,335369,335228,335377,335901,335895,335745
4,13115,杉並区,570302,570573,570688,573417,574426,574814,575037,575196,575070,575326,575782,575978,575841
4,13116,豊島区,295246,295351,295068,295860,297576,297591,297583,297937,297755,297763,298378,298262,298050
4,13117,北区,345666,345744,345650,346766,347535,347851,348011,348447,348529,348425,348898,348749,348547
4,13118,荒川区,214742,214674,214604,214832,215505,215604,215710,215862,215855,215868,216280,216519,216273
4,13119,板橋区,569654,569734,569542,571154,572780,573325,573306,573634,573589,573669,574232,574295,574058
4,13120,練馬区,726928,726810,726659,728825,730026,730131,730219,730494,730666,731082,731679,731720,731696
4,13121,足立区,673348,673312,673259,675017,675677,676081,676226,676329,676388,676761,677197,677442,677514
4,13122,葛飾区,447316,447433,447574,448350,449057,449370,449522,449843,449937,450014,450610,450949,450846
4,13123,江戸川区,687232,687277,687239,688519,690025,690491,690530,690649,690905,691121,691821,691584,691084
1,13200,市部,4177369,4176666,4174857,4182107,4190051,4190959,4191669,4191566,4190923,4191915,4192835,4192120,4191606
4,13201,八王子市,577960,577716,577118,577505,578748,578742,578693,578736,578353,578270,578447,578181,577910
4,13202,立川市,178286,178131,178131,178824,179480,179601,179568,179512,179491,179447,179540,179501,179390
4,13203,武蔵野市,145443,145482,145468,146085,146341,146418,146501,146459,146545,146495,146633,146535,146381
4,13204,三鷹市,189158,189098,189015,189782,190098,190223,190201,190188,190386,190439,190501,190445,190432
4,13205,青梅市,136527,136404,136358,136111,136126,136068,136010,135928,135893,135841,135822,135786,135789
4,13206,府中市,261175,261163,260825,261077,262305,262548,262517,262059,261973,262690,262230,261923,261829
4,13207,昭島市,111447,111398,111389,111508,111625,111668,111683,111677,111649,111668,111747,111854,111902
4,13208,調布市,232656,232780,232809,233635,234085,234250,234361,234429,234580,234674,234883,235089,235243
4,13209,町田市,433921,433823,433843,434463,434542,434516,434641,434633,434412,434419,434323,434209,434091
4,13210,小金井市,122904,122968,122901,123143,123388,123425,123438,123500,123448,123529,123739,123726,123813
4,13211,小平市,191451,191541,191348,191521,192413,192520,192633,192844,192702,192971,193062,193034,192874
4,13212,日野市,187249,187258,187257,187645,187945,187864,188007,188135,188177,188138,188210,188238,188327
4,13213,東村山市,149901,149725,149599,149703,149980,149965,149965,149936,149972,149962,149966,150049,150180
4,13214,国分寺市,123484,123481,123565,124062,124421,124401,124433,124388,124417,124397,124482,124510,124501
4,13215,国立市,74339,74291,74271,74353,74527,74526,74605,74669,74549,74590,74578,74577,74610
4,13218,福生市,58380,58455,58416,58444,58533,58498,58432,58391,58332,58285,58294,58234,58210
