"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","総合支所・区役所","11","17.7","19.3"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","高齢者相談センター（地域包括支援センター）","23","37.1","40.4"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","東部・西部在宅療養相談窓口","0","0.0","0.0"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","ういケアみなと（がん在宅緩和ケア支援センター）","0","0.0","0.0"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","医療機関","21","33.9","36.8"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","民生委員・児童委員","1","1.6","1.8"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","親族","17","27.4","29.8"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","友人","4","6.5","7.0"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","その他","10","16.1","17.5"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","特にない","10","16.1","17.5"
"202003","友人・親族等との関わりについて","Q30-4. 【問30-3で「１．複数の方の介護」、「２．障害のある方のケア」、「３．その他」と回答された方のみ】その困りごとについて、どこかに相談したことがありますか。（あてはまるものすべてに○）","無回答","5","8.1",

"港区保健福祉基礎調査（高齢者）・単純集計表・友人親族等との関わりについてQ30-4","Ver202003",,,,,
