年次,Year,月次 ,Month,調査産業計 Industries covered,鉱業，採石業，砂利採取業 Mining and quarruing of stone and gravel,建設業 Construction,製造業 Manufacturing,電気・ガス・熱供給・水道業 Electricity， gas， heat supply and water,情報通信業 Information and communications,運輸業，郵便業 Transport and postal activities,卸売業，小売業 Wholesale and retail trade,金融業，保険業 Finance and insurance,不動産業，物品賃貸業 Real estate and goods rental and leasing,学術研究，専門・技術サービス業 Scientific research， professional and technical services,宿泊業，飲食サービス業 Accommodations， eating and drinking services,生活関連サービス業，娯楽業 Living-related and personal services and amusement services,教育，学習支援業 Education， learning support,医療，福祉 Medical， health care and welfare,複合サービス事業 Compound services,サービス業 (他に分類されないもの) Services， n.e.c.
平成21,2009,平均,Average,100.2,98.4,102.7,96.5,105.7,97.1,100.8,100.7,100.1,-,-,-,-,99.8,98.4,108.7,-
平成22,2010,平均,Average,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
平成23,2011,平均,Average,99.3,100.6,103.3,103,93.6,103.8,96.9,96.8,96.3,96.2,98.6,100.6,103.6,97.1,102.1,85.2,95.2
平成24,2012,平均,Average,98.8,98.3,101,100.2,94.6,104.2,99.7,98.2,96.1,93.2,100.5,103.7,112.5,92.9,99.8,80.5,95.2
平成25,2013,平均,Average,100,93.9,103.9,100.1,96.1,106.9,102.3,99.4,99,96.4,93.1,104.6,117.6,98,100.4,87.3,95.9
平成25,2013,1,Jan.,80.2,67.5,83.3,76.9,76.4,81.3,89.6,79.4,76.5,76.8,78.1,92.2,105.6,73.3,82.8,69.3,81.7
平成25,2013,2,Feb.,79.8,68.3,86.2,76.5,76.9,83.5,82.2,79.6,77.9,75.6,77.7,91.5,96,70.7,82.8,65.8,81.4
平成25,2013,3,Mar.,85.8,69.3,89.7,80.1,78.2,90.1,87.3,93.9,79.7,81,77.4,94,100.3,79.7,84.3,98.4,86.8
平成25,2013,4,Apr.,83.6,66.4,86.8,81.5,65.4,87.1,87.2,82.6,75,78.8,78.5,93.9,99.3,85,89,73.2,87
平成25,2013,5,May,83.4,64.9,85,80.6,81.1,87.1,89.3,80.1,91.1,77.2,77.3,95.3,98.5,76.5,82.9,67,85.1
平成25,2013,6,June,160.6,204.7,164.5,152.1,183.3,184.3,140.3,155.8,195.5,165.3,151.5,121.9,188.9,178.2,145.9,141.9,132.6
平成25,2013,7,July,106.6,90.7,108,121,80.1,106.4,121.3,119.1,88.5,100.1,87.9,120.4,124,85.2,102.6,92.6,105.3
平成25,2013,8,Aug.,81.2,67.1,85.8,82,79.6,83.8,85.5,83,74.2,75,72.8,95.2,96.9,74.7,83.9,65,83.5
平成25,2013,9,Sept.,83.7,68.6,86.6,78.7,80.5,89.4,84.5,81.3,75,78.6,103,95,99.1,76.2,84.7,64.2,85.4
平成25,2013,10,Oct.,82,62.2,100.7,82.5,83.3,84.2,84.3,79.1,73.8,76.4,73.2,94.6,96.1,81.5,87.3,71,84.4
平成25,2013,11,Nov.,83.5,75.2,90.4,83.2,81.9,85,92.6,80.1,74.7,77.1,81.8,97.4,119.9,75.6,93.3,66.1,85.5
平成25,2013,12,Dec.,190.1,221.8,180.3,206.4,186.5,220.1,183.9,178.9,206.1,195.3,157.8,164.3,186.8,219.1,185,173.3,151.8
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 )　7  労働 7  LABOR,,,,,,,,,,,,,,,,,,,,
7-9  産業別常用労働者名目賃金指数 (現金給与総額) (平成21～25年) 7-9  NOMINAL WAGE INDICES OF REGULAR WORKERS BY INDUSTRY ( TOTAL CASH EARNINGS ) ( 2009-2013 ),,,,,,,,,,,,,,,,,,,,
「毎月勤労統計地方調査」 による。 本表は，常用労働者30人以上の事業所約1700カ所を対象とした第1種事業所調査の結果である。なお、平成22年1月分から平成19年11月改定の日本標準産業分類による表章に変更しているが、平成21年以前の指数(旧産業分類)と接続しない産業の指数、前年比等については算出できないため、「-」と表記している。,,,,,,,,,,,,,,,,,,,,
Data are based on the Monthly Labor Prefectural Survey . In this table，figures are as of 1700 establishments with 30 or more regular workers. ,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部人口統計課 「東京都の賃金、労働時間及び雇用の動き」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,
（平成22年平均＝100） (2010 average＝100)  ,,,,,,,,,,,,,,,,,,,,
