地域階層,地域コード,項番 Item number,地域,District,マーク Mark,総数 Total,交通事故 Traffic accidents,火災事故 Fire accidents,運動競技事故 Sports accidents,自然災害事故 Natural disasters accidents,水難事故 Drowning accidents,労働災害事故 Labor accidents,一般負傷 Injuries in general,自損行為 Self - immolations,加害 Crimes,急病 Acute illness,転院搬送 Change hospital,医師搬送 with Doctor,資器材等輸送 Materials， implements,その他 Other responses
0,13000,,総数,Tokyo-to,,749032,58886,3494,5206,46,1034,4664,126049,5857,7594,483956,42373,281,579,9013
1,13100,,区部,All ku,,550529,41721,2596,3462,40,818,3503,92764,4171,6094,357852,30013,208,460,6827
2,13101,1,千代田区,Chiyoda-ku,,13456,1040,58,94,1,7,183,2612,59,155,8421,675,1,11,139
2,13102,2,中央区,Chuo-ku,,12395,1317,69,38,1,20,165,2055,62,119,7856,499,-,-,194
2,13103,3,港区,Minato-ku,,22267,1890,112,95,-,15,257,3781,124,375,14181,1096,2,6,333
2,13104,4,新宿区,Shinjuku-ku,,33672,2009,193,257,1,10,178,5775,281,680,21685,2081,2,6,514
2,13105,5,文京区,Bunkyo-ku,,11840,789,50,122,-,16,63,1870,56,84,6992,1658,1,12,127
2,13106,6,台東区,Taito-ku,,18147,1195,95,41,1,18,109,3476,118,380,11897,541,-,1,275
2,13107,7,墨田区,Sumida-ku,,16790,1296,69,75,1,32,86,2778,124,184,10691,1281,-,14,159
2,13108,8,江東区,Koto-ku,,27882,2189,117,275,-,77,285,4310,191,248,18319,1412,144,22,293
2,13109,9,品川区,Shinagawa-ku ,,20782,1464,109,130,3,40,132,3597,143,182,13885,860,-,7,230
2,13110,10,目黒区,Meguro-ku,,12654,1084,59,84,-,16,77,2253,78,82,8069,694,7,23,128
2,13111,11,大田区,Ota-ku ,,38277,2850,187,235,10,116,296,6590,286,337,24932,2030,4,22,382
2,13112,12,世田谷区,Setagaya-ku,,39986,3390,197,429,-,43,197,7019,275,294,25716,1889,10,72,455
2,13113,13,渋谷区,Shibuya-ku,,19547,1645,94,163,1,10,177,3480,119,320,12322,933,26,21,236
2,13114,14,中野区,Nakano-ku,,16953,1060,80,62,7,12,63,2811,170,173,11325,920,2,25,243
2,13115,15,杉並区,Suginami-ku,,26312,2168,118,171,1,24,114,4656,201,201,17008,1132,2,58,458
2,13116,16,豊島区,Toshima-ku,,20720,1139,105,107,3,12,121,3749,160,327,13721,832,2,5,437
2,13117,17,北区,Kita-ku,,20559,1167,85,119,5,23,81,3412,156,231,13870,1146,-,-,264
2,13118,18,荒川区,Arakawa-ku ,,12866,721,60,44,1,18,50,2048,75,161,8408,1098,1,34,147
2,13119,19,板橋区,Itabashi-ku,,29956,2226,158,141,-,35,156,4635,239,275,19621,2064,1,61,344
2,13120,20,練馬区,Nerima-ku,,32971,2497,109,165,1,48,138,5359,260,270,21728,2031,1,9,355
2,13121,21,足立区,Adachi-ku,,40844,3508,207,206,-,75,228,6472,378,383,26380,2540,1,16,450
2,13122,22,葛飾区,Katsushika-ku,,25993,2106,127,167,1,67,129,4301,242,243,17026,1318,-,10,256
2,13123,23,江戸川区,Edogawa-ku ,,35660,2971,138,242,2,84,218,5725,374,390,23799,1283,1,25,408
3,,,消防事務受託地区,Suburban fire service entrusted districts,,198150,17089,896,1743,6,212,1161,33284,1686,1500,126089,12113,69,119,2183
3,,,その他,Others,※,353,76,2,1,-,4,-,1,-,-,15,247,4,-,3
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,
20-19  地域別種類別救急件数 （平成25年） 20-19  EMERGENCY CASES BY DISTRICT AND KIND ( 2013 ),,,,,,,,,,,,,,,,,,,,
この表は， 区部及び消防事務受託地区で， 東京消防庁が扱った件数である。,,,,,,,,,,,,,,,,,,,,
Figures refer to the number of cases handled by the Tokyo Fire Department in the special ward (ku) area and entrusted districts.,,,,,,,,,,,,,,,,,,,,
注) ※東京消防庁管轄区域以外の地域をいう。,,,,,,,,,,,,,,,,,,,,
Note: ※Districts outside the jurisdiction of the Tokyo Fire Department.,,,,,,,,,,,,,,,,,,,,
資料：東京消防庁企画調整部企画課 「東京消防庁統計書」 Source: Tokyo Fire Department,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部　2:区市町村　3:消防事務受託地区・その他),,,,,,,,,,,,,,,,,,,,
