年次,Year,月次 ,Month,調査産業計 Industries covered,鉱業，採石業，砂利採取業 Mining and quarruing of stone and gravel,建設業 Construction,製造業 Manufacturing,電気・ガス・熱供給・水道業 Electricity， gas， heat supply and water,情報通信業 Information and communications,運輸業，郵便業 Transport and postal activities,卸売業，小売業 Wholesale and retail trade,金融業，保険業 Finance and insurance,不動産業，物品賃貸業 Real estate and goods rental and leasing,学術研究，専門・技術サービス業 Scientific research， professional and technical services,宿泊業，飲食サービス業 Accommodations， eating and drinking services,生活関連サービス業，娯楽業 Living-related and personal services and amusement services,教育，学習支援業 Education， learning support,医療，福祉 Medical， health care and welfare,複合サービス事業 Compound services,サービス業 (他に分類されないもの) Services， n.e.c.
平成21,2009,平均,Average,100.6,97.4,99.2,102.3,99.4,100.7,99.2,99.8,97.3,-,-,-,-,100.5,99,124.2,-
平成22,2010,平均,Average,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
平成23,2011,平均,Average,99.8,105.6,98.1,99.3,100.9,100.9,101,99.3,100,100.8,99,95.3,97.1,99.4,102.7,101.2,100.2
平成24,2012,平均,Average,99.6,109.4,97.5,99.9,95.6,99.7,100.4,98,98.6,101.6,103.9,98.4,94.2,100,104.8,99.4,99.2
平成25,2013,平均,Average,99.5,103,98.4,98.6,68.7,98.6,99.1,94.3,98.4,100.4,114.4,101.9,94.3,103.2,106.9,93.1,100.5
平成25,2013,1,Jan.,99,108.6,97.7,99.4,95.7,99.1,99.1,95,98.1,100.9,106.5,100.6,92.9,101.9,105.6,96.1,98.5
平成25,2013,2,Feb.,98.7,107.9,97.6,98.3,95,98.9,98.9,94.5,97.6,100.7,108.7,100,92.9,100.5,105.4,93.3,98.2
平成25,2013,3,Mar.,98.1,107.1,97,98.5,95,98.6,98.1,94.2,97.5,99.3,109,99.2,91.1,96.5,103.6,91,98.6
平成25,2013,4,Apr.,99.6,109.6,101.1,98.9,61,99.9,99.9,94.8,99.4,100.8,112.6,100.8,93.9,100.7,107.4,93.6,99.4
平成25,2013,5,May,100.3,110,100.5,100.1,60.9,99.5,100.2,94.9,99.4,100.9,114.7,101.5,93.7,104.5,108.1,93.9,101.1
平成25,2013,6,June,100.3,109.3,99.7,99.4,60.3,99.3,99.7,94.7,99.3,100.5,115.6,102.6,95.7,106.4,108.3,93.7,101.4
平成25,2013,7,July,100,109.2,99.5,99,59.7,98.4,99.8,94.4,98.5,100.8,115.4,102.6,96,106.4,107.9,93.3,101.1
平成25,2013,8,Aug.,99.3,109,98.6,98.2,59.6,97.8,99.3,94.2,98.5,100.3,116.3,102.5,95.7,100.2,107.5,93,100.7
平成25,2013,9,Sept.,99.2,108.9,97.9,97.9,59.3,98,98.7,93.8,98.4,100.2,117.5,100.9,95.3,102.9,106.8,92.9,100.9
平成25,2013,10,Oct.,99.6,35.4,97.3,97.7,59.2,98,98.7,93.5,98.2,100,117.7,104.8,95.9,105.7,107.1,91.7,102.1
平成25,2013,11,Nov.,99.8,110.3,97,97.6,59.1,97.8,98.6,93.8,98.3,99.9,118.8,104.9,94.3,106.7,107.4,92.5,102.3
平成25,2013,12,Dec.,99.5,110.5,96.5,97.7,59,97.7,98.3,93.7,98,100.2,119.7,102.1,94.3,106.1,107.2,91.9,102.2
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 )　7  労働 7  LABOR,,,,,,,,,,,,,,,,,,,,
7-12  産業別常用労働者雇用指数 (平成21～25年) 7-12  EMPLOYMENT INDICES OF REGULAR WORKERS BY INDUSTRY ( 2009-2013 ),,,,,,,,,,,,,,,,,,,,
「毎月勤労統計地方調査」 による。 本表は，常用労働者30人以上の事業所約1700カ所を対象とした第1種事業所調査の結果である。なお、平成22年1月分から平成19年11月改定の日本標準産業分類による表章に変更しているが、平成21年以前の指数(旧産業分類)と接続しない産業の指数、前年比等については算出できないため、「-」と表記している。,,,,,,,,,,,,,,,,,,,,
Data are based on the Monthly Labor Prefectural Survey . In this table，figures are as of 1700 establishments with 30 or more regular workers. ,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部人口統計課 「東京都の賃金、労働時間及び雇用の動き」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,
（平成22年平均＝100） (2010 average＝100),,,,,,,,,,,,,,,,,,,,
