年度末,End of fiscal year,地域階層,地区コード,地域,District,総人口 (A) Total population 1),排水区域 Areas served by sewerage system／人口 (B) Population,排水区域 Areas served by sewerage system／計画面積 Planned area (ha),排水区域 Areas served by sewerage system／面積 Area　(ha),処理区域 Areas served by sewerage system and sewage treatment system／人口 Population,処理区域 Areas served by sewerage system and sewage treatment system／計画面積 Planned area (ha),処理区域Areas served by sewerage system and sewage treatment system／面積 Area (ha),終末処理場数 Number of sewage treatment plants 2),終末処理場数 Number of sewage treatment plants,普及率 (B／A) Sewerage system coverage (%),,,
平成23,2011,0,13000,総数,Tokyo-to,13079087,13016681,109260,105207,13016528,109256,105063,7,27,100,,,
平成24,2012,0,13000,総数,Tokyo-to,13118408,13062423,109338,105360,13062204,109334,105217,7,27,100,,,
平成25,2013,0,13000,総数,Tokyo-to,13205581,13157384,109390,105567,13155918,109386,105352,7,27,100,,,
平成25,2013,1,13100,区部,All ku,9044471,9035336,56375,56225,9035336,56375,56225,-,13,100,,,
平成25,2013,2,13101,千代田区,Chiyoda-ku,54961,54961,1102,1102,54961,1102,1102,-,-,100,,,
平成25,2013,2,13102,中央区,Chuo-ku,134370,134370,903,903,134370,903,903,-,-,100,,,
平成25,2013,2,13103,港区,Minato-ku,237145,236972,1986,1970,236972,1986,1970,-,1,100,,,
平成25,2013,2,13104,新宿区,Shinjuku-ku,324669,324669,1798,1798,324669,1798,1798,-,1,100,,,
平成25,2013,2,13105,文京区,Bunkyo-ku,205061,205061,1138,1138,205061,1138,1138,-,-,100,,,
平成25,2013,2,13106,台東区,Taito-ku,188104,188104,856,856,188104,856,856,-,-,100,,,
平成25,2013,2,13107,墨田区,Sumida-ku,255999,255999,1195,1195,255999,1195,1195,-,-,100,,,
平成25,2013,2,13108,江東区,Koto-ku,489755,488222,3432,3396,488222,3432,3396,-,2,100,,,
平成25,2013,2,13109,品川区,Shinagawa-ku,370361,370010,2051,2045,370010,2051,2045,-,-,100,,,
平成25,2013,2,13110,目黒区,Meguro-ku,267884,267884,1440,1440,267884,1440,1440,-,-,100,,,
平成25,2013,2,13111,大田区,Ota-ku,704248,703931,4804,4797,703931,4804,4797,-,1,100,,,
平成25,2013,2,13112,世田谷区,Setagaya-ku,870063,869582,5726,5708,869582,5726,5708,-,-,100,,,
平成25,2013,2,13113,渋谷区,Shibuya-ku,215789,215789,1511,1511,215789,1511,1511,-,-,100,,,
平成25,2013,2,13114,中野区,Nakano-ku,315003,315003,1566,1566,315003,1566,1566,-,1,100,,,
平成25,2013,2,13115,杉並区,Suginami-ku,545210,544891,3338,3332,544891,3338,3332,-,-,100,,,
平成25,2013,2,13116,豊島区,Toshima-ku,272812,272812,1299,1299,272812,1299,1299,-,-,100,,,
平成25,2013,2,13117,北区,Kita-ku,335818,335818,1836,1836,335818,1836,1836,-,1,100,,,
平成25,2013,2,13118,荒川区,Arakawa-ku,207652,207652,887,887,207652,887,887,-,1,100,,,
平成25,2013,2,13119,板橋区,Itabashi-ku,540549,540480,2997,2994,540480,2997,2994,-,1,100,,,
平成25,2013,2,13120,練馬区,Nerima-ku,712407,712173,4684,4677,712173,4684,4677,-,-,100,,,
