"年月[西暦]","施設名称","施設所在地","施設方書","施設廃止日","緯度","経度"
"202404","ホロン鳥居坂クリニック耳鼻咽喉科アレルギー科","東京都港区麻布十番一丁目5番8号","ヴェスタビル4階","2024/3/31","35.657048","139.733330"
"202404","ＣＺＥＮ　ＳＫＩＮ　ＣＬＩＮＩＣ","東京都港区麻布十番三丁目11番11号","airビル4階・5階","2024/3/31","35.652722","139.735184"
"202404","表参道内科眼科","東京都港区北青山三丁目6番16号","表参道サンケイビル3階","2024/3/31","35.664846","139.711745"
"202404","パルフェクリニック・医科歯科","東京都港区北青山三丁目11番7号","AOビル3階","2024/4/22","35.663812","139.710655"
"202404","コクヨ品川健康管理室","東京都港区港南一丁目8番35号","コクヨ品川オフィス9階","2024/3/31","35.629666","139.743143"
"202404","東ソー株式会社　本社診療所","東京都港区芝三丁目8番2号","芝公園ファーストビル8階","2024/3/31","35.652359","139.74744"
"202404","医療法人社団健勝会　港三田クリニック","東京都港区芝五丁目16番1号","千代ビル3階","2024/3/31","35.648719","139.745744"
"202404","梶田眼科","東京都港区芝浦三丁目6番3号","協栄ビル4階","2024/3/31","35.643533","139.748877"
"202404","芝浦健診クリニック","東京都港区芝浦三丁目18番17号","東京港健保会館 3階","2024/3/31","35.641909","139.750549"
"202404","沖電気工業株式会社　芝浦診療所","東京都港区芝浦四丁目10番16号","OKI芝浦オフィス2階","2024/3/31","35.640616","139.747241"
"202404","ひより内科クリニック　浜松町駅前院","東京都港区芝大門一丁目16番6号","新雅ビル4階","2024/3/31","35.657124","139.754465"
"202404","白金ビューティフルエイジングクリニック","東京都港区白金六丁目6番1号","3階","2024/3/31","35.644302","139.725567"
"202404","白金台おがわクリニック","東京都港区白金台三丁目8番3号",,"2024/3/31","35.635117","139.728022"
"202404","リゾナスフェイスクリニック東京","東京都港区新橋三丁目3番13号","Tsao Hibiya 4階・5階","2024/2/29","35.665861","139.753943"
"202404","医療法人社団哲医会西麻布クリニック","東京都港区西麻布三丁目20番6号","杉友ビル1階","2024/3/31","35.660127","139.725986"
"202404","富士通株式会社　本社健康管理室","東京都港区東新橋一丁目5番2号","汐留シティセンター23階","2024/4/26","35.665497","139.760881"
"202404","シナネンホールディングス株式会社　健康管理室","東京都港区三田三丁目5番27号","住友不動産三田ツインビル西館6階","2024/3/29","35.643945","139.742593"
"202404","吉田眼科","東京都港区南青山一丁目1番1号","新青山ビル西館3階","2024/3/31","35.672567","139.724714"
"202405","ＬＩＦ　ＳＫＩＮ　ＣＬＩＮＩＣ","東京都港区麻布十番一丁目7番1号","ヨーロッパハウス4階","2024/5/14","35.656628","139.734607"
"202405","赤塚医院","東京都港区芝三丁目6番9号","芝公園プラザビル2階","2024/5/15","35.652019","139.749277"
"202405","こころの健康クリニック芝大門","東京都港区芝大門二丁目1番13号","芝大友ビル6階","2024/5/15","35.655898","139.75298"
"202405","ＭｉＳＡ　Ｃｌｉｎｉｃ　六本木本院","東京都港区六本木六丁目1番8号","六本木グリーンビル4階","2024/4/30","35.662554","139.732212"
"202405","六本木北浜診療所","東京都港区六本木六丁目1番20号","六本木電気ビル2階","2024/4/30","35.662411","139.731304"
"202406","ＱＵＩＣ　ＢＥＡＵＴＹ　ＣＬＩＮＩＣ","東京都港区赤坂九丁目6番28号","アルベルゴ乃木坂804号室","2024/5/30","35.666545","139.728445"
"202406","佐々木クリニック泌尿器科　芝大門","東京都港区芝公園一丁目7番15号","池田ビル3階","2024/5/31","35.657398","139.752136"
"202406","ｙｏｂｏ　ｃｌｉｎｉｃ","東京都港区高輪四丁目8番9号","りぶ高輪303","2024/6/5","35.629080","139.734527"
"202406","ジェネラルクリニック","東京都港区六本木六丁目1番8号","六本木グリーンビル8階","2024/5/31","35.662554","139.732212"
"202406","湘南美容皮フ科内科クリニック六本木院","東京都港区六本木六丁目1番24号","ラピロス六本木8階","2024/5/31","35.662595","139.731913"
"202407","大同品川ビル診療所","東京都港区港南一丁目6番35号","6階","2024/6/30","35.630755","139.745549"
"202407","医療法人社団白明会　古野眼科","東京都港区白金台三丁目16番16号",,"2024/6/30","35.636206","139.723929"
"202407","高輪眼科医院","東京都港区高輪二丁目16番36号",,"2024/6/30","35.637901","139.738792"
"202407","株式会社資生堂　浜松町診療所","東京都港区浜松町二丁目3番1号","9階","2024/6/30","35.656067","139.755541"

"診療所廃止一覧(令和6年7月31日現在)","Ver202407",,,,,
