"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","｢みなとタバコルール｣の趣旨を知ってもらうようＰＲを強化する","230","35.0"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","屋外に指定喫煙場所を増やす","176","26.7"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","屋内に指定喫煙場所を増やす","139","21.1"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","指定喫煙場所を廃止する","93","14.1"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","巡回指導員による指導・啓発を強化する","179","27.2"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","罰則を設け、取 り 締まる","284","43.2"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","区内の事業所等に、マナーの遵守を要請する","164","24.9"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","区内の事業所内に分煙を徹底した喫煙場所の整備を要請する","151","22.9"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","その他","41","6.2"
"202003","みなとタバコルール","Q18. 今後のたばこ対策として、どのような取組 が必要だと思いますか。","特にない","31","4.7"

"第32回港区民世論調査単純集計表・みなとタバコルールQ18","Ver202003",,,,
