一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
45,港区南麻布5-1,35.654465,139.722473,JGD2011,都道418号線(外苑西通り),b,2013-01-28,2013-01-29,4,6,3,1.2,65,63
46,港区港南3-9,35.632515,139.751373,JGD2011,都道316号線(海岸通り),c,2013-01-31,2013-02-01,4,6,3.6,1.2,70,69
49,港区西麻布3-20,35.660187,139.725876,JGD2011,都道412号線(六本木通り),c,2013-01-28,2013-01-29,4,8,3.1,1.2,69,67
52,港区北青山1丁目1,35.673969,139.722565,JGD2011,都道環状3号線,A,2013-01-28,2013-01-29,4,6,4.5,1.2,65,63
53,港区南青山4丁目28,35.663540,139.718872,JGD2011,都道赤坂杉並線,B,2013-01-28,2013-01-29,4,2,3.3,1.2,67,67
54,港区三田4丁目9,35.641411,139.737885,JGD2011,都道高輪麻布線,C,2013-01-31,2013-02-01,4,4,3.3,1.2,70,66
55,港区港南4丁目3,35.629349,139.749710,JGD2011,都道品川埠頭線,B,2013-01-31,2013-02-01,4,8,6.4,1.2,65,59
59,新宿区新小川町6-27,35.707932,139.741959,JGD2011,都道千代田練馬田無線(目白通り),c,2013-02-19,2013-02-22,4,4,0.4,1.2,72,70
60,新宿区下落合3-19-3,35.722710,139.703415,JGD2011,都道千代田練馬田無線(目白通り),c,2013-02-26,2013-03-01,4,2,0.5,1.2,71,69
61,新宿区西落合4-3-9,35.727474,139.680649,JGD2011,都道千代田練馬田無線(目白通り),b,2013-02-26,2013-03-01,4,4,0.4,1.2,74,74
62,新宿区西早稲田1-16-31,35.711536,139.720535,JGD2011,都道千代田練馬田無線(新目白通り),c,2013-02-26,2013-03-01,4,4,0.4,1.2,72,70
63,新宿区中落合1-3-9,35.717243,139.691910,JGD2011,都道千代田練馬田無線(新目白通り),c,2013-02-26,2013-03-01,4,4,0.5,1.2,75,71
64,新宿区神楽坂6-58,35.702477,139.736923,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2013-02-19,2013-02-22,4,1,0.3,1.2,66,64
65,新宿区西早稲田1-4-14,35.709324,139.716766,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2013-02-26,2013-03-01,4,4,0.5,1.2,68,65
66,新宿区高田馬場4-13-8,35.712646,139.700500,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2013-02-26,2013-03-01,4,2,0.4,1.2,68,65
67,新宿区西早稲田2-14-4,35.708221,139.711731,JGD2011,都道飯田橋石神井新座線補(諏訪通り),b,2013-02-26,2013-03-01,4,4,0.3,1.2,68,64
68,新宿区余丁町4-15,35.695473,139.716187,JGD2011,都道新宿両国線(余丁町通り),c,2013-02-19,2013-02-22,4,2,0.4,1.2,65,65
69,新宿区富久町8-25,35.691345,139.718140,JGD2011,都道新宿両国線(靖国通り),c,2013-02-19,2013-02-22,4,4,0.4,1.2,69,68
70,新宿区新宿5-16-5,35.692558,139.706100,JGD2011,都道新宿両国線(靖国通り),c,2013-02-26,2013-03-01,4,10,0.4,1.2,71,67
71,新宿区西新宿8-14-18,35.694984,139.691574,JGD2011,都道東京所沢線(青梅街道),c,2013-02-19,2013-02-22,4,4,5.2,1.2,66,64
73,新宿区市谷本村町7-3,35.695076,139.724976,JGD2011,都道環状3号線(外苑東通り),b,2013-02-19,2013-02-22,4,4,0.5,1.2,68,66
74,新宿区左門町13,35.686466,139.719818,JGD2011,都道環状3号線(外苑東通り),c,2013-02-26,2013-03-01,4,4,0.4,1.2,68,66
75,新宿区高田馬場2-1-9,35.712124,139.710083,JGD2011,都道芝新宿王子線(明治通り),c,2013-02-26,2013-03-01,4,4,0.4,1.2,73,72
76,新宿区中落合1-14-22,35.717953,139.688507,JGD2011,都道環状6号線(山手通り),a,2013-02-26,2013-03-01,4,4,0.3,1.2,73,70
78,新宿区大久保3-1-3,35.704676,139.708092,JGD2011,都道芝新宿王子線(明治通り),c,2013-02-19,2013-02-22,4,4,0.3,1.2,75,74
80,新宿区本塩町22-8,35.690864,139.729165,JGD2011,都道新宿両国線,C,2013-03-21,2013-03-22,4,6,5,1.2,70,68
