一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
81,新宿区原町3-18,35.700424,139.722900,JGD2011,都道神楽坂高円寺線,C,2013-03-21,2013-03-22,4,2,4.3,1.2,63,60
82,新宿区北新宿1-28-16,35.701828,139.692505,JGD2011,都道神楽坂高円寺線,C,2013-03-21,2013-03-22,4,2,2.6,1.2,65,64
83,新宿区西落合1-26-16,35.722862,139.680359,JGD2011,都道落合井草線,C,2013-03-21,2013-03-22,4,2,3.0,1.2,68,66
85,文京区大塚3-27-2,35.722282,139.735687,JGD2011,都道秋葉原雑司ヶ谷線,c,2012-12-18,2012-12-19,4,4,5.7,1.2,70,67
86,文京区向丘2-27-6,35.721840,139.755157,JGD2011,都道本郷赤羽線,c,2012-12-18,2012-12-19,4,6,4.2,1.2,67,64
87,文京区本駒込3-15-10,35.728462,139.756699,JGD2011,都道白山小台線,c,2012-12-18,2012-12-19,4,2,4,1.2,65,63
88,文京区春日1-7-10,35.707741,139.746323,JGD2011,都道牛込小石川線,c,2012-12-18,2012-12-19,4,4,2.6,1.2,63,58
90,文京区音羽2-4-2,35.718815,139.727692,JGD2011,都道音羽池袋線,c,2012-12-18,2012-12-19,4,4,4.4,1.2,68,65
91,文京区千駄木5-4-3,35.724911,139.759064,JGD2011,都道神田白山線,c,2012-12-18,2012-12-19,4,2,2,1.2,64,51
93,文京区大塚3丁目27-2,35.722282,139.735687,JGD2011,都道秋葉原雑司ヶ谷線,C,2012-12-18,2012-12-19,4,4,5.7,1.2,70,67
94,文京区向丘2丁目27,35.721874,139.755646,JGD2011,都道本郷赤羽線,C,2012-12-18,2012-12-19,4,4,4.2,1.2,67,64
95,文京区本駒込3丁目15,35.728458,139.756439,JGD2011,都道白山小台線,C,2012-12-18,2012-12-19,4,2,4.0,1.2,65,63
96,文京区春日1丁目7-10,35.707741,139.746323,JGD2011,都道牛込小石川線,C,2012-12-18,2012-12-19,4,4,2.6,1.2,63,58
98,文京区音羽2丁目4-2,35.718815,139.727692,JGD2011,都道音羽池袋線,C,2012-12-18,2012-12-19,4,4,4.4,1.2,68,65
99,文京区千駄木5丁目4,35.725227,139.759171,JGD2011,都道神田白山線,C,2012-12-18,2012-12-19,4,2,2.0,1.2,64,61
101,台東区西浅草3-17,35.715446,139.791962,JGD2011,都道462号蔵前三ノ輪線(国際通り),c,2012-11-05,2012-11-09,4,6,6.4,1.2,67,63
102,台東区浅草2-30,35.715668,139.796616,JGD2011,都道319号環状3号線(言問通り),c,2012-11-05,2012-11-09,4,4,3.7,1.9,69,66
104,台東区西浅草3丁目17,35.715446,139.791962,JGD2011,都道462号(蔵前三ノ輪線),C,2012-11-07,2012-11-08,4,6,6.4,1.2,67,63
105,台東区浅草2丁目30,35.715668,139.796616,JGD2011,都道環状3号線,C,2012-11-07,2012-11-08,4,4,3.7,1.2,69,66
108,台東区橋場2丁目18,35.728127,139.807190,JGD2011,都道王子千住南砂町線,C,2012-11-07,2012-11-08,4,4,3,1.2,70,65
109,台東区今戸1丁目1,35.718094,139.805069,JGD2011,都道言問大谷田線,B,2012-11-07,2012-11-08,4,2,5.5,1.2,64,61
110,台東区上野公園3,35.713795,139.771439,JGD2011,都道秋葉原雑司ヶ谷線,B,2012-11-07,2012-11-08,4,4,5.7,1.2,67,66
112,台東区台東1丁目34,35.702209,139.778748,JGD2011,都道315号線,C,2012-11-07,2012-11-08,4,4,4.6,1.2,70,69
114,台東区小島2丁目21,35.706764,139.783005,JGD2011,都道453号線,C,2012-11-07,2012-11-08,4,4,4.8,1.2,70,68
117,台東区西浅草1丁目2,35.710361,139.790222,JGD2011,都道463号(上野月島線),C,2012-11-07,2012-11-08,4,4,6.1,1.2,69,65
122,墨田区東向島6-6-12,35.721310,139.819565,JGD2011,都道王子千住南砂線(明治通り),c,2012-09-10,2012-09-14,4,4,4,2,68,65
