一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
136,江東区亀戸7-39-9,35.697147,139.839218,JGD2011,国道14号(京葉道路),c,2012-06-20,2012-06-21,3,6,5,2.1,72,69
137,江東区住吉2-28-36,35.689022,139.819382,JGD2011,都道放射31号線(新大橋通り),b,2012-09-18,2012-09-19,4,4,4,2,66,64
138,江東区大島3-16-2,35.689594,139.829697,JGD2011,都道放射31号線(新大橋通り),c,2012-11-08,2012-11-09,4,4,3,2,67,61
139,江東区北砂4-13-23,35.676956,139.829224,JGD2011,都道補助111号線(清洲橋通り),c,2012-10-15,2012-10-16,4,4,3,1.5,68,64
140,江東区南砂4-4-1,35.674496,139.830322,JGD2011,都道放射29号線(葛西橋通り),c,2012-06-18,2012-06-19,4,4,3,2.5,72,71
141,江東区永代2-31,35.673653,139.792633,JGD2011,都道放射16号線(永代通り),c,2012-06-13,2012-06-14,4,6,5,1.5,68,67
142,江東区東陽3-27,35.670174,139.815643,JGD2011,都道放射16号線(永代通り),c,2012-07-02,2012-07-03,4,6,6,1.7,69,67
143,江東区豊洲4-11-18,35.653324,139.799072,JGD2011,都道放射34号線(晴海通り),c,2012-08-27,2012-08-28,4,7,6,1.2,68,63
144,江東区平野1-2-3,35.678619,139.798462,JGD2011,都道補助110号線(清澄通り),c,2012-07-23,2012-07-24,4,4,4,1.5,69,66
145,江東区東雲2-5,35.640823,139.799210,JGD2011,国道357号(湾岸道路),c,2012-05-23,2012-05-24,3,4,8,1.5,71,69
146,江東区森下4-9-22,35.685215,139.806168,JGD2011,都道環状3号線(三ツ目通り),c,2012-06-11,2012-06-12,4,4,3,2,70,66
147,江東区枝川3-3,35.658913,139.808472,JGD2011,都道環状3号線(三ツ目通り),c,2012-11-01,2012-11-02,4,6,4,1.5,72,70
148,江東区枝川1-8-15,35.657299,139.802383,JGD2011,都道環状3号線(三ツ目通り),c,2013-01-30,2013-01-31,4,6,2.7,1.2,66,62
149,江東区大島3-4-5,35.692406,139.826218,JGD2011,都道補助116号線(明治通り),c,2012-10-17,2012-10-18,4,4,5,1.2,68,68
150,江東区東砂2-12-14,35.683292,139.843781,JGD2011,都道補助144号線(番所橋通り),b,2012-07-05,2012-07-06,4,4,4.5,2.1,68,63
151,江東区枝川2-1,35.659821,139.805649,JGD2011,首都高速9号深川線,c,2012-11-28,2012-11-29,2,4,28,27,72,70
152,江東区亀戸6丁目41,35.696480,139.830536,JGD2011,国道14号(京葉道路),C,2012-12-04,2012-12-05,3,8,6,1.2,73,71
153,江東区亀戸7丁目42,35.696823,139.835480,JGD2011,国道14号(京葉道路),C,2012-12-04,2012-12-05,3,7,3.5,1.2,73,72
154,江東区永代2丁目30,35.673168,139.792572,JGD2011,都道東京浦安線(永代通り),C,2012-12-04,2012-12-05,4,6,6.3,1.2,68,65
155,江東区新砂3丁目4,35.664612,139.835602,JGD2011,都道東京浦安線(永代通り),C,2012-12-04,2012-12-04,4,4,4.4,1.2,70,68
156,江東区東陽6丁目5,35.675953,139.813400,JGD2011,都道永代葛西橋線(葛西橋通り),C,2012-12-04,2012-12-05,4,4,1.8,1.2,73,71
