一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
562,福生市本町5,35.738701,139.326782,JGD2011,都道立川・青梅線(新奥多摩街道),c,2013-03-28,2013-03-29,4,2,3,1.5,65,62
563,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並・あきる野線(五日市街道),a,2012-12-19,2012-12-20,4,2,3,1.5,65,59
565,福生市熊川307,35.719730,139.332642,JGD2011,都道杉並・あきる野線(睦橋通り),b,2012-12-05,2012-12-06,4,4,4,1.5,68,65
566,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並・あきる野線(五日市街道),c,2012-12-11,2012-12-12,4,2,3,1.5,68,65
569,福生市熊川307,35.719730,139.332642,JGD2011,都道杉並あきる野線,B,2012-06-04,2012-06-05,4,4,3.5,1.2,67,64
570,福生市牛浜25,35.733196,139.329117,JGD2011,都道立川青梅線,A,2012-06-04,2012-06-05,4,2,1.5,1.2,67,61
571,福生市本町1,35.738533,139.326172,JGD2011,都道瑞穂あきる野八王子線,C,2012-06-04,2012-06-05,4,2,1.8,1.2,61,53
572,狛江市東和泉1-28-1,35.630730,139.580032,JGD2011,都道世田谷町田線(世田谷通り),c,2013-03-05,2013-03-06,4,3,2.5,1.2,70,68
573,狛江市東和泉1-3-18,35.632717,139.580429,JGD2011,都道大田調布線(狛江通り),c,2013-03-05,2013-03-06,4,2,4.2,1.2,64,60
574,狛江市駒井町1-7,35.626896,139.587723,JGD2011,都道大田調布線,A,2012-12-06,2012-12-07,4,2,1.5,1.2,66,60
575,東大和市中央2-870,35.746445,139.429016,JGD2011,都道新宿青梅線(新青梅街道),b,2013-03-14,2013-03-15,4,4,2,1.2,77,74
576,東大和市中央2-1101-27,35.743168,139.430258,JGD2011,都道新宿青梅線(青梅街道),b,2013-03-14,2013-03-15,4,2,1,1.2,66,62
577,東大和市蔵敷1-475-1,35.754031,139.421011,JGD2011,都道新宿青梅線(青梅街道),a,2013-03-14,2013-03-15,4,2,0.5,1.2,67,61
578,東大和市立野4-476-2,35.740518,139.416662,JGD2011,都道立川東大和線(芋窪街道),c,2013-03-14,2013-03-15,4,2,3.4,1.2,70,67
579,東大和市高木3-355-3,35.747463,139.431763,JGD2011,都道新宿青梅線,B,2012-12-20,2012-12-21,4,4,2.5,1.2,75,72
580,東大和市上北台3丁目450-12,35.741343,139.415719,JGD2011,都道立川東大和線,B,2012-12-20,2012-12-21,4,2,5.5,1.2,68,65
581,東大和市芋窪5丁目1238-6,35.750496,139.415665,JGD2011,都道立川東大和線,B,2012-12-20,2012-12-21,4,2,3.5,1.2,62,58
582,清瀬市中清戸2-684,35.779991,139.526306,JGD2011,都道浦和東村山線(志木街道),a,2012-11-08,2012-11-09,4,2,2,1.2,67,65
583,清瀬市元町2-27-12,35.777699,139.517212,JGD2011,都道練馬所沢線 (小金井街道),c,2012-11-08,2012-11-09,4,2,2,1.2,67,64
584,清瀬市竹丘1-17-9,35.770454,139.507187,JGD2011,都道東村山清瀬線(病院街通り),a,2012-11-08,2012-11-09,4,2,2,1.2,65,59
585,清瀬市竹丘二丁目14-5ファミリーマート清瀬竹丘店,35.763527,139.511185,JGD2011,都道府中清瀬線,B,2012-12-12,2012-12-13,4,2,2.9,1.2,68,66
586,清瀬市竹丘三丁目4-25 山崎病院,35.768547,139.501846,JGD2011,都道東村山清瀬腺,A,2012-12-12,2012-12-13,4,2,4.4,1.9,63,57
587,東久留米市滝山3-11,35.740479,139.505096,JGD2011,都道新宿青梅線(新青梅街道),b,2013-02-28,2013-03-01,4,4,3.8,1.2,70,66
588,東久留米市野火止1-1,35.761608,139.515976,JGD2011,都道府中清瀬線(小金井街道),c,2013-02-28,2013-03-01,4,2,3.2,1.2,65,64
589,東久留米市南町1-3,35.740005,139.529831,JGD2011,都道東京所沢線(所沢街道),a,2013-02-28,2013-03-01,4,2,0,1.2,69,67
590,東久留米市滝山6-1,35.746067,139.504303,JGD2011,都道東久留米線(新小金井街道),a,2013-02-28,2013-03-01,4,2,3.5,1.2,67,67
