一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
120,墨田区東向島1-28-11,35.718777,139.814026,JGD2011,国道6号(水戸街道),c,2012-09-03,2012-09-07,3,4,3,2,71,69
121,墨田区墨田4-61-9,35.730038,139.826355,JGD2011,国道6号(水戸街道),c,2012-09-03,2012-09-07,3,4,4,1.2,73,72
122,墨田区東向島6-6-12,35.721310,139.819565,JGD2011,都道王子千住南砂線(明治通り),c,2012-09-10,2012-09-14,4,4,4,2,68,65
123,墨田区東向島3-17-13,35.724815,139.815765,JGD2011,都道王子千住南砂線(明治通り),c,2012-09-10,2012-09-14,4,4,4,1.2,70,68
124,墨田区江東橋1-7-14,35.695141,139.809860,JGD2011,国道14号(京葉道路),c,2012-09-24,2012-09-28,3,6,5,2,70,67
125,墨田区緑2-13-7,35.694611,139.800964,JGD2011,国道14号(京葉道路),c,2012-09-24,2012-09-28,3,4,4,1.2,73,71
126,墨田区横網2-3 横網町公園,35.699745,139.796921,JGD2011,都道御徒町小岩線(蔵前橋通り),b,2012-10-01,2012-10-05,4,4,3,1.2,70,66
127,墨田区太平1-17 法恩寺橋児童遊園,35.701801,139.808640,JGD2011,都道御徒町小岩線(蔵前橋通り),c,2012-10-01,2012-10-05,4,4,3,1.2,70,67
128,墨田区菊川3-16-5,35.688911,139.806351,JGD2011,都道環状3号線(三ツ目通り),c,2012-10-15,2012-10-19,4,4,3,1.2,70,68
129,墨田区本所4-1-4,35.702820,139.804916,JGD2011,都道環状3号線(三ツ目通り),c,2012-10-15,2012-10-19,4,4,3,1.2,68,66
130,墨田区吾妻橋2丁目3,35.708782,139.803726,JGD2011,都道本郷亀戸線,C,2012-11-12,2012-11-13,4,4,6,1.2,65,62
131,墨田区立花1丁目10,35.706398,139.826889,JGD2011,都道王子千住南砂町線,C,2012-11-12,2012-11-13,4,4,4,1.2,68,65
132,墨田区業平3丁目4,35.706112,139.813980,JGD2011,都道深川吾嬬線,C,2012-11-12,2012-11-13,4,4,3.3,1.2,69,65
133,墨田区本所1丁目1,35.702091,139.795654,JGD2011,首都高速6号向島線,C,2012-11-12,2012-11-13,2,4,11,1.2,69,67
134,墨田区向島2丁目1,35.713566,139.805069,JGD2011,首都高速6号向島線,C,2012-11-12,2012-11-13,2,4,5.5,1.2,66,62
135,墨田区堤通1丁目14,35.725262,139.810791,JGD2011,首都高速6号向島線,C,2012-11-12,2012-11-13,2,4,0.5,1.2,64,63
