一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
449,青梅市新町1-21-13,35.787998,139.298141,JGD2011,都道新宿青梅線(青梅街道),b,2012-09-18,2012-09-21,4,4,4.5,1.2,68,64
450,青梅市畑中3-953-1,35.779157,139.234967,JGD2011,都道奥多摩青梅線(吉野街道),a,2012-11-27,2012-11-30,4,2,1.5,1.2,72,67
451,青梅市新町8-20,35.784454,139.309372,JGD2011,市道幹12号線,b,2012-10-09,2012-10-12,5,4,4.5,1.2,67,64
452,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,都道青梅飯能線(成木街道),a,2012-10-01,2012-10-04,4,2,1.5,1.2,70,63
453,青梅市長淵8-233-3,35.779426,139.264700,JGD2011,都道青梅あきる野線(秋川街道),c,2012-12-04,2012-12-07,4,2,2,1.4,66,60
454,青梅市日向和田3-706,35.786888,139.230652,JGD2011,国道411号(青梅街道),a,2012-09-24,2012-09-27,3,2,2,1.6,68,63
455,青梅市柚木町2-405-1,35.801417,139.210272,JGD2011,都道奥多摩青梅線(吉野街道),a,2012-10-29,2012-11-01,4,2,3,1.2,66,61
456,青梅市友田町1-817付近,35.766273,139.290848,JGD2011,国道411号,A,2012-11-07,2012-11-08,3,2,2.1,1.2,73,69
457,青梅市千ヶ瀬町6-778付近,35.786522,139.260590,JGD2011,都道新宿青梅線,B,2012-11-07,2012-11-08,4,4,3.6,1.2,69,64
458,青梅市小曾木4-2770付近,35.822802,139.282704,JGD2011,都道青梅飯能線,B,2012-11-07,2012-11-08,4,2,1.9,1.2,70,61
459,青梅市今井3-30付近,35.799538,139.311554,JGD2011,都道瑞穂富岡線,A,2012-11-07,2012-11-08,4,2,3.6,1.2,68,63
460,青梅市柚木町3-587付近,35.804771,139.208939,JGD2011,都道奥多摩青梅線,B,2012-11-07,2012-11-08,4,2,2.6,1.2,58,50
461,青梅市成木5-1485付近,35.824608,139.247711,JGD2011,都道青梅秩父線,B,2012-11-07,2012-11-08,4,2,1.8,1.2,67,59
462,青梅市今井3-15付近,35.799496,139.307220,JGD2011,都道藤橋小作線,A,2012-11-07,2012-11-08,4,4,3.0,1.2,64,60
463,青梅市河辺町8-9付近,35.785130,139.292267,JGD2011,都道成木河辺線,B,2012-11-07,2012-11-08,4,2,3.8,1.2,67,62
464,青梅市梅郷5-960付近,35.790138,139.225845,JGD2011,梅卿日向和田線,B,2012-11-07,2012-11-08,4,2,4.5,1.2,62,56
465,青梅市和田町2-633付近,35.780907,139.222275,JGD2011,都道大久野青梅線,A,2012-11-07,2012-11-08,4,2,0.8,1.2,68,63
