一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
171,目黒区碑文谷4-16-18,35.621521,139.682281,JGD2011,都道白金台町等々力線(目?通り),b,2012-11-27,2012-12-06,4,5,4.3,1.2,67,65
172,目黒区八雲2-9-12,35.615448,139.669601,JGD2011,都道白金台町等々力線(目?通り),b,2012-11-27,2012-12-06,4,5,4.3,1.2,71,68
173,目黒区目黒2-9-3,35.633469,139.709595,JGD2011,都道白金台町等々力線(目?通り),c,2012-11-27,2012-12-06,4,5,3.5,1.2,74,73
174,目黒区中目黒4-1-2,35.638931,139.703644,JGD2011,都道環状6号線(山手通り),c,2012-11-27,2012-12-06,4,4,6.7,1.2,67,64
175,目黒区南2-9-7,35.614174,139.685974,JGD2011,都道環状7号線(環七通り),b,2012-11-27,2012-12-06,4,4,7.8,1.2,67,64
176,目黒区八雲5-14,35.621277,139.667801,JGD2011,都道上馬奥沢線(自由通り),a,2012-11-27,2012-12-06,4,2,2.4,1.2,66,64
177,目黒区東山3丁目1-19,35.651096,139.685760,JGD2011,国道246号,C,2013-02-14,2013-02-15,3,6,5.5,1.2,74,74
178,目黒区八雲3丁目25-8,35.613941,139.664948,JGD2011,都道白金台町等々力線,B,2013-02-14,2013-02-15,4,5,4.7,1.2,71,68
179,目黒区青葉台4丁目1-11,35.655991,139.690704,JGD2011,都道環状6号線,B,2013-02-14,2013-02-15,4,4,6,1.2,69,67
180,目黒区柿の木坂2丁目4-3,35.625031,139.678329,JGD2011,都道環状7号線,B,2013-02-14,2013-02-15,4,6,3.9,1.2,72,70
181,目黒区上目黒1丁目3-9,35.644508,139.701218,JGD2011,都道環状6号線,C,2013-02-14,2013-02-15,4,4,6.3,1.2,70,68
182,目黒区大橋2丁目18-1,35.655499,139.685806,JGD2011,都道渋谷経堂線,B,2013-02-14,2013-02-15,4,2,3.9,1.2,66,66
