一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
591,東久留米市南町4-1-2,35.743340,139.525330,JGD2011,都道東京所沢線,A,2012-11-19,2012-11-20,4,2,1,1.2,70,68
592,東久留米市前沢5-9-5,35.739254,139.509262,JGD2011,都道新宿青梅線,B,2012-11-19,2012-11-20,4,4,3.2,1.2,70,66
593,東久留米市前沢4-4-17,35.744637,139.513870,JGD2011,都道府中清瀬線,B,2012-11-19,2012-11-20,4,2,3.9,1.2,64,61
594,武蔵村山市三ツ木3-23-11,35.760361,139.371445,JGD2011,都道新宿青梅線(旧青梅街道),b,2012-10-23,2012-10-24,4,2,2.5,1.2,71,67
595,武蔵村山市中藤4-18-1,35.757717,139.403427,JGD2011,都道新宿青梅線(旧青梅街道),b,2012-10-23,2012-10-24,4,2,2,1.2,66,61
596,武蔵村山市三ツ藤3-7-8,35.756331,139.371374,JGD2011,都道新宿青梅線(新青梅街道),b,2012-10-25,2012-10-26,4,4,2.8,1.2,75,71
597,武蔵村山市学園3-24-1,35.748326,139.405331,JGD2011,都道新宿青梅線(新青梅街道),b,2012-10-22,2012-10-23,4,4,2.8,1.2,76,71
598,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道162号 三ツ木八王子線(残堀街道),b,2012-10-23,2012-10-24,4,2,4,1.2,70,67
599,武蔵村山市榎3-113-6,35.749404,139.383198,JGD2011,都道59号八王子村山線,b,2012-10-22,2012-10-23,4,2,3.9,1.2,69,66
600,武蔵村山市伊奈平2-19-1,35.740856,139.382156,JGD2011,都道59号八王子村山線,c,2012-10-25,2012-10-26,4,2,3.9,1.2,67,65
601,武蔵村山市大南1-148,35.736668,139.395889,JGD2011,都道55号所沢武蔵村山線,c,2012-10-22,2012-10-23,4,2,3.1,1.2,67,64
603,武蔵村山市中央1丁目62,35.754566,139.391846,JGD2011,都道新宿青梅線(青梅街道),B,2012-11-15,2012-11-16,4,2,1.3,1.2,69,64
604,多摩市関戸2-19,35.650822,139.453201,JGD2011,都道府中町田線(鎌倉街道),c,2012-11-19,2012-11-20,4,4,2,1.2,73,69
605,多摩市関戸6-5,35.638508,139.449600,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,5,4.2,1.2,68,63
606,多摩市永山3-25,35.626778,139.442627,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,4,4,1.2,69,65
607,多摩市関戸6-9,35.637478,139.448334,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,2,1.7,1.2,67,60
608,多摩市聖ヶ丘2-12,35.635349,139.458115,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,4,3.1,1.2,68,64
609,多摩市永山6-11,35.612549,139.446320,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,2,4.5,1.2,68,65
610,多摩市永山2-5,35.627285,139.447708,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,2,5.4,1.2,65,59
611,多摩市関戸2-19,35.650822,139.453201,JGD2011,都道府中町田線,C,2012-11-19,2012-11-20,4,4,2,1.2,73,69
612,多摩市関戸6-5,35.638508,139.449600,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,5,4.2,1.2,68,63
613,多摩市永山3-23,35.621140,139.442856,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,4,4,1.2,69,65
614,多摩市関戸6-9,35.637478,139.448334,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,2,1.7,1.2,67,60
615,多摩市馬引沢2-12,35.630665,139.454742,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,4,3.1,1.2,68,64
616,多摩市永山6-11,35.612549,139.446320,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,2,4.5,1.2,68,65
617,多摩市永山2-5,35.627285,139.447708,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,2,5.4,1.2,65,59
