一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
100,台東区下谷3-1-29,35.723251,139.786255,JGD2011,国道4号(昭和通り),c,2012-11-05,2012-11-09,3,6,6,1.2,69,69
101,台東区西浅草3-17,35.715446,139.791962,JGD2011,都道462号蔵前三ノ輪線(国際通り),c,2012-11-05,2012-11-09,4,6,6.4,1.2,67,63
102,台東区浅草2-30,35.715668,139.796616,JGD2011,都道319号環状3号線(言問通り),c,2012-11-05,2012-11-09,4,4,3.7,1.9,69,66
103,台東区下谷3丁目1,35.723507,139.786118,JGD2011,国道4号,C,2012-11-07,2012-11-08,3,6,6,1.2,69,68
104,台東区西浅草3丁目17,35.715446,139.791962,JGD2011,都道462号(蔵前三ノ輪線),C,2012-11-07,2012-11-08,4,6,6.4,1.2,67,63
105,台東区浅草2丁目30,35.715668,139.796616,JGD2011,都道環状3号線,C,2012-11-07,2012-11-08,4,4,3.7,1.2,69,66
106,台東区東上野5丁目9,35.713055,139.782730,JGD2011,区道台第53号,C,2012-11-07,2012-11-08,5,4,3.2,1.2,66,64
107,台東区上野5丁目3,35.703289,139.774597,JGD2011,区道55号,C,2012-11-07,2012-11-08,5,4,5,1.2,69,67
108,台東区橋場2丁目18,35.728127,139.807190,JGD2011,都道王子千住南砂町線,C,2012-11-07,2012-11-08,4,4,3,1.2,70,65
109,台東区今戸1丁目1,35.718094,139.805069,JGD2011,都道言問大谷田線,B,2012-11-07,2012-11-08,4,2,5.5,1.2,64,61
110,台東区上野公園3,35.713795,139.771439,JGD2011,都道秋葉原雑司ヶ谷線,B,2012-11-07,2012-11-08,4,4,5.7,1.2,67,66
111,台東区駒形1丁目4,35.707001,139.794510,JGD2011,国道6号,C,2012-11-07,2012-11-08,3,4,7.4,1.2,65,63
112,台東区台東1丁目34,35.702209,139.778748,JGD2011,都道315号線,C,2012-11-07,2012-11-08,4,4,4.6,1.2,70,69
113,台東区雷門1丁目14,35.710945,139.793686,JGD2011,区道台第78号,C,2012-11-07,2012-11-08,5,4,5.5,1.2,66,63
114,台東区小島2丁目21,35.706764,139.783005,JGD2011,都道453号線,C,2012-11-07,2012-11-08,4,4,4.8,1.2,70,68
115,台東区上野7丁目12,35.715889,139.780334,JGD2011,国道4号,C,2012-11-07,2012-11-08,3,6,6.0,1.2,70,71
116,台東区浅草橋3丁目20,35.701096,139.788528,JGD2011,国道6号,C,2012-11-07,2012-11-08,3,4,6.0,1.2,70,69
117,台東区西浅草1丁目2,35.710361,139.790222,JGD2011,都道463号(上野月島線),C,2012-11-07,2012-11-08,4,4,6.1,1.2,69,65
118,台東区花川戸2丁目6,35.714420,139.798721,JGD2011,区道60号線,C,2012-11-07,2012-11-08,5,4,3.5,1.2,68,62
119,台東区上野5丁目14,35.704540,139.775589,JGD2011,国道4号,C,2012-11-07,2012-11-08,3,6,6.0,1.2,70,71
