一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
23,中央区月島4-1,35.662067,139.782181,JGD2011,都道463号線(清澄通り),c,2012-06-05,2012-06-08,4,6,7,1.2,63,60
24,中央区日本橋小伝馬町20,35.692455,139.780502,JGD2011,国道6号(江戸通り),c,2012-06-05,2012-06-08,3,6,4.5,1.2,68,66
25,中央区日本橋本町2-2,35.687996,139.775497,JGD2011,都道316号線(昭和通り),c,2012-06-05,2012-06-08,4,7,6,1.2,74,73
26,中央区築地6-1,35.665749,139.772690,JGD2011,都道304号線(晴海通り),c,2012-07-10,2012-07-13,4,6,5,1.2,70,70
27,中央区銀座1-16,35.674118,139.770599,JGD2011,都道316号線(昭和通り),c,2012-10-02,2012-10-05,4,10,6,1.2,71,71
28,中央区日本橋人形町2-36,35.685848,139.786469,JGD2011,都道50号線(新大橋通り),c,2012-10-02,2012-10-05,4,6,5.5,1.2,68,66
29,中央区京橋2-3,35.676660,139.771215,JGD2011,国道15号(中央通り),c,2012-10-02,2012-10-05,3,4,5.4,1.2,68,66
30,中央区新富2-15,35.671257,139.775208,JGD2011,都道50号線(新大橋通り),c,2013-02-19,2013-02-22,4,6,5.5,1.2,68,65
31,中央区晴海1-8,35.655556,139.781830,JGD2011,都道304号線(晴海通り),c,2012-12-04,2012-12-07,4,10,6.7,1.2,66,64
32,中央区日本橋茅場町1-14,35.680141,139.781479,JGD2011,都道50号線(新大橋通り),c,2013-01-08,2013-01-11,4,6,5.4,1.2,66,64
33,中央区日本橋本町4-7,35.689816,139.774475,JGD2011,国道4号(日光街道),C,2012-09-03,2012-09-04,3,8,6.5,1.2,71,70
34,中央区日本橋本町1-4,35.686150,139.775772,JGD2011,都道316号(日本橋芝浦大森線),C,2012-09-03,2012-09-04,4,6,5.5,1.2,74,73
35,中央区日本橋1-5,35.683125,139.774536,JGD2011,国道1号,C,2012-09-03,2012-09-04,3,4,6.2,1.2,68,67
36,中央区京橋1-7,35.678383,139.771408,JGD2011,国道15号,C,2012-09-03,2012-09-04,3,4,6.4,1.2,68,67
37,中央区日本橋室町4-6,35.689713,139.772888,JGD2011,国道17号(中山道),C,2012-09-03,2012-09-04,3,6,4.8,1.2,70,68
38,中央区日本橋茅場町1-8,35.680141,139.779007,JGD2011,都道10号(東京浦安線),C,2012-09-03,2012-09-04,4,6,6.2,1.2,70,69
39,中央区新富1-18,35.672295,139.775620,JGD2011,都道50号(東京市川線),C,2012-09-03,2012-09-04,4,6,6.0,1.2,66,65
40,中央区日本橋蛎殻町1-29,35.683262,139.783646,JGD2011,都道50号(東京市川線),C,2012-09-03,2012-09-04,4,6,5.9,1.2,69,68
41,中央区日本橋浜町3-15,35.684387,139.789001,JGD2011,都道474号(浜町北砂町線),C,2012-09-03,2012-09-04,4,4,3.2,1.2,70,67
