分類/品目/銘柄/単位,2008年1月,2008年11月,2008年12月,2009年1月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋  (円),2562,2641,2651,2659,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋  (円),2252,2330,2299,2258,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),1819,1861,1866,1850,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg  (円),592,589,596,611,
（穀類）/食パン/普通品/1kg  (円),442,487,487,493,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),92,95,95,96,
（穀類）/カレーパン/揚げパン、普通品/100g  (円),99,109,108,109,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋  (円),35,39,40,39,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g  (円),503,71,67,67,平成20年11月から基本銘柄改正
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),168,203,204,201,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個  (円),138,144,146,147,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),111,113,113,111,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋  (円),197,227,237,237,平成20年11月から基本銘柄改正
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋  (円),1023,892,851,837,平成20年11月から基本銘柄改正
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g  (円),413,421,423,427,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),120,110,105,131,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),94,115,111,157,
（魚介類）/かつお/切り身（刺身用）/100g  (円),        -,        -,        -,        -,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g  (円),221,179,162,190,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g  (円),235,230,233,233,
（魚介類）/さば/まさば又はごまさば、切り身/100g  (円),128,127,118,146,平成20年11月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),74,71,68,66,
（魚介類）/たい/まだい、刺身用、さく/100g  (円),623,616,608,610,
（魚介類）/ぶり/切り身/100g  (円),267,281,272,258,
（魚介類）/いか/するめいか/100g  (円),86,77,78,94,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),291,282,284,280,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),259,259,255,250,
（魚介類）/あさり/殻付き/100g  (円),117,131,137,136,
（魚介類）/かき/まがき、むき身/100g  (円),320,327,310,304,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),194,211,203,208,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),183,165,168,180,
（魚介類）/たらこ/並/100g  (円),548,566,557,563,
（魚介類）/しらす干し/並/100g  (円),511,474,473,476,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),159,180,183,172,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g  (円),115,119,120,123,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),256,255,254,254,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g  (円),175,186,172,189,
（魚介類）/さつま揚げ/並/100g  (円),95,131,129,130,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),107,141,143,144,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g  (円),161,178,181,176,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×10袋入り）、普通品/1パック  (円),138,281,283,269,平成20年7月から基本銘柄改正
（魚介類）/塩辛/いかの塩辛、並/100g  (円),197,201,201,201,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g  (円),226,237,241,235,
（魚介類）/あさりつくだ煮/並/100g  (円),414,443,443,445,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶  (円),159,159,159,159,
（肉類）/牛肉/国産品、ロース/100g  (円),902,892,894,892,
（肉類）/牛肉/肩肉/100g  (円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g  (円),380,352,360,372,
（肉類）/豚肉/ロース/100g  (円),246,252,250,249,
（肉類）/豚肉/もも肉/100g  (円),180,185,183,183,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),128,135,136,136,
