分類/品目/銘柄/単位,2008年9月,2009年7月,2009年8月,2009年9月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2631,2559,2520,2549,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2267,2254,2246,2218,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1831,1813,1816,1835,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),589,614,603,605,
（穀類）/食パン/普通品/1kg(円),492,460,452,450,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),91,93,93,92,
（穀類）/カレーパン/揚げパン、普通品/100g(円),107,107,107,107,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),37,40,39,40,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g(円),543,70,70,70,平成20年11月から基本銘柄改正
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),200,188,190,187,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),146,144,145,146,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),117,116,115,113,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋(円),223,231,231,229,平成20年11月から基本銘柄改正
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋(円),1017,982,992,951,平成20年11月から基本銘柄改正
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),414,394,392,393,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),108,114,114,117,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),108,88,84,101,
（魚介類）/かつお/切り身（刺身用）/100g(円),221,222,245,247,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),181,195,195,187,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),241,208,213,213,
（魚介類）/さば/まさば又はごまさば、切り身/100g(円),112,101,102,98,平成20年11月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),83,105,109,77,
（魚介類）/たい/まだい、刺身用、さく/100g(円),613,569,582,590,
（魚介類）/ぶり/切り身/100g(円),270,258,256,251,
（魚介類）/いか/するめいか/100g(円),80,88,76,77,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),286,240,250,247,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),251,230,238,246,
（魚介類）/あさり/殻付き/100g(円),122,122,121,121,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),205,200,201,199,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),173,158,160,163,
（魚介類）/たらこ/並/100g(円),566,509,491,487,
（魚介類）/しらす干し/並/100g(円),484,440,437,433,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),180,172,176,172,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),123,131,130,122,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),253,256,257,255,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),189,182,182,169,
（魚介類）/さつま揚げ/並/100g(円),125,126,126,124,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),136,138,135,137,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),181,178,180,178,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×10袋入り）、普通品/1パック(円),291,274,275,271,
（魚介類）/塩辛/いかの塩辛、並/100g(円),199,195,199,196,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),229,231,232,229,
（魚介類）/あさりつくだ煮/並/100g(円),455,457,458,456,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),161,159,159,159,
（肉類）/牛肉/国産品、ロース/100g(円),906,870,880,875,
（肉類）/牛肉/肩肉/100g(円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),364,362,346,352,
（肉類）/豚肉/ロース/100g(円),253,235,239,239,
（肉類）/豚肉/もも肉/100g(円),184,180,178,178,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),136,127,129,126,
（肉類）/レバー/豚レバー/100g(円),118,117,117,117,
（肉類）/ハム/ロースハム、JAS格付けなし、普通品/100g(円),358,267,266,260,平成21年7月から基本銘柄改正
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・特級/100g(円),173,204,205,200,平成21年7月から基本銘柄改正
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),244,243,245,243,
（乳卵類）/牛乳/瓶入り（180ML）配達、瓶代を除く、月極め/1本(円),115,113,113,113,平成21年3月から基本銘柄改正
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),211,216,212,215,
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治ほほえみ」/1缶(円),2410,2379,2342,2365,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),369,379,379,376,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋(円),273,296,295,282,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),609,595,587,596,
（乳卵類）/ヨーグルト/プレーンヨーグルト、450～500g入り/100g(円),197,42,40,42,平成21年3月から基本銘柄改正
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),240,205,206,223,
（野菜・海草）/キャベツ//1kg(円),125,136,159,177,
（野菜・海草）/ほうれんそう//1kg(円),1120,789,972,952,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),204,184,214,243,
（野菜・海草）/ねぎ//1kg(円),565,683,712,538,
（野菜・海草）/レタス/玉レタス/1kg(円),559,310,523,453,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,17,17,17,
（野菜・海草）/ブロッコリー//1kg(円),680,524,656,739,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),152,155,141,161,
（野菜・海草）/かんしょ//1kg(円),478,480,581,467,
（野菜・海草）/ばれいしょ//1kg(円),272,321,396,340,
（野菜・海草）/さといも/こいも、土付き/1kg(円),699,871,764,649,
（野菜・海草）/だいこん//1kg(円),156,148,195,191,
（野菜・海草）/にんじん//1kg(円),342,349,380,373,
（野菜・海草）/ごぼう//1kg(円),755,801,774,760,
（野菜・海草）/たまねぎ//1kg(円),210,205,251,245,
（野菜・海草）/れんこん//1kg(円),968,1759,1414,977,
（野菜・海草）/ながいも//1kg(円),627,606,616,632,
（野菜・海草）/えだまめ//100g(円),108,118,132,126,
（野菜・海草）/さやいんげん//100g(円),172,159,160,164,
（野菜・海草）/かぼちゃ//1kg(円),323,441,396,397,
（野菜・海草）/きゅうり//1kg(円),508,428,498,502,
（野菜・海草）/なす//1kg(円),460,491,477,464,
（野菜・海草）/トマト//1kg(円),593,532,579,703,
（野菜・海草）/ピーマン//100g(円),64,65,71,67,
（野菜・海草）/生しいたけ//100g(円),194,179,188,180,
（野菜・海草）/えのきだけ//100g(円),56,52,49,52,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),88,76,77,82,
（野菜・海草）/あずき/国産品（大納言を除く）、並/100g(円),142,135,134,139,
（野菜・海草）/干ししいたけ/こうしん、国産品、並/100g(円),1707,1587,1602,1566,
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖(円),453,458,452,457,
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/100g(円),222,252,251,255,
（野菜・海草）/こんぶ/板こんぶ、国産品、並/100g(円),637,647,658,650,
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/100g(円),669,1120,1115,1114,
（野菜・海草）/豆腐/木綿豆腐、並/100g(円),35,33,33,32,
（野菜・海草）/油揚げ/薄揚げ/100g(円),146,144,141,144,
（野菜・海草）/納豆/丸大豆納豆、「50g×3個」又は「45g×3個」/1パック(円),131,119,108,121,平成21年９月から基本銘柄改正
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),57,56,55,55,
（野菜・海草）/梅干し/調味梅干し、並/100g(円),202,177,179,179,平成20年11月から基本銘柄改正
（野菜・海草）/たくあん漬/並/100g(円),93,95,93,94,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),98,100,97,100,
（野菜・海草）/こんぶつくだ煮/並/100g(円),234,218,216,221,
（野菜・海草）/はくさい漬/塩漬/100g(円),80,78,77,79,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/100g(円),149,141,140,138,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量190g/1缶(円),136,146,150,148,
（果物）/りんご/つがる、1個200～400g/1kg(円),451,        -,692,435,
（果物）/りんご/ふじ、1個250～385g/1kg(円),        -,519,        -,        -,
（果物）/みかん/温州みかん、1個70g～130g/1kg(円),979,        -,        -,1168,
（果物）/レモン/輸入品、1個100～160g/1kg(円),683,531,539,581,平成20年11月から基本銘柄改正
（果物）/グレープフルーツ/1個350～520g/1kg(円),307,295,281,287,
（果物）/オレンジ/輸入品、バレンシア又はネーブルオレンジ、1個170～310g/1kg(円),395,389,377,394,
（果物）/いよかん/1個200～300g/1kg(円),        -,        -,        -,        -,
（果物）/なし/幸水又は豊水、1個300g～450g/1kg(円),397,        -,506,385,
（果物）/ぶどう/デラウェア/1kg(円),1031,1218,1000,1036,
（果物）/ぶどう/巨峰/1kg(円),1068,1807,1257,1087,
（果物）/かき/1個190～260g/1kg(円),        -,        -,        -,        -,
（果物）/もも/1個200～350g/1kg(円),756,780,715,721,
（果物）/すいか/赤肉（小玉すいかを除く）/1kg(円),        -,294,269,        -,平成20年11月から基本銘柄改正
（果物）/メロン/ネット系メロン/1kg(円),        -,478,513,        -,
（果物）/いちご//100g(円),        -,        -,        -,        -,
（果物）/さくらんぼ/国内産/100g(円),        -,247,        -,        -,
（果物）/バナナ//1kg(円),248,233,234,229,
（果物）/キウイフルーツ/1個85～144g/1kg(円),774,704,727,729,
（果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量425g入り、普通品/1缶(円),119,117,120,112,
（果物）/もも缶詰/黄桃、内容総量410～425g入り、普通品/1缶(円),        -,        -,        -,        -,
（油脂・調味料）/食用油/キャノーラ（なたね油）、ポリ容器入り（1000g入り）/1本(円),484,422,408,419,
（油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（320g入り）/1箱(円),265,264,247,250,平成21年４月から基本銘柄改正
（油脂・調味料）/食塩/家庭用、袋入り（1kg入り）、「食塩」/1袋(円),111,111,111,111,
（油脂・調味料）/しょう油/濃口、特級、JAS規格品、ポリ容器入り（1L入り）/1本(円),276,276,287,275,
（油脂・調味料）/みそ/米みそ、カップ入り（750g入り）、並/1個(円),476,374,358,376,平成21年7月から基本銘柄改正
（油脂・調味料）/砂糖/上白、袋入り（1kg入り）/1袋(円),203,199,204,204,
（油脂・調味料）/酢/瓶詰（500mL入り）、「ミツカン酢（黒マーク）」/1本(円),138,153,157,153,
（油脂・調味料）/ソース/ウスターソース類、特級、ポリ容器入り（500mL入り）/1本(円),264,267,268,265,
（油脂・調味料）/トマトケチャップ/ポリ容器（500g入り）/1本(円),242,247,257,225,
（油脂・調味料）/マヨネーズ/ポリ容器入り（500g入り）、「キューピーマヨネーズ」/1本(円),306,313,312,312,
（油脂・調味料）/ジャム/いちごジャムプレザーブスタイル、瓶詰（170g入り）/1瓶(円),211,218,207,206,
（油脂・調味料）/即席カレー/固形、箱入り（250g）「バーモントカレー」/1箱(円),248,237,233,227,
（油脂・調味料）/即席スープ/粉末、ポタージュ、コーンクリーム、箱入り(3袋、57．6g入り）/1箱(円),179,186,181,170,平成21年９月から基本銘柄改正
（油脂・調味料）/風味調味料/かつお風味、箱入り（40g×3）「ほんだし」/1箱(円),347,349,350,333,
（油脂・調味料）/液体調味料/瓶詰「エバラ焼肉のたれ黄金の味」（400g入り）/1本(円),288,428,415,383,平成20年11月から基本銘柄改正
（油脂・調味料）/ふりかけ/袋入り「丸美屋のりたま」（62g入り）/1袋(円),211,210,208,207,
（油脂・調味料）/中華合わせ調味料/麻婆豆腐の素、箱入り(162g入り)「丸美屋麻婆豆腐の素」/1箱(円),221,221,216,208,
（菓子類）/ようかん/練りようかん、普通品/100g(円),254,278,278,280,
（菓子類）/まんじゅう/小麦粉製、あずきあん入り、並/100g(円),141,128,128,128,
（菓子類）/だいふく餅/白、あずきあん入り，普通品/100g(円),111,110,109,109,
（菓子類）/カステラ/普通品/100g(円),216,216,215,216,
（菓子類）/ケーキ/いちごショートケーキ（1個60～100g）/100g(円),414,417,417,417,
（菓子類）/シュークリーム/カスタードクリーム入り/100g(円),164,161,161,161,
（菓子類）/プリン/グリコプッチンプリン（75g×3個）/1パック(円),183,182,177,175,平成20年11月から基本銘柄改正
（菓子類）/ビスケット/箱入り（3枚パック×8袋入り）、「森永マリー」/100g(円),159,151,152,155,
（菓子類）/あめ/のどあめ、袋入り（個別包装紙込み）（90g入り）/1袋(円),188,191,191,191,平成２１年５月から基本銘柄改正
（菓子類）/塩せんべい/うるち米粉製せんべい、普通品/100g(円),145,143,143,142,
（菓子類）/かわらせんべい/小麦粉製せんべい、並/100g(円),147,151,150,142,
