分類/品目/銘柄/単位,2008年3月,2009年1月,2009年2月,2009年3月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋  (円),2580,2659,2601,2577,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋  (円),2266,2258,2277,2219,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),1822,1850,1844,1841,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg  (円),583,611,604,597,
（穀類）/食パン/普通品/1kg  (円),446,493,488,503,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),91,96,96,97,
（穀類）/カレーパン/揚げパン、普通品/100g  (円),99,109,110,111,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋  (円),35,39,39,39,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g  (円),503,67,71,71,平成20年11月から基本銘柄改正
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),181,201,206,203,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個  (円),151,147,148,149,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),117,111,111,114,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋  (円),195,237,235,239,平成20年11月から基本銘柄改正
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋  (円),1035,837,911,928,平成20年11月から基本銘柄改正
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g  (円),393,420,410,398,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),113,117,109,123,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),124,126,124,118,
（魚介類）/かつお/切り身（刺身用）/100g  (円),285,        -,        -,269,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g  (円),206,186,180,187,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g  (円),238,233,227,222,
（魚介類）/さば/まさば又はごまさば、切り身/100g  (円),130,127,129,125,平成20年11月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),72,66,64,62,
（魚介類）/たい/まだい、刺身用、さく/100g  (円),602,608,596,599,
（魚介類）/ぶり/切り身/100g  (円),257,260,248,248,
（魚介類）/いか/するめいか/100g  (円),92,87,81,92,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),293,280,273,257,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),264,250,253,245,
（魚介類）/あさり/殻付き/100g  (円),122,136,131,124,
（魚介類）/かき/まがき、むき身/100g  (円),281,306,279,265,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),199,208,207,209,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),179,180,172,168,
（魚介類）/たらこ/並/100g  (円),525,563,533,526,
（魚介類）/しらす干し/並/100g  (円),489,476,484,471,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),161,172,181,177,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g  (円),121,123,130,122,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),257,254,254,255,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g  (円),177,189,177,182,
（魚介類）/さつま揚げ/並/100g  (円),97,130,127,132,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),111,144,144,139,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g  (円),165,176,174,179,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×10袋入り）、普通品/1パック  (円),140,269,271,275,平成20年7月から基本銘柄改正
（魚介類）/塩辛/いかの塩辛、並/100g  (円),197,201,205,204,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g  (円),231,235,238,227,
（魚介類）/あさりつくだ煮/並/100g  (円),421,445,439,440,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶  (円),163,159,159,159,
（肉類）/牛肉/国産品、ロース/100g  (円),931,892,888,902,
（肉類）/牛肉/肩肉/100g  (円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g  (円),382,372,365,355,
（肉類）/豚肉/ロース/100g  (円),247,249,247,246,
（肉類）/豚肉/もも肉/100g  (円),182,183,184,181,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),131,136,136,131,
（肉類）/レバー/豚レバー/100g  (円),114,118,117,117,
（肉類）/ハム/ロースハム、JAS規格品・上級/100g  (円),366,364,363,364,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g  (円),185,173,172,175,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g  (円),239,244,243,245,
（乳卵類）/牛乳/瓶入り（180ML）配達、瓶代を除く、月極め/1本  (円),106,115,115,115,平成21年3月から基本銘柄改正
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本  (円),202,208,207,211,
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治0ほ0ほえみ」/1缶  (円),2200,2463,2463,2448,
（乳卵類）/バター/カルトン入り（200g入り）/1箱  (円),334,367,368,362,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋  (円),272,311,315,306,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個  (円),586,609,594,616,
（乳卵類）/ヨーグルト/プレーンヨーグルト、450～500g入り/1個  (円),191,196,181,41,平成21年3月から基本銘柄改正
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック  (円),220,201,221,226,
（野菜・海草）/キャベツ//1kg  (円),213,197,179,170,
（野菜・海草）/ほうれんそう//1kg  (円),567,669,544,559,
（野菜・海草）/はくさい/山東菜を除く/1kg  (円),212,133,137,182,
（野菜・海草）/ねぎ//1kg  (円),586,480,400,417,
（野菜・海草）/レタス/玉レタス/1kg  (円),500,629,449,462,
（野菜・海草）/もやし/だいずもやしを除く/100g  (円),16,18,17,17,
（野菜・海草）/ブロッコリー//1kg  (円),543,586,484,494,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g  (円),168,204,166,149,
（野菜・海草）/かんしょ//1kg  (円),494,431,405,408,
（野菜・海草）/ばれいしょ//1kg  (円),278,274,277,278,
（野菜・海草）/さといも/こいも、土付き/1kg  (円),634,504,465,513,
（野菜・海草）/だいこん//1kg  (円),149,125,125,120,
（野菜・海草）/にんじん//１kg  (円),380,290,306,331,
（野菜・海草）/ごぼう//１kg  (円),702,692,757,735,
（野菜・海草）/たまねぎ//１kg  (円),213,204,202,207,
（野菜・海草）/れんこん//１kg  (円),933,802,751,735,
（野菜・海草）/ながいも//１kg  (円),641,620,607,602,
（野菜・海草）/えだまめ//１００g  (円),        -,        -,        -,        -,
（野菜・海草）/さやいんげん//１００ｇ  (円),259,224,224,215,
（野菜・海草）/かぼちゃ//１kg  (円),428,414,391,396,
（野菜・海草）/きゅうり//１kg  (円),521,617,604,693,
（野菜・海草）/なす//１kg  (円),697,684,743,751,
（野菜・海草）/トマト//１kg  (円),654,693,658,771,
（野菜・海草）/ピーマン//１００ｇ  (円),113,101,118,122,
（野菜・海草）/生しいたけ//１００ｇ  (円),199,201,200,188,
（野菜・海草）/えのきだけ//１００ｇ  (円),65,74,70,61,
（野菜・海草）/しめじ/ぶなしめじ/１００ｇ  (円),93,104,100,92,
（野菜・海草）/あずき/国産品（大納言を除く）、並/１００ｇ  (円),143,138,138,137,
（野菜・海草）/干ししいたけ/こうしん、国産品、並/１００ｇ  (円),1496,1588,1594,1567,
（野菜・海草）/のり/焼きのり、中、１帖（１０枚入り）/１帖  (円),448,448,450,453,
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/１００ｇ  (円),181,249,248,243,
（野菜・海草）/こんぶ/板こんぶ、国産品、並/１００ｇ  (円),622,638,648,647,
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/１００ｇ  (円),607,1047,1063,1082,
（野菜・海草）/豆腐/木綿豆腐、並/１００ｇ  (円),34,34,34,33,
（野菜・海草）/油揚げ/薄揚げ/１００ｇ  (円),144,142,140,144,
（野菜・海草）/納豆/丸大豆納豆、発泡スチロール容器入り（５０g×３個）/１パック  (円),134,118,117,115,
（野菜・海草）/こんにゃく/板こんにゃく/１００ｇ  (円),49,53,54,54,
（野菜・海草）/梅干し/調味梅干し、並/１００ｇ  (円),191,187,185,188,平成20年11月から基本銘柄改正
（野菜・海草）/たくあん漬/並/１００ｇ  (円),89,91,92,94,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/１００ｇ  (円),96,97,98,101,
（野菜・海草）/こんぶつくだ煮/並/１００ｇ  (円),230,227,225,223,
（野菜・海草）/はくさい漬/塩漬/１００ｇ  (円),77,78,74,79,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/１００ｇ  (円),149,145,143,142,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量１９０ｇ/１缶  (円),136,144,148,150,
 （果物）/りんご/つがる、１個２００～４００ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/りんご/ふじ、１個２５０～３８５ｇ/１kg  (円),445,390,393,394,
 （果物）/みかん/温州みかん、１個７０ｇ～１３０ｇ/１kg  (円),509,513,542,576,
 （果物）/レモン/輸入品、１個１００～１６０ｇ/１kg  (円),645,562,587,551,平成20年11月から基本銘柄改正
 （果物）/グレープフルーツ/１個３５０～５２０ｇ/１kg  (円),334,339,324,297,
 （果物）/オレンジ/輸入品、バレンシア又はネーブルオレンジ、１個１７０～３１０ｇ/１kg  (円),423,405,405,410,
 （果物）/いよかん/１個２００～３００ｇ/１kg  (円),372,437,377,406,
 （果物）/なし/幸水又は豊水、１個３００ｇ～４５０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/ぶどう/デラウェア/１kg  (円),        -,        -,        -,        -,
 （果物）/ぶどう/巨峰/１kg  (円),        -,        -,        -,        -,
 （果物）/かき/１個１９０～２６０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/もも/１個２００～３５０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/すいか/赤肉（小玉すいかを除く）/１kg  (円),        -,        -,        -,        -,平成20年11月から基本銘柄改正
 （果物）/メロン/ネット系メロン/１kg  (円),        -,        -,        -,        -,
 （果物）/いちご//１００ｇ  (円),135,148,146,146,
 （果物）/さくらんぼ/国内産/１００g  (円),        -,        -,        -,        -,
 （果物）/バナナ//１kg  (円),245,243,249,249,
 （果物）/キウイフルーツ/１個８５～１４４ｇ/１kg  (円),721,749,706,728,
 （果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量４２５ｇ入り、普通品/１缶  (円),116,118,117,114,
 （果物）/もも缶詰/黄桃、内容総量４１０～４２５ｇ入り、普通品/１缶  (円),        -,        -,        -,        -,
 （油脂・調味料）/食用油/キャノーラ（なたね油）、ポリ容器入り（１０００ｇ入り）/１本  (円),413,457,440,436,
 （油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（４００ｇ入り）/１箱  (円),252,268,276,255,
 （油脂・調味料）/食塩/家庭用、袋入り（１kg入り）、「食塩」/１袋  (円),112,111,111,111,
 （油脂・調味料）/しょう油/濃口、特級、ＪＡＳ規格品、ポリ容器入り（１Ｌ入り）/１本  (円),250,276,288,278,
 （油脂・調味料）/みそ/米みそ、カップ入り（１kg入り）、並/１個  (円),439,446,409,450,
 （油脂・調味料）/砂糖/上白、袋入り（１kg入り）/１袋  (円),200,203,202,202,
 （油脂・調味料）/酢/瓶詰（５００mL入り）、「ミツカン酢（黒マーク）」/１本  (円),128,155,158,153,
 （油脂・調味料）/ソース/ウスターソース類、特級、ポリ容器入り（５００mL入り）/１本  (円),270,259,270,270,
 （油脂・調味料）/トマトケチャップ/ポリ容器（５００ｇ入り）/１本  (円),260,230,247,244,
 （油脂・調味料）/マヨネーズ/ポリ容器入り（５００ｇ入り）、「キューピーマヨネーズ」/１本  (円),315,321,330,326,
 （油脂・調味料）/ジャム/いちごジャムプレザーブスタイル、瓶詰（１７０ｇ入り）/１瓶  (円),220,214,208,216,
 （油脂・調味料）/即席カレー/固形、箱入り（250g）「バーモントカレー」/１箱  (円),235,233,240,238,
 （油脂・調味料）/即席スープ/粉末、ポタージュ、コーンクリーム、箱入り(４袋、７８．４ｇ入り）/１箱  (円),182,178,186,180,
 （油脂・調味料）/風味調味料/かつお風味、箱入り（４０ｇ×３）「ほんだし」/１箱  (円),336,338,336,337,
 （油脂・調味料）/液体調味料/瓶詰「エバラ焼肉のたれ黄金の味」（４００ｇ入り）/１本  (円),284,445,428,445,平成20年11月から基本銘柄改正
 （油脂・調味料）/ふりかけ/袋入り「丸美屋のりたま」（６２ｇ入り）/１袋  (円),209,211,207,210,
 （油脂・調味料）/中華合わせ調味料/麻婆豆腐の素、箱入り(１６２ｇ入り)「丸美屋麻婆豆腐の素」/１箱  (円),214,219,213,217,
 （菓子類）/ようかん/練りようかん、普通品/１００ｇ  (円),257,275,275,275,
 （菓子類）/まんじゅう/小麦粉製、あずきあん入り、並/１００ｇ  (円),136,134,128,128,
 （菓子類）/だいふく餅/白、あずきあん入り，普通品/１００g  (円),111,112,112,112,
 （菓子類）/カステラ/普通品/１００ｇ  (円),213,220,220,220,
 （菓子類）/ケーキ/いちごショートケーキ（１個６０～１００ｇ）/１００ｇ  (円),387,409,409,409,
 （菓子類）/シュークリーム/カスタードクリーム入り/１００ｇ  (円),153,163,163,163,
