分類/品目/銘柄/単位,2008年8月,2009年6月,2009年7月,2009年8月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2642,2549,2559,2520,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2265,2238,2254,2246,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1854,1803,1813,1816,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),590,613,614,603,
（穀類）/食パン/普通品/1kg(円),502,456,460,452,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),92,97,93,93,
（穀類）/カレーパン/揚げパン、普通品/100g(円),107,110,107,107,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),35,39,40,39,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g(円),545,69,70,70,平成20年11月から基本銘柄改正
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),207,191,188,190,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),145,147,144,145,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),113,114,116,115,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋(円),224,234,231,231,平成20年11月から基本銘柄改正
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋(円),979,1015,982,992,平成20年11月から基本銘柄改正
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),411,385,394,399,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),124,108,114,116,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),112,84,88,95,
（魚介類）/かつお/切り身（刺身用）/100g(円),218,232,222,250,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),175,165,195,201,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),228,205,208,213,
（魚介類）/さば/まさば又はごまさば、切り身/100g(円),109,112,101,101,平成20年11月から基本銘柄改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),121,62,105,97,
（魚介類）/たい/まだい、刺身用、さく/100g(円),590,586,569,578,
（魚介類）/ぶり/切り身/100g(円),292,246,258,262,
（魚介類）/いか/するめいか/100g(円),89,111,88,80,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),277,249,240,250,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),244,237,230,238,
（魚介類）/あさり/殻付き/100g(円),120,121,122,121,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),210,201,200,201,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),174,158,158,160,
（魚介類）/たらこ/並/100g(円),562,518,509,491,
（魚介類）/しらす干し/並/100g(円),494,435,440,437,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),174,177,172,176,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),123,131,131,130,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),258,254,256,257,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),186,181,182,182,
（魚介類）/さつま揚げ/並/100g(円),123,130,126,126,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),135,138,138,135,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),181,177,178,180,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×10袋入り）、普通品/1パック(円),286,273,274,275,
（魚介類）/塩辛/いかの塩辛、並/100g(円),200,198,195,199,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),213,227,231,232,
（魚介類）/あさりつくだ煮/並/100g(円),454,440,457,458,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),161,159,159,159,
（肉類）/牛肉/国産品、ロース/100g(円),893,859,870,880,
（肉類）/牛肉/肩肉/100g(円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),367,375,362,346,
（肉類）/豚肉/ロース/100g(円),253,236,235,239,
（肉類）/豚肉/もも肉/100g(円),184,183,180,178,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),136,127,127,129,
（肉類）/レバー/豚レバー/100g(円),118,118,117,117,
（肉類）/ハム/ロースハム、JAS格付けなし、普通品/100g(円),363,359,267,266,平成21年7月から基本銘柄改正
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・特級/100g(円),178,174,204,205,平成21年7月から基本銘柄改正
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),244,246,243,245,
（乳卵類）/牛乳/瓶入り（180ML）配達、瓶代を除く、月極め/1本(円),115,113,113,113,平成21年3月から基本銘柄改正
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),212,218,216,212,
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治ほほえみ」/1缶(円),2415,2399,2379,2342,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),367,378,379,379,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋(円),275,285,296,295,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),628,607,595,587,
（乳卵類）/ヨーグルト/プレーンヨーグルト、450～500g入り/100g(円),198,40,42,40,平成21年3月から基本銘柄改正
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),227,209,205,206,
（野菜・海草）/キャベツ//1kg(円),131,145,136,169,
（野菜・海草）/ほうれんそう//1kg(円),1004,709,789,961,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),206,214,184,220,
（野菜・海草）/ねぎ//1kg(円),587,688,683,708,
（野菜・海草）/レタス/玉レタス/1kg(円),362,324,310,531,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,17,17,17,
（野菜・海草）/ブロッコリー//1kg(円),581,569,524,694,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),128,147,155,144,
（野菜・海草）/かんしょ//1kg(円),566,421,480,581,
（野菜・海草）/ばれいしょ//1kg(円),285,327,321,396,
（野菜・海草）/さといも/こいも、土付き/1kg(円),767,736,871,764,
（野菜・海草）/だいこん//1kg(円),154,150,148,205,
（野菜・海草）/にんじん//1kg(円),347,336,349,380,
（野菜・海草）/ごぼう//1kg(円),756,773,801,774,
（野菜・海草）/たまねぎ//1kg(円),202,205,205,251,
（野菜・海草）/れんこん//1kg(円),1435,1525,1759,1462,
（野菜・海草）/ながいも//1kg(円),608,586,606,616,
（野菜・海草）/えだまめ//100g(円),118,160,118,137,
（野菜・海草）/さやいんげん//100g(円),162,181,159,162,
（野菜・海草）/かぼちゃ//1kg(円),362,448,441,391,
（野菜・海草）/きゅうり//1kg(円),415,413,428,489,
（野菜・海草）/なす//1kg(円),397,547,491,490,
（野菜・海草）/トマト//1kg(円),496,559,532,588,
