"年月[西暦]","調査項目","設問","取組","回答者の属性種別","回答者の属性","すでに実行している[人]","今後実行するつもり[人]","実行したいが困難[人]","実行するつもりはない[人]","無回答[人]","すでに実行している[%]","今後実行するつもり[%]","実行したいが困難[%]","実行するつもりはない[%]","無回答[%]"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","節電・節水など省エネルギーに努める","性別","男性","105","29","13","5","4","67.3","18.6","8.3","3.2","2.6"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","節電・節水など省エネルギーに努める","性別","女性","184","58","18","3","8","67.9","21.4","6.6","1.1","3.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","節電・節水など省エネルギーに努める","年齢","18～29歳","20","11","1","1","0","60.6","33.3","3.0","3.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","節電・節水など省エネルギーに努める","年齢","30～39歳","45","7","9","4","0","69.2","10.8","13.8","6.2","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","節電・節水など省エネルギーに努める","年齢","40～49歳","62","23","7","2","2","64.6","24.0","7.3","2.1","2.1"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","節電・節水など省エネルギーに努める","年齢","50～59歳","64","17","6","1","2","71.1","18.9","6.7","1.1","2.2"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","節電・節水など省エネルギーに努める","年齢","60～69歳","44","15","1","0","0","73.3","25.0","1.7","0.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","節電・節水など省エネルギーに努める","年齢","70歳以上","55","14","7","0","8","65.5","16.7","8.3","0.0","9.5"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","電車やバスなどの公共交通機関を積極的に利用する","性別","男性","113","16","20","5","2","72.4","10.3","12.8","3.2","1.3"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","電車やバスなどの公共交通機関を積極的に利用する","性別","女性","216","27","22","3","3","79.7","10.0","8.1","1.1","1.1"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","電車やバスなどの公共交通機関を積極的に利用する","年齢","18～29歳","31","1","0","1","0","93.9","3.0","0.0","3.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","電車やバスなどの公共交通機関を積極的に利用する","年齢","30～39歳","50","5","8","2","0","76.9","7.7","12.3","3.1","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","電車やバスなどの公共交通機関を積極的に利用する","年齢","40～49歳","74","11","10","1","0","77.1","11.5","10.4","1.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","電車やバスなどの公共交通機関を積極的に利用する","年齢","50～59歳","67","12","6","4","1","74.4","13.3","6.7","4.4","1.1"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","電車やバスなどの公共交通機関を積極的に利用する","年齢","60～69歳","43","7","10","0","0","71.7","11.7","16.7","0.0","0.0"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","電車やバスなどの公共交通機関を積極的に利用する","年齢","70歳以上","65","7","8","0","4","77.4","8.3","9.5","0.0","4.8"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","身の回りに木でできた製品を取り入れて使う","性別","男性","23","60","44","25","4","14.7","38.5","28.2","16.0","2.6"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","身の回りに木でできた製品を取り入れて使う","性別","女性","47","98","99","18","9","17.3","36.2","36.5","6.6","3.3"
"202003","環境に配慮した行動","Q4. あなたは、環境をより良くするための取組を実行していますか。（○はそれぞれ１つ）","身の回りに木でできた製品を取り入れて使う","年齢","18～29歳","5","10","11","7","0","15.2","30.3","33.3","21.2","0.0"
