 2-(3)入港船舶トン数階級別・船種別表,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トン数階級,合計,,貨物船,,,,,,,,貨客船,,客船,,カーフェリー,,漁船,,その他船舶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,計,,コンテナ船,,タンカー船,,その他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合計,"1,724","14,358,544","1,445","13,478,440",719,"12,576,352",140,"205,479",586,"696,609",45,"226,531",121,"194,720",30,"379,080",1,189,82,"79,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外航計,443,"10,766,868",443,"10,766,868",422,"10,489,469",1,"43,012",20,"234,387",-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5～99トン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100～499トン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500～699トン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"700～4,999トン",8,"32,607",8,"32,607",7,"30,384",-,-,1,"2,223",-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,000～9,999トン",217,"2,031,032",217,"2,031,032",206,"1,939,348",-,-,11,"91,684",-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,000～19,999トン",69,"1,181,442",69,"1,181,442",63,"1,097,161",-,-,6,"84,281",-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20,000～29,999トン",49,"1,300,376",49,"1,300,376",48,"1,274,665",-,-,1,"25,711",-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,000～39,999トン",27,"899,141",27,"899,141",26,"868,653",-,-,1,"30,488",-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40,000～49,999トン",21,"882,460",21,"882,460",20,"839,448",1,"43,012",-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50,000～59,999トン",8,"431,070",8,"431,070",8,"431,070",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60,000トン以上",44,"4,008,740",44,"4,008,740",44,"4,008,740",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内航計,"1,281","3,591,676","1,002","2,711,572",297,"2,086,883",139,"162,467",566,"462,222",45,"226,531",121,"194,720",30,"379,080",1,189,82,"79,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
