年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他生産財
ウェイト,10000,5817.9,3622.2,3226.4,395.8,2195.7,896,1299.7,4182.1,2667.7,1514.4
2013-01,91.8,85.1,75.8,74.8,84,100.4,108.4,94.9,101.2,95.1,111.8
2013-02,99.7,96.2,90.3,89.9,93.7,105.9,116.6,98.5,104.6,99.4,113.7
2013-03,116.6,120.5,123.7,126.6,100.1,115.2,128.3,106.1,111.2,104.9,122.2
2013-04,96.9,90.1,77,75.2,91.6,111.6,122.8,103.9,106.3,102,113.9
2013-05,96,90.7,83.6,82.9,89.2,102.5,108.7,98.3,103.4,95.6,117
2013-06,99.1,92.4,83.9,82.9,92.2,106.4,117,99.1,108.5,99.8,123.9
2013-07,103.1,99.2,92,91.2,98.9,111,120,104.7,108.7,105.2,114.7
2013-08,94.5,92.8,84,83.8,85.1,107.4,116.2,101.4,96.8,91.9,105.5
2013-09,110.5,110.3,110.5,112.3,95.9,109.9,123.8,100.4,110.8,108.8,114.4
2013-10,106.4,101.5,87.2,85.6,99.7,125.2,146.1,110.7,113.2,109.3,120
2013-11,105.8,101.9,91.5,90.2,102.4,118.9,142.4,102.7,111.4,109.9,114
2013-12,107.6,108.3,98.6,98.3,100.6,124.3,151,106,106.6,104.9,109.6
2014-01,99.5,97.1,90.1,89.3,96.9,108.6,124.9,97.3,102.9,103.1,102.5
2014-02,104.2,104.9,102.8,104.1,92.2,108.5,130.2,93.5,103.2,102.4,104.5
2014-03,123.9,131.3,139.8,143.7,108,117.1,128.4,109.4,113.6,112.7,115.3
2014-04,93.2,87.8,77.9,76.3,91.1,104.1,105.1,103.4,100.6,100.2,101.4
2014-05,92.2,85.3,75.8,74.1,90.1,101,98.4,102.9,101.8,102.3,100.8
2014-06,102.4,97.5,91.5,91.2,93.9,107.4,103.3,110.3,109.1,106.5,113.7
2014-07,103,99.2,94.3,93.6,99.5,107.2,107.1,107.2,108.4,111.6,102.7
2014-08,89.2,83.6,80.3,79,91,89.2,92.4,87,96.8,96.6,97.3
2014-09,109.1,109.8,114.8,116,105.3,101.6,109.6,96,108,108.4,107.4
2014-10,101.9,96.8,92.1,90,109,104.6,110.8,100.4,109.1,108.1,110.8
2014-11,97.6,91.7,87.7,85.7,103.9,98.3,106.5,92.7,105.7,106.5,104.2
2014-12,100.8,97.4,91.5,89.2,110.1,107.2,121.9,97.1,105.5,107.1,102.9
2015-01,97.7,94.7,92.5,92.3,94,98.2,93.7,101.4,101.8,103.3,99.3
2015-02,101.1,102.5,103.5,103.5,103.1,100.7,102.7,99.4,99.2,101.4,95.2
2015-03,123.4,133.8,147.8,152.7,108.4,110.7,117.2,106.2,108.8,108.6,109.2
2015-04,92.2,89.3,84.1,81.5,105.3,97.8,93.2,101.1,96.3,96.7,95.6
2015-05,87.6,83.1,79.1,77.1,95.6,89.8,83.6,94.1,93.7,91.6,97.4
2015-06,103.8,104.6,105.8,106.1,103.2,102.6,102.4,102.7,102.6,97.3,111.9
2015-07,98.6,97.1,95,93.4,107.9,100.6,97,103,100.7,102.4,97.5
2015-08,87.7,85.7,84,83.2,90.6,88.6,78.6,95.4,90.3,89.4,92
2015-09,109.8,116.5,126.6,130.3,96.8,99.9,94,104,100.5,102.5,97.1
2015-10,98.6,93.9,89.9,88.5,101.4,100.5,106.4,96.5,105,105.5,104.2
