四半期,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他生産財
ウェイト,10000,6633.3,3084.1,2101.7,982.4,3549.2,2267.8,1281.4,3366.7,3162.4,204.3
2013-Q1,99.7,95.2,58.3,44.9,87.0,127.2,132.8,117.2,108.6,110.8,74.5
2013-Q2,101.1,96.1,68.5,57.7,91.7,120.0,117.9,123.8,110.8,112.4,86.9
2013-Q3,100.5,95.5,68.7,61.6,83.8,118.8,116.8,122.3,110.3,108.9,133.2
2013-Q4,99.8,95.4,78.5,74.7,86.8,110.0,107.0,115.2,108.4,109.5,92.6
2014-Q1,95.6,92.5,81.5,70.6,104.9,102.0,104.0,98.6,101.8,104.2,66.0
2014-Q2,100.2,96.8,95.9,85.1,119.1,97.7,88.8,113.3,106.7,107.6,92.1
2014-Q3,97.8,94.2,96.7,87.7,115.9,91.9,87.4,100.0,105.0,103.4,130.2
2014-Q4,98.2,96.9,99.5,94.5,110.3,94.6,91.4,100.2,100.9,100.5,107.3
2015-Q1,95.2,92.4,91.6,89.0,97.3,93.0,91.5,95.7,100.7,102.3,76.6
2015-Q2,103.8,104.1,109.9,116.3,96.3,99.0,96.1,104.0,103.4,103.7,99.2
2015-Q3,99.1,98.7,102.2,105.1,96.1,95.7,96.1,94.8,99.9,98.6,120.5
2015-Q4,99.7,102.5,110.9,113.0,106.2,95.2,97.4,91.3,94.3,95.4,78.3
2016-Q1,93.4,93.6,94.5,86.2,112.2,92.9,93.0,92.6,93.0,95.0,61.5
2016-Q2,100.2,102.9,107.5,102.1,119.0,99.0,89.9,115.1,94.9,96.5,69.2
2016-Q3,97.7,99.6,99.6,91.5,117.0,99.6,95.6,106.7,94.0,93.6,99.7
2016-Q4,97.2,99.5,108.5,103.1,120.1,91.8,85.3,103.1,92.5,94.2,65.5
2017-Q1,91.4,92.2,102.3,96.5,114.8,83.4,75.8,96.8,89.8,92.2,51.8
2017-Q2,95.4,97.0,101.6,98.0,109.2,93.0,86.0,105.4,92.3,94.0,67.0
2017-Q3,96.2,98.1,93.8,91.7,98.3,101.8,104.2,97.5,92.3,92.3,93.0
2017-Q4,96.9,98.3,103.9,106.3,98.7,93.5,89.9,100.0,94.2,97.1,48.4
2018-Q1,92.2,94.0,99.9,101.6,96.4,88.9,80.6,103.7,88.7,90.5,60.1
2018-Q2,97.6,100.5,106.9,109.2,101.8,94.9,81.6,118.5,92.1,93.0,77.8
2018-Q3,99.2,102.6,108.6,110.8,103.9,97.3,83.2,122.2,92.5,93.0,85.7
2018-Q4,108.3,114.6,127.8,137.3,107.5,103.1,83.7,137.5,95.8,98.7,50.3
2019-Q1,106.9,113.1,129.2,142.7,100.4,99.0,86.1,121.9,94.9,98.2,43.1
2019-Q2,100.8,102.1,117.8,123.7,105.3,88.4,70.8,119.6,98.1,101.5,45.7
2019-Q3,92.2,89.9,100.9,100.7,101.4,80.3,64.0,109.1,96.7,98.9,62.6
2019-Q4,99.1,100.4,115.9,120.2,106.6,87.0,68.0,120.7,96.5,97.8,77.6
2020-Q1,90.7,90.4,101.6,106.1,91.9,80.8,73.3,94.0,91.3,97.2,0.0
2020-Q2,91.6,91.0,100.1,97.2,106.3,83.1,72.1,102.6,92.8,98.8,0.0
2020-Q3,92.8,92.9,99.1,108.7,78.5,87.6,66.7,124.4,92.5,98.5,0.0
2020-Q4,86.0,83.6,89.9,96.2,76.3,78.1,57.2,115.1,90.8,96.7,0.0
2021-Q1,79.8,75.3,76.9,79.9,70.4,73.9,59.6,99.4,88.6,94.3,0.0
2021-Q2,83.5,79.0,80.0,83.6,72.4,78.2,58.3,113.5,92.2,98.2,0.0
2021-Q3,77.0,70.3,71.9,72.3,71.0,69.0,54.8,94.0,90.2,96.1,0.0
2021-Q4,82.0,79.0,92.3,101.1,73.4,67.5,55.1,89.5,88.0,93.7,0.0
2022-Q1,88.2,88.5,90.4,98.9,72.2,86.8,59.7,134.8,87.7,93.4,0.0
2022-Q2,92.2,97.2,97.7,117.2,55.8,96.9,68.9,146.4,82.2,87.6,0.0
2022-Q3,78.6,76.6,75.1,84.0,56.1,77.9,52.7,122.6,82.4,87.8,0.0
2022-Q4,87.7,90.5,105.2,128.2,56.0,77.6,54.1,119.3,82.1,87.4,0.0
2023-Q1,79.9,84.2,99.4,119.1,57.3,71.0,52.0,104.5,71.5,76.1,0.0
2023-Q2,78.4,81.8,95.8,110.9,63.4,69.7,47.8,108.3,71.8,76.4,0.0
2023-Q3,74.8,76.2,84.5,91.5,69.6,69.0,42.9,115.1,72.0,76.7,0.0
2023-Q4,74.0,75.9,92.2,101.4,72.4,61.7,41.7,97.2,70.4,75.0,0.0

東京都工業指数 四半期指数（平成２７年基準）平成２５年第１四半期～令和５年第４四半期,,,,,,,,,,,
生産者製品在庫指数（特殊分類別、原指数）,,,,,,,,,,,
（注）四半期指数は速報値で公表し、翌月に確報値に修正している。,,,,,,,,,,,
