四半期,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他生産財
ウェイト,10000,6633.3,3084.1,2101.7,982.4,3549.2,2267.8,1281.4,3366.7,3162.4,204.3
2013-Q1,104.1,100.4,62.2,48.7,90.2,133.4,136.5,127.9,111.9,112.7,82.4
2013-Q2,100.6,96.5,67.8,58.6,87.9,122.4,123.6,120.9,108.8,110.2,89.8
2013-Q3,101.2,97.0,70.4,62.4,86.7,119.0,117.1,125.4,109.5,109.1,115.5
2013-Q4,100.6,94.9,75.1,67.4,87.3,114.3,112.5,117.9,110.6,111.5,101.1
2014-Q1,99.9,97.7,87.0,76.7,107.9,107.6,107.7,107.6,104.6,105.7,78.2
2014-Q2,99.3,96.6,93.5,83.5,115.5,99.9,93.6,109.9,104.8,105.4,96.8
2014-Q3,98.6,95.9,98.9,88.7,119.8,92.3,88.2,102.2,104.2,103.9,106.7
2014-Q4,98.3,95.8,94.8,85.8,110.6,97.9,94.9,103.3,102.5,101.7,119.0
2015-Q1,99.4,97.6,97.1,95.9,99.5,98.7,95.7,104.4,103.2,103.5,95.6
2015-Q2,102.6,103.3,106.1,111.5,94.2,100.9,101.6,100.0,101.7,101.7,105.9
2015-Q3,99.8,100.4,104.3,106.2,99.3,95.6,96.2,97.1,99.1,99.3,94.8
2015-Q4,99.4,101.3,105.8,103.4,106.5,98.2,100.1,94.4,95.3,95.9,87.4
2016-Q1,97.4,98.9,99.1,91.5,114.2,99.3,98.5,100.8,95.0,95.8,80.5
2016-Q2,98.6,101.3,102.8,96.1,117.2,100.3,94.7,109.9,93.4,94.7,74.0
2016-Q3,98.3,101.1,101.9,92.8,121.2,99.0,94.6,109.1,93.2,94.3,76.6
2016-Q4,96.6,98.4,103.5,95.1,120.5,94.6,87.2,106.6,93.0,94.3,73.6
2017-Q1,95.3,97.3,106.2,101.0,116.6,89.5,80.9,105.3,91.5,92.8,69.5
2017-Q2,93.6,95.2,96.9,91.8,107.9,93.7,90.2,100.3,90.9,92.3,71.1
2017-Q3,96.5,99.2,96.1,93.2,102.0,100.5,101.8,99.8,91.5,93.0,70.5
2017-Q4,96.2,97.3,99.0,98.3,99.2,96.2,91.4,103.2,94.5,96.9,55.1
2018-Q1,95.7,98.4,101.9,103.6,98.4,95.2,86.4,111.1,90.6,91.3,79.1
2018-Q2,96.1,98.9,103.2,103.9,101.3,95.2,84.4,114.2,91.1,91.8,78.3
2018-Q3,99.6,103.5,111.8,113.8,107.3,95.9,80.9,126.2,91.8,93.6,65.9
2018-Q4,105.5,111.0,119.8,124.5,107.3,103.6,83.1,140.8,95.1,97.0,61.3
2019-Q1,108.6,114.7,127.6,138.6,103.3,103.3,88.6,128.3,96.7,99.1,53.2
2019-Q2,100.0,101.2,114.9,118.9,105.0,89.9,73.7,117.8,97.0,100.1,46.9
2019-Q3,94.5,93.2,107.5,108.7,104.3,80.7,65.2,113.7,96.4,99.7,51.3
2019-Q4,96.8,97.5,110.0,111.6,106.0,86.7,68.3,120.5,96.0,97.0,86.5
2020-Q1,92.4,92.1,101.1,103.4,95.1,83.9,72.9,101.3,93.2,98.5,0.0
2020-Q2,91.5,91.5,99.1,98.6,104.9,84.6,72.7,105.3,91.9,97.4,0.0
2020-Q3,93.7,94.9,103.7,114.4,81.3,87.8,67.0,125.3,91.9,98.5,0.0
2020-Q4,84.4,81.8,85.8,90.2,75.6,78.2,59.1,110.3,89.9,96.2,0.0
2021-Q1,81.9,77.4,77.9,80.1,72.9,77.0,58.7,109.4,90.6,96.1,0.0
2021-Q2,83.1,78.9,79.7,85.1,71.4,78.1,58.2,113.1,91.0,96.6,0.0
2021-Q3,78.4,72.5,76.1,77.3,73.0,69.8,55.8,96.2,89.4,95.7,0.0
2021-Q4,80.3,76.6,86.2,92.6,72.2,67.9,56.8,86.5,87.7,93.7,0.0
2022-Q1,89.2,89.6,90.6,99.0,73.5,88.5,59.3,143.1,89.0,94.1,0.0
2022-Q2,89.6,94.1,94.5,114.0,56.6,92.4,65.9,137.4,81.8,87.2,0.0
2022-Q3,82.4,80.6,81.4,92.6,57.4,82.8,54.7,127.3,81.9,87.5,0.0
2022-Q4,87.3,90.1,97.2,115.7,54.3,81.9,57.6,124.3,81.3,86.9,0.0
2023-Q1,80.8,85.2,99.6,119.2,58.3,72.4,51.6,110.9,72.6,76.7,0.0
2023-Q2,76.2,79.2,92.6,107.9,64.3,66.5,45.7,101.7,71.4,76.1,0.0
2023-Q3,78.4,80.2,91.6,100.8,71.2,73.3,44.6,119.5,71.5,76.4,0.0
2023-Q4,73.7,75.6,85.1,91.5,70.2,65.1,44.4,101.2,69.8,74.6,0.0

東京都工業指数 四半期指数（平成２７年基準）平成２５年第１四半期～令和５年第４四半期,,,,,,,,,,,
生産者製品在庫指数（特殊分類別、季節調整済指数）,,,,,,,,,,,
（注）四半期指数は速報値で公表し、翌月に確報値に修正している。,,,,,,,,,,,
