四半期,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他生産財
ウェイト,10000,5938.2,3796.8,3470.2,326.6,2141.4,666.4,1475,4061.8,2451.4,1610.4
2013-Q1,98.5,93.6,86.6,85.7,97.4,105.1,116.8,100.3,106.3,97.6,119.8
2013-Q2,102.2,97.6,93.8,93.2,99.5,105.6,122.4,99.1,108.3,100.6,119.3
2013-Q3,103.4,100.8,95.9,95.5,99.0,109.0,126.6,100.2,107.6,103.6,114.3
2013-Q4,105.2,102.5,97.9,97.6,101.6,111.5,129.1,102.8,108.9,106.1,113.4
2014-Q1,105.6,103.9,101.0,100.9,101.4,107.8,125.7,99.5,108.1,106.6,110.4
2014-Q2,102.0,99.6,94.3,94.0,98.4,109.7,115.9,107.9,105.1,104.4,105.6
2014-Q3,100.8,98.2,95.8,95.3,100.8,101.2,114.2,94.9,105.2,106.4,104.1
2014-Q4,99.7,96.0,95.8,95.2,102.2,97.3,104.3,94.1,105.1,105.7,104.2
2015-Q1,103.2,102.6,100.5,100.5,100.4,105.1,100.6,106.9,103.8,104.0,103.3
2015-Q2,101.2,101.4,104.2,103.9,107.6,98.4,99.4,98.6,100.7,100.4,100.7
2015-Q3,98.9,100.0,99.1,98.8,100.7,100.0,100.3,99.5,97.6,98.8,96.5
2015-Q4,97.0,96.0,96.2,96.4,93.3,96.6,100.2,95.2,98.6,97.9,99.6
2016-Q1,95.9,95.2,94.3,94.3,95.3,96.3,92.8,97.7,96.9,96.9,96.7
2016-Q2,94.7,93.8,92.7,92.7,94.1,96.4,92.7,98.4,95.8,95.8,95.6
2016-Q3,95.6,96.3,97.2,97.1,97.6,93.3,84.8,96.8,95.3,95.9,94.9
2016-Q4,95.1,94.7,99.3,99.3,98.4,87.6,81.0,90.7,95.8,96.5,94.8
2017-Q1,92.5,90.3,92.8,92.3,98.8,85.6,79.3,88.2,95.5,96.4,93.6
2017-Q2,92.8,91.3,93.7,93.2,99.5,88.1,79.8,92.0,94.8,95.7,92.8
2017-Q3,93.6,93.2,94.4,93.8,100.2,89.8,79.2,94.5,94.6,97.1,91.4
2017-Q4,95.1,96.9,98.4,98.1,100.9,95.0,83.9,100.2,92.6,95.4,88.2
2018-Q1,94.0,94.8,95.2,94.5,102.9,94.1,84.4,97.8,92.1,94.8,88.0
2018-Q2,94.2,95.3,95.7,95.0,105.0,94.7,86.7,98.6,91.9,96.5,85.6
2018-Q3,95.2,97.7,99.5,98.6,103.5,94.1,84.0,98.5,92.1,96.6,85.3
2018-Q4,96.0,98.1,95.4,94.5,105.9,102.8,84.8,111.9,93.7,97.7,87.1
2019-Q1,92.6,94.7,94.1,93.3,102.6,95.7,85.9,99.7,88.7,89.5,86.9
2019-Q2,93.9,98.1,98.9,98.6,103.0,98.3,92.0,101.3,87.8,90.5,84.2
2019-Q3,94.4,99.4,99.5,98.9,100.4,98.9,97.6,100.0,87.3,89.8,83.3
2019-Q4,90.9,96.8,96.1,96.6,93.4,96.9,90.1,99.7,82.9,86.1,78.0
2020-Q1,87.5,89.3,88.9,89.2,85.8,91.2,84.2,94.1,85.4,88.3,81.2
2020-Q2,77.4,79.4,83.1,83.1,83.4,73.3,58.8,80.4,73.6,71.9,75.8
2020-Q3,76.3,77.1,77.0,77.3,75.9,75.6,58.6,82.9,75.7,74.5,77.5
2020-Q4,79.4,81.2,85.0,85.8,75.2,75.8,62.9,81.3,76.8,75.5,79.3
2021-Q1,83.1,85.7,91.6,92.9,75.1,75.4,59.7,81.9,79.4,78.6,79.3
2021-Q2,89.9,95.3,103.4,106.4,76.6,81.0,77.7,84.4,81.1,83.7,78.5
2021-Q3,85.4,91.3,97.0,99.0,77.6,80.3,70.7,84.0,78.0,80.1,74.4
2021-Q4,85.3,92.3,100.9,102.8,81.0,78.2,71.5,81.0,75.1,75.4,74.7
2022-Q1,87.9,94.5,104.6,106.9,79.1,76.6,68.3,79.8,78.7,78.0,78.8
2022-Q2,89.8,96.9,106.2,109.3,74.4,79.3,70.7,84.4,79.0,78.9,79.7
2022-Q3,87.9,93.8,103.6,106.3,75.2,76.6,69.9,78.9,79.9,80.6,79.1
2022-Q4,88.8,95.0,106.3,109.3,76.1,76.2,67.8,79.9,79.6,79.7,79.7
2023-Q1,84.2,92.0,101.7,104.2,73.9,75.2,60.1,81.6,73.0,74.8,69.5
2023-Q2,85.1,91.3,96.4,98.0,78.1,80.8,71.6,86.3,75.6,80.7,68.9
2023-Q3,83.1,90.5,94.1,95.6,79.4,84.2,79.8,85.8,72.8,83.2,57.4
2023-Q4,82.9,89.5,95.1,97.1,74.7,80.2,66.1,86.6,73.2,82.2,59.0

東京都工業指数 四半期指数（平成２７年基準）平成２５年第１四半期～令和５年第４四半期,,,,,,,,,,,
生産指数（特殊分類別、季節調整済指数）,,,,,,,,,,,
（注）四半期指数は速報値で公表し、翌月に確報値に修正している。,,,,,,,,,,,
