四半期,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他生産財
ウェイト,10000,5817.9,3622.2,3226.4,395.8,2195.7,896,1299.7,4182.1,2667.7,1514.4
2013-Q1,98.7,93.3,85.0,84.1,93.5,108.2,116.1,101.5,107.1,100.6,118.4
2013-Q2,102.7,99.2,92.7,92.5,94.8,109.1,123.7,101.4,107.2,101.0,117.4
2013-Q3,102.6,100.4,93.9,93.8,94.0,111.3,124.0,102.0,105.7,102.0,112.5
2013-Q4,105.2,104.0,95.9,96.0,95.4,117.1,133.4,104.6,107.1,104.6,112.2
2014-Q1,104.9,103.2,97.8,97.6,99.7,112.2,126.2,101.5,107.6,106.3,109.5
2014-Q2,101.3,98.1,92.6,92.3,95.5,106.7,110.1,106.3,104.9,105.2,104.5
2014-Q3,100.4,97.2,94.9,94.2,99.4,101.1,107.2,96.1,105.1,106.0,103.6
2014-Q4,99.0,95.4,93.9,92.8,102.8,98.4,102.1,95.4,104.1,104.7,103.7
2015-Q1,102.5,101.7,100.1,100.0,101.4,103.6,102.0,104.2,103.5,103.5,103.0
2015-Q2,100.3,100.9,102.2,101.7,106.4,99.2,101.6,99.6,98.9,98.0,100.7
2015-Q3,99.1,99.8,100.5,100.2,100.0,98.3,94.9,99.8,98.8,99.7,96.8
2015-Q4,98.2,97.1,96.9,97.2,94.0,98.6,100.3,96.6,99.5,99.8,99.5
2016-Q1,96.2,95.6,94.8,94.8,95.2,96.1,91.9,99.2,97.0,97.0,96.9
2016-Q2,95.5,94.3,93.9,94.0,93.3,94.7,90.1,99.2,96.9,97.8,95.8
2016-Q3,95.9,96.2,98.3,98.4,95.6,92.6,83.9,97.6,96.4,96.7,95.0
2016-Q4,94.8,93.7,98.2,98.2,97.2,87.6,78.1,94.2,96.3,97.6,94.5
2017-Q1,93.4,89.8,92.1,91.7,97.5,84.7,74.6,92.1,98.3,100.8,93.5
2017-Q2,94.2,91.2,94.4,93.9,98.7,86.6,76.8,93.9,97.6,100.6,92.8
2017-Q3,95.0,93.7,96.8,96.2,99.9,88.6,76.8,95.7,97.6,100.6,91.3
2017-Q4,96.0,96.2,100.5,100.5,99.7,90.5,78.0,99.2,95.4,99.9,88.0
2018-Q1,95.4,95.1,98.2,98.0,102.0,89.0,78.5,97.0,95.5,99.5,88.3
2018-Q2,96.4,96.7,100.5,100.0,104.5,90.9,82.3,97.1,95.7,101.7,86.2
2018-Q3,96.4,96.6,101.1,100.8,101.9,88.3,76.7,95.2,96.9,102.7,86.2
2018-Q4,96.0,95.2,98.8,98.1,104.5,90.5,68.2,107.2,96.9,101.8,88.1
2019-Q1,93.5,94.5,98.2,97.8,101.5,88.6,73.3,98.7,91.2,92.8,87.8
2019-Q2,95.4,98.6,102.7,102.9,101.5,92.5,79.4,101.2,91.4,95.4,85.3
2019-Q3,95.1,98.4,101.3,101.3,99.0,92.2,80.4,99.9,91.3,94.9,84.3
2019-Q4,91.2,94.1,97.7,98.6,90.9,88.7,76.1,98.4,87.3,92.6,78.3
2020-Q1,89.8,89.5,91.7,92.5,85.3,86.7,73.0,94.8,90.3,95.0,81.8
2020-Q2,76.7,77.5,83.6,83.9,82.4,68.9,47.8,83.1,75.6,74.7,76.0
2020-Q3,76.3,75.5,77.8,77.8,79.1,70.8,48.5,86.2,77.4,77.4,77.8
2020-Q4,80.8,81.4,87.8,89.1,78.0,71.0,50.0,86.6,79.8,80.0,79.6
2021-Q1,83.4,84.0,92.0,93.5,79.5,70.7,49.8,84.4,83.0,84.0,79.7
2021-Q2,91.4,94.5,105.2,108.5,80.8,75.9,63.6,84.4,87.0,91.9,78.9
2021-Q3,85.1,87.0,97.5,99.6,81.5,71.4,55.7,82.4,83.1,88.1,75.0
2021-Q4,86.1,90.3,103.0,105.2,83.9,69.4,55.0,79.5,79.8,82.6,75.1
2022-Q1,87.7,90.9,103.5,105.6,84.3,70.3,54.1,80.8,82.8,84.3,78.9
2022-Q2,89.3,93.2,106.3,109.9,79.7,71.7,54.0,84.3,84.0,86.4,80.4
2022-Q3,88.2,92.1,105.3,108.6,78.7,70.5,54.8,81.2,83.7,86.4,79.3
2022-Q4,88.6,92.3,106.6,109.8,80.6,69.7,53.1,81.5,83.3,85.3,80.0
2023-Q1,82.1,85.9,96.3,98.4,76.9,69.0,47.3,83.2,76.2,79.1,70.0
2023-Q2,83.7,86.6,93.4,95.2,80.6,74.7,55.9,88.2,79.7,85.8,70.2
2023-Q3,82.4,85.4,90.7,91.9,80.6,76.6,61.9,86.8,79.1,89.9,60.2
2023-Q4,83.5,86.5,95.8,98.0,77.9,71.2,50.9,85.6,79.1,88.9,61.7

東京都工業指数 四半期指数（平成２７年基準）平成２５年第１四半期～令和５年第４四半期,,,,,,,,,,,
生産者出荷指数（特殊分類別、季節調整済指数）,,,,,,,,,,,
（注）四半期指数は速報値で公表し、翌月に確報値に修正している。,,,,,,,,,,,
