都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
131181,0000000001,東京都,荒川区,日暮里観光案内所,ニッポリカンコウアンナイジョ,Tourist Information Center,東京都荒川区西日暮里2丁目19番1号,日暮里観光案内所,35.72930964,139.7706086,荒川区,03-3802-3111,461,ARAKAWA_CITY_FreeWi-Fi,日暮里観光案内所周辺,ー,
131181,0000000002,東京都,荒川区,日暮里繊維街,ニッポリセンイガイ,Nippori Textile Street,東京都荒川区東日暮里5丁目45付近,日暮里繊維街,35.7284961,139.7746071,荒川区,03-3802-3111,461,ARAKAWA_CITY_FreeWi-Fi,設置箇所周辺,ー,
131181,0000000003,東京都,荒川区,ふらっと日暮里,フラットニッポリ,Flatto Nippori,東京都荒川区東日暮里6丁目17番6号,ふらっとにっぽり,35.72903353,139.7773108,荒川区,03-3801-7301,ー,ARAKAWA_CITY_FreeWi-Fi,ふらっとにっぽり屋内,ー,
131181,0000000004,東京都,荒川区,ゆいの森あらかわ,ユイノモリアラカワ,Yui no Mori Arakawa,東京都荒川区荒川2丁目50番1号,ゆいの森あらかわ,35.73969948,139.783769,荒川区,03-3891-4349,ー,Arakawa_Library_Free_Wi-Fi,ゆいの森あらかわ館内,ー,
131181,0000000005,東京都,荒川区,南千住図書館,ミナミセンジュトショカン,Minamisenju Library,東京都荒川区南千住6丁目63番1号,南千住図書館,35.73758902,139.795499,荒川区,03-3807-9221,ー,Arakawa_Library_Free_Wi-Fi,南千住図書館内,ー,
131181,0000000006,東京都,荒川区,尾久図書館,オグトショカン,Ogu Library,東京都荒川区東尾久8丁目45番4号,尾久図書館,35.75149246,139.7662128,荒川区,03-3800-5821,ー,Arakawa_Library_Free_Wi-Fi,尾久図書館内,ー,
131181,0000000007,東京都,荒川区,町屋図書館,マチヤトショカン,Machiya Library,東京都荒川区町屋5丁目11番18号,町屋図書館,35.75141639,139.7790091,荒川区,03-3892-9821,ー,Arakawa_Library_Free_Wi-Fi,町屋図書館内,ー,
131181,0000000008,東京都,荒川区,日暮里図書館,ニッポリトショカン,Nippori Library,東京都荒川区東日暮里6丁目38番4号,日暮里図書館,35.73148501,139.77495,荒川区,03-3803-1645,ー,Arakawa_Library_Free_Wi-Fi,日暮里図書館内,ー,
131181,0000000009,東京都,荒川区,本庁舎,ホンチョウシャ,Arakawa Ward Office,東京都荒川区荒川2丁目2番3号,本庁舎,35.73688671,139.7827851,荒川区,03-3802-3111,ー,Arakawa_City_Wi-Fi,本庁舎一階,ー,
131181,0000000010,東京都,荒川区,荒川遊園,アラカワユウエン,Arakawa amusement park,東京都荒川区西尾久6丁目35番11号,荒川遊園,35.75435396,139.7588933,荒川区,03-3893-6003,ー,Arakawa_City_Wi-Fi,荒川遊園内,ー,
131181,0000000011,東京都,荒川区,ひぐらしふれあい館,ヒグラシフレアイカン,Higurashi fureaikan,東京都荒川区東日暮里6丁目28番15号,ひぐらしふれあい館,35.73309819,139.7758984,荒川区,03-3801-7091,ー,Arakawa_City_Wi-Fi,ひぐらしふれあい館1階サロンスペース,ー,
131181,0000000012,東京都,荒川区,東尾久本町通りふれあい館,ヒガシオグホンチョウドオリフレアイカン,Higashioguhonchodori fureaikan,東京都荒川区東尾久2丁目37番14号,東尾久本町通りふれあい館,35.74497935,139.7713601,荒川区,03-3893-8001,ー,Arakawa_City_Wi-Fi,東尾久本町通りふれあい館1階サロンスペース,ー,
131181,0000000013,東京都,荒川区,荒川さつき会館,アラカワサツキカイカン,Arakawa Satsuki Center,東京都荒川区荒川8丁目16番13号,荒川さつき会館,35.73961956,139.7871463,荒川区,03-3802-2050,ー,Arakawa_City_Wi-Fi,荒川さつき会館内,ー,
131181,0000000014,東京都,荒川区,男女平等推進センター（アクト21）,ダンジョビョウドウスイシンセンター（アクト21）,Gender Equality Promotion Center (Act 21),東京都荒川区東尾久5丁目9番3号,男女平等推進センター（アクト21）,35.74843053,139.7688468,荒川区,03-3809-2890,ー,Arakawa_City_Wi-Fi,男女平等推進センター（アクト21）内,ー,
131181,0000000015,東京都,荒川区,町屋文化センター,マチヤブンカセンター,Machiya Culture Center,東京都荒川区荒川7丁目20番1号,町屋文化センター,35.74200741,139.7822114,荒川区,03-3802-7111,ー,Arakawa_City_Wi-Fi,町屋文化センター2階,ー,
