年度,会計,会計名称,款,款名称,項,項名称,目,目名称,大事業,大事業名称,節,節名称,細節,細節名称,支出済額
2020,1,一般会計,1,議会費,1,議会費,1,議会費,1,職員人件費,2,給料,2,一般職,"28,991,040"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,1,職員人件費,3,職員手当等,2,地域手当等,"22,023,066"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,1,職員人件費,4,共済費,3,職員共済組合費,"9,581,442"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,1,職員人件費,9,旅費,3,普通旅費,"13,231"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,1,職員人件費,9,旅費,4,特別旅費,"10,056"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,1,報酬,1,議員,"121,620,000"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,3,職員手当等,1,議員期末手当,"55,337,100"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,4,共済費,1,共済事務費等,"42,740,000"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,4,共済費,2,公務災害補償費,"112,000"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,8,報償費,2,謝礼,0
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,9,旅費,1,費用弁償（普通）,0
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,9,旅費,2,費用弁償（特別）,0
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,10,交際費,1,議長交際費,"80,202"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,11,需用費,1,消耗品費,"189,328"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,11,需用費,2,印刷製本費,"6,600"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,11,需用費,4,食糧費,0
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,14,使用料及び賃借料,1,借上料,0
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,14,使用料及び賃借料,2,使用料,0
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,19,負担金、補助及び交付金,1,負担金,"631,000"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,19,負担金、補助及び交付金,2,補助金,"684,432"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,11,需用費,1,消耗品費,"75,070"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,11,需用費,2,印刷製本費,"3,187,333"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,12,役務費,1,通信運搬費,"31,590"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,13,委託料,4,機器等保守点検,"191,400"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,13,委託料,25,作成等,"4,556,871"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,13,委託料,35,配布等,"1,163,005"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,14,使用料及び賃借料,1,借上料,"113,665"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,14,使用料及び賃借料,2,使用料,"330,000"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,18,備品購入費,5,図書,"30,390"
2020,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,19,負担金、補助及び交付金,1,負担金,0
2020,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,1,報酬,17,会計年度任用職員,"41,093,162"
2020,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,2,給料,1,特別職,"20,675,000"
2020,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,2,給料,2,一般職,"340,596,430"
2020,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,3,職員手当等,2,地域手当等,"301,856,693"
2020,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,3,職員手当等,3,退職手当組合費,"254,679,393"
2020,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,3,職員手当等,5,会計年度任用職員期末手当,"3,908,115"
2020,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,4,共済費,3,職員共済組合費,"123,694,152"
2020,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,9,旅費,3,普通旅費,"158,028"
