年度,会計,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,当初予算額
2021,1,一般会計,1,市税,1,市民税,1,個人,1,現年課税分,1,現年度分（均等割）,"124,232,000"
2021,1,一般会計,1,市税,1,市民税,1,個人,1,現年課税分,2,現年度分（所得割）,"4,144,922,000"
2021,1,一般会計,1,市税,1,市民税,1,個人,1,現年課税分,3,過年度分,"18,000,000"
2021,1,一般会計,1,市税,1,市民税,1,個人,2,滞納繰越分,1,滞納繰越分,"31,808,000"
2021,1,一般会計,1,市税,1,市民税,2,法人,1,現年課税分,1,現年度分,"177,530,000"
2021,1,一般会計,1,市税,1,市民税,2,法人,1,現年課税分,2,過年度分,"22,656,000"
2021,1,一般会計,1,市税,1,市民税,2,法人,2,滞納繰越分,1,滞納繰越分,"540,000"
2021,1,一般会計,1,市税,2,固定資産税,1,固定資産税,1,現年課税分,1,現年度分,"3,392,889,000"
2021,1,一般会計,1,市税,2,固定資産税,1,固定資産税,1,現年課税分,2,過年度分,"1,000"
2021,1,一般会計,1,市税,2,固定資産税,1,固定資産税,2,滞納繰越分,1,滞納繰越分,"16,947,000"
2021,1,一般会計,1,市税,2,固定資産税,2,国有資産等所在市町村交付金,1,現年課税分,1,国有資産等所在市町村交付金,"244,601,000"
2021,1,一般会計,1,市税,3,軽自動車税,1,環境性能割,1,現年課税分,1,現年度分,"2,400,000"
2021,1,一般会計,1,市税,3,軽自動車税,2,種別割,1,現年課税分,1,現年度分,"74,431,000"
2021,1,一般会計,1,市税,3,軽自動車税,2,種別割,1,現年課税分,2,過年度分,"1,000"
2021,1,一般会計,1,市税,3,軽自動車税,2,種別割,2,滞納繰越分,1,滞納繰越分,"800,000"
2021,1,一般会計,1,市税,4,市たばこ税,1,市たばこ税,1,現年課税分,1,現年度分,"342,210,000"
2021,1,一般会計,1,市税,6,都市計画税,1,都市計画税,1,現年課税分,1,現年度分,"724,241,000"
2021,1,一般会計,1,市税,6,都市計画税,1,都市計画税,1,現年課税分,2,過年度分,"1,000"
2021,1,一般会計,1,市税,6,都市計画税,1,都市計画税,2,滞納繰越分,1,滞納繰越分,"3,672,000"
2021,1,一般会計,2,地方譲与税,1,地方揮発油譲与税,1,地方揮発油譲与税,1,地方揮発油譲与税,1,地方揮発油譲与税,"26,000,000"
2021,1,一般会計,2,地方譲与税,2,自動車重量譲与税,1,自動車重量譲与税,1,自動車重量譲与税,1,自動車重量譲与税,"82,000,000"
2021,1,一般会計,2,地方譲与税,4,森林環境譲与税,1,森林環境譲与税,1,森林環境譲与税,1,森林環境譲与税,"6,000,000"
2021,1,一般会計,3,利子割交付金,1,利子割交付金,1,利子割交付金,1,利子割交付金,1,利子割交付金,"13,000,000"
2021,1,一般会計,4,配当割交付金,1,配当割交付金,1,配当割交付金,1,配当割交付金,1,配当割交付金,"67,000,000"
2021,1,一般会計,5,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,"70,000,000"
2021,1,一般会計,6,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,"60,000,000"
2021,1,一般会計,7,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,"1,561,000,000"
2021,1,一般会計,8,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,"27,000,000"
2021,1,一般会計,9,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,"38,000,000"
2021,1,一般会計,10,地方特例交付金,1,地方特例交付金,1,地方特例交付金,1,地方特例交付金,1,地方特例交付金,"88,000,000"
2021,1,一般会計,10,地方特例交付金,3,新型コロナウイルス感染症対策地方税減収補填特別交付金,1,新型コロナウイルス感染症対策地方税減収補填特別交付金,1,新型コロナウイルス感染症対策地方税減収補填特別交付金,1,新型コロナウイルス感染症対策地方税減収補填特別交付金,"3,446,000"
2021,1,一般会計,11,地方交付税,1,地方交付税,1,地方交付税,1,地方交付税,1,普通交付税,"3,676,000,000"
2021,1,一般会計,11,地方交付税,1,地方交付税,1,地方交付税,1,地方交付税,2,特別交付税,"140,000,000"
2021,1,一般会計,12,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,"6,000,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,1,老人福祉費負担金,1,老人保護措置被措置者等（現年度分）,"3,360,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,1,老人福祉費負担金,2,老人保護措置被措置者等（滞納繰越分）,"164,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,1,公立保育園入園児童保護者（現年度分）,"21,741,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,2,公立保育園入園児童保護者（滞納繰越分）,"269,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,3,私立保育園入園児童保護者（現年度分）,"112,451,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,4,私立保育園入園児童保護者（滞納繰越分）,"555,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,5,管外委託保育園入園児童保護者（現年度分）,"274,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,6,管外委託保育園入園児童保護者（滞納繰越分）,"4,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,7,管外受託児分,"5,548,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,8,一時保育料（現年度分）,"44,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,9,一時保育料（滞納繰越分）,"1,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,10,延長保育料（現年度分）,"1,211,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,11,延長保育料（滞納繰越分）,"27,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,5,児童保護者等負担金,12,ショートステイ事業費,"35,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,6,母子福祉費負担金,1,母子生活支援施設等入所措置者,"84,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,1,民生費負担金,6,母子福祉費負担金,2,ひとり親家庭ホームヘルプサービス事業費,"1,000"
2021,1,一般会計,13,分担金及び負担金,1,負担金,2,衛生費負担金,1,保健衛生費負担金,1,養育医療費,"495,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,2,野塩市民センター使用料,1,会議室等,"900,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,3,松山市民センター使用料,1,会議室等,"1,461,000"
