全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_カナ,ゴミの品目_英字,分別区分,注意点,備考,粗大ごみ回収料金
132021,132021GMLT001318,立川市,全域,IHクッキングヒーター（指定収集袋に入れ、口が結べるもの）,,,燃やせないごみ,,,
132021,132021GMLT001319,立川市,全域,IHクッキングヒーター（指定収集袋に入らないもの）,,,粗大ごみ,,●粗大ごみ2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,200
132021,132021GMLT001320,立川市,全域,アイスクリーム等のカップ（紙容器）,,,燃やせるごみ,,,
132021,132021GMLT001321,立川市,全域,アイスクリーム等のカップ（プラスチック容器）,,,容器包装プラスチック,,必ず汚れをふき取り水ですすぐ,
132021,132021GMLT001322,立川市,全域,アイスクリームの棒（木製）,,,燃やせるごみ,,,
132021,132021GMLT001323,立川市,全域,アイスピック,,,燃やせないごみ,,「危険物」など中身がわかるように表示する,
132021,132021GMLT001324,立川市,全域,アイロン,,,燃やせないごみ,,,
132021,132021GMLT001325,立川市,全域,アイロン台,,,粗大ごみ,,足の長いものは200円●粗大ごみ1～2ポイント（1～10ポイント 1000円券1枚。11～13ポイント 1000円券1枚＋300円券1枚。14～16ポイント 1000円券1枚＋300円券2枚。17～19ポイント 1000円券1枚＋300円券3枚。20ポイント 1000円券2枚。）,100
132021,132021GMLT001326,立川市,全域,アイロンプリント紙（捺染紙）,,,燃やせるごみ,,,
132021,132021GMLT001327,立川市,全域,空き缶,,,缶,,必ず水ですすぐ,
132021,132021GMLT001328,立川市,全域,空きびん,,,びん,,キャップはプラスチック又は燃やせないごみ,
132021,132021GMLT001329,立川市,全域,アクセサリー（金属製）,,,燃やせないごみ,,,
132021,132021GMLT001330,立川市,全域,アクセサリー（プラスチック製）,,,製品プラスチック,,,
132021,132021GMLT001331,立川市,全域,アクリル板,,,燃やせないごみ,,,
