,,,,,,,,,,（単位：トン）
,,総計,,,移出,,,移入,,
,,計,前年比,構成比,計,前年比,構成比,計,前年比,構成比
総計,2017年,"40,663,990 ",107.4%,100.0%,"15,791,781 ",110.5%,100.0%,"24,872,209 ",105.6%,100.0%
,2016年,"37,851,778 ",,,"14,295,663 ",,,"23,556,115 ",,
北海道,2017年,"4,120,238 ",96.0%,10.1%,"2,111,167 ",99.5%,13.4%,"2,009,071 ",92.5%,8.1%
,2016年,"4,292,892 ",,,"2,121,617 ",,,"2,171,275 ",,
東北,2017年,"2,333,460 ",123.7%,5.7%,"576,150 ",119.7%,3.6%,"1,757,310 ",125.0%,7.1%
,2016年,"1,886,830 ",,,"481,515 ",,,"1,405,315 ",,
関東,2017年,"10,583,874 ",112.3%,26.0%,"1,887,996 ",126.9%,12.0%,"8,695,878 ",109.5%,35.0%
,2016年,"9,427,753 ",,,"1,487,662 ",,,"7,940,091 ",,
中部,2017年,"1,935,821 ",124.9%,4.8%,"1,534,338 ",123.6%,9.7%,"401,483 ",130.3%,1.6%
,2016年,"1,549,296 ",,,"1,241,189 ",,,"308,107 ",,
近畿,2017年,"1,956,621 ",111.1%,4.8%,"615,619 ",108.1%,3.9%,"1,341,002 ",112.5%,5.4%
,2016年,"1,761,867 ",,,"569,556 ",,,"1,192,311 ",,
中国,2017年,"1,250,702 ",90.0%,3.1%,"65,965 ",89.6%,0.4%,"1,184,737 ",90.1%,4.8%
,2016年,"1,389,032 ",,,"73,590 ",,,"1,315,442 ",,
四国,2017年,"1,232,752 ",106.7%,3.0%,"17,561 ",122.4%,0.1%,"1,215,191 ",106.5%,4.9%
,2016年,"1,154,854 ",,,"14,353 ",,,"1,140,501 ",,
九州･沖縄,2017年,"16,958,614 ",105.2%,41.7%,"8,691,299 ",108.1%,55.0%,"8,267,315 ",102.3%,33.2%
,2016年,"16,124,405 ",,,"8,041,739 ",,,"8,082,666 ",,
海上,2017年,"291,908 ",110.2%,0.7%,"291,686 ",110.3%,1.8%,222 ,54.5%,0.0%
,2016年,"264,849 ",,,"264,442 ",,,407 ,,
