"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","ストマのケア（パウチ管理）","1","2.1","2.8"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","導尿補助（カテーテル準備）","1","2.1","2.8"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","経鼻経管栄養","0","0.0","0.0"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","胃ろう・腸ろう","3","6.4","8.3"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","鼻腔・口腔内吸引","5","10.6","13.9"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","気管内吸引","1","2.1","2.8"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","経鼻エアウェイ装着","0","0.0","0.0"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","気管切開部管理","1","2.1","2.8"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","吸入（酸素吸入以外）","1","2.1","2.8"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","人工呼吸器管理","0","0.0","0.0"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","酸素吸入","1","2.1","2.8"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","自己注射","0","0.0","0.0"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","その他","29","61.7","80.6"
"202003","医療的ケアの状況について","Q17-2. 問17-1で「1．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","無回答","11","23.4",

"港区保健福祉基礎調査（知的障害者）・単純集計表・医療的ケアの状況についてQ17-2","Ver202003",,,,,
