区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,11744,11703,41,0.4,5772,5758,14,0.2,5971,5945,26,0.4
〔就業状態〕／労働力人口,7419,7395,24,0.3,4316,4291,25,0.6,3103,3104,-1,0
〔就業状態〕／労働力人口／就業者数,7091,7071,20,0.3,4105,4085,20,0.5,2986,2987,-1,0
〔就業状態〕／労働力人口／就業者数／自営業主数,578,597,-19,-3.2,433,443,-10,-2.3,146,154,-8,-5.2
〔就業状態〕／労働力人口／就業者数／家族従業者数,127,115,12,10.4,22,20,2,10,105,95,10,10.5
〔就業状態〕／労働力人口／就業者数／雇用者数,6342,6332,10,0.2,3631,3608,23,0.6,2711,2724,-13,-0.5
〔就業状態〕／労働力人口／就業者数／雇用者数／うち正規の職員・従業員,3750,-,-,-,2460,-,-,-,1290,-,-,-
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員,2092,-,-,-,776,-,-,-,1316,-,-,-
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員／うちパート・アルバイト,1335,-,-,-,390,-,-,-,945,-,-,-
〔就業状態〕／労働力人口／就業者数／雇用者数／うち常雇,5796,5431,365,6.7,3395,3300,95,2.9,2401,2131,270,12.7
〔就業状態〕／労働力人口／完全失業者数,328,323,5,1.5,210,207,3,1.4,117,117,0,0
〔就業状態〕／非労働力人口,4316,4306,10,0.2,1451,1466,-15,-1,2865,2840,25,0.9
〔就業者の活動状況別内訳〕／就業者数（再掲）,7091,7071,20,0.3,4105,4085,20,0.5,2986,2987,-1,0
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,6905,6902,3,0,4037,4010,27,0.7,2869,2891,-22,-0.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,5970,5915,55,0.9,3888,3854,34,0.9,2081,2061,20,1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,182,190,-8,-4.2,88,93,-5,-5.4,94,96,-2,-2.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,754,797,-43,-5.4,60,63,-3,-4.8,693,734,-41,-5.6
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,186,170,16,9.4,69,74,-5,-6.8,117,95,22,23.2
〔就業者の主な産業別内訳〕／建設業,435,427,8,1.9,362,349,13,3.7,73,77,-4,-5.2
〔就業者の主な産業別内訳〕／製造業,713,732,-19,-2.6,529,532,-3,-0.6,183,200,-17,-8.5
〔就業者の主な産業別内訳〕／情報通信業,582,596,-14,-2.3,400,436,-36,-8.3,182,160,22,13.8
〔就業者の主な産業別内訳〕／運輸業，郵便業,377,340,37,10.9,300,272,28,10.3,77,68,9,13.2
〔就業者の主な産業別内訳〕／卸売業，小売業,1176,1219,-43,-3.5,598,616,-18,-2.9,577,603,-26,-4.3
〔就業者の主な産業別内訳〕／金融業，保険業,314,276,38,13.8,158,147,11,7.5,156,129,27,20.9
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,231,239,-8,-3.3,135,151,-16,-10.6,95,88,7,8
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,400,400,0,0,250,244,6,2.5,150,156,-6,-3.8
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,516,499,17,3.4,255,216,39,18.1,261,283,-22,-7.8
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,253,280,-27,-9.6,123,147,-24,-16.3,131,132,-1,-0.8
〔就業者の主な産業別内訳〕／教育，学習支援業,371,326,45,13.8,166,138,28,20.3,205,187,18,9.6
〔就業者の主な産業別内訳〕／医療，福祉,723,684,39,5.7,208,208,0,0,515,476,39,8.2
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,564,681,-117,-17.2,349,378,-29,-7.7,215,303,-88,-29
〔雇用者の主な産業別内訳〕／建設業,373,363,10,2.8,308,292,16,5.5,65,71,-6,-8.5
〔雇用者の主な産業別内訳〕／製造業,663,680,-17,-2.5,493,494,-1,-0.2,170,186,-16,-8.6
〔雇用者の主な産業別内訳〕／情報通信業,554,567,-13,-2.3,381,417,-36,-8.6,172,150,22,14.7
〔雇用者の主な産業別内訳〕／運輸業，郵便業,345,318,27,8.5,271,251,20,8,74,67,7,10.4
〔雇用者の主な産業別内訳〕／卸売業，小売業,1082,1119,-37,-3.3,544,561,-17,-3,538,558,-20,-3.6
〔雇用者の主な産業別内訳〕／金融業，保険業,312,271,41,15.1,157,145,12,8.3,156,126,30,23.8
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,189,190,-1,-0.5,115,124,-9,-7.3,74,65,9,13.8
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,287,295,-8,-2.7,167,166,1,0.6,119,129,-10,-7.8
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,423,435,-12,-2.8,198,179,19,10.6,225,255,-30,-11.8
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,191,211,-20,-9.5,96,112,-16,-14.3,95,99,-4,-4
〔雇用者の主な産業別内訳〕／教育，学習支援業,340,298,42,14.1,158,132,26,19.7,183,166,17,10.2
〔雇用者の主な産業別内訳〕／医療，福祉,686,633,53,8.4,186,173,13,7.5,500,460,40,8.7
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,519,627,-108,-17.2,314,341,-27,-7.9,205,286,-81,-28.3
