区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,11788,11738,50,0.4,5793,5771,22,0.4,5995,5967,28,0.5
〔就業状態〕／労働力人口,7418,7397,21,0.3,4281,4301,-20,-0.5,3137,3097,40,1.3
〔就業状態〕／労働力人口／就業者数,7102,7044,58,0.8,4091,4091,0,0,3011,2953,58,2
〔就業状態〕／労働力人口／就業者数／自営業主数,570,563,7,1.2,403,394,9,2.3,167,169,-2,-1.2
〔就業状態〕／労働力人口／就業者数／家族従業者数,97,104,-7,-6.7,19,19,0,0,78,84,-6,-7.1
〔就業状態〕／労働力人口／就業者数／雇用者数,6408,6339,69,1.1,3656,3656,0,0,2752,2683,69,2.6
〔就業状態〕／労働力人口／就業者数／雇用者数／うち正規の職員・従業員,3742,-,-,-,2502,-,-,-,1239,-,-,-
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員,2115,-,-,-,745,-,-,-,1370,-,-,-
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員／うちパート・アルバイト,1383,-,-,-,390,-,-,-,992,-,-,-
〔就業状態〕／労働力人口／就業者数／雇用者数／うち常雇,5906,5496,410,7.5,3437,3332,105,3.2,2469,2164,305,14.1
〔就業状態〕／労働力人口／完全失業者数,316,353,-37,-10.5,190,210,-20,-9.5,126,143,-17,-11.9
〔就業状態〕／非労働力人口,4364,4340,24,0.6,1510,1469,41,2.8,2854,2870,-16,-0.6
〔就業者の活動状況別内訳〕／就業者数（再掲）,7102,7044,58,0.8,4091,4091,0,0,3011,2953,58,2
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,6907,6844,63,0.9,4004,3994,10,0.3,2902,2850,52,1.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,5944,5892,52,0.9,3855,3843,12,0.3,2089,2050,39,1.9
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,171,171,0,0,86,91,-5,-5.5,85,81,4,4.9
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,792,780,12,1.5,64,60,4,6.7,728,720,8,1.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,195,200,-5,-2.5,87,97,-10,-10.3,109,103,6,5.8
〔就業者の主な産業別内訳〕／建設業,361,439,-78,-17.8,305,362,-57,-15.7,57,76,-19,-25
〔就業者の主な産業別内訳〕／製造業,729,712,17,2.4,523,519,4,0.8,205,192,13,6.8
〔就業者の主な産業別内訳〕／情報通信業,674,623,51,8.2,482,436,46,10.6,193,186,7,3.8
〔就業者の主な産業別内訳〕／運輸業，郵便業,374,339,35,10.3,299,271,28,10.3,74,68,6,8.8
