"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","仕事が難しい","18","2.8","3.0"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","休みが少ない","46","7.2","7.6"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","障害について理解や協力をしてもらえない","51","8.0","8.4"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","職場までの通勤が大変","70","11.0","11.5"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","職場の建物や机等の設備が障害者に配慮されていない","27","4.2","4.4"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","職場でのコミュニケーションがうまく取れない","30","4.7","4.9"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","障害がない人と比べて仕事の内容や昇進等に差がある","64","10.0","10.5"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","職場や仕事について相談するところがない","54","8.5","8.9"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","その他","61","9.6","10.0"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","特にない","352","55.3","57.8"
"202003","就労状況について","Q8-4. 【問８-１で「１．仕事をしている」と回答された方のみ】仕事上で困っていることは何ですか。（あてはまるものすべてに○）","無回答","28","4.4",

"港区保健福祉基礎調査（身体障害者）・単純集計表・就労状況についてQ8-4","Ver202003",,,,,
