"年月[西暦]","調査項目","設問","政策目標","選択肢","回答数[人]","構成比[%]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","十分な広さの歩道が整備されている","強くそう思う","60","9.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","十分な広さの歩道が整備されている","どちらかといえばそう思う","321","48.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","十分な広さの歩道が整備されている","あまりそう思わない","229","34.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","十分な広さの歩道が整備されている","全くそう思わない","35","5.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","十分な広さの歩道が整備されている","無回答","13","2.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バリアフリーのまちづくりが進んでいる","強くそう思う","35","5.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バリアフリーのまちづくりが進んでいる","どちらかといえばそう思う","267","40.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バリアフリーのまちづくりが進んでいる","あまりそう思わない","297","45.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バリアフリーのまちづくりが進んでいる","全くそう思わない","41","6.2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バリアフリーのまちづくりが進んでいる","無回答","18","2.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","喫煙に関するマナーが守られている","強くそう思う","57","8.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","喫煙に関するマナーが守られている","どちらかといえばそう思う","283","43.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","喫煙に関するマナーが守られている","あまりそう思わない","209","31.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","喫煙に関するマナーが守られている","全くそう思わない","95","14.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","喫煙に関するマナーが守られている","無回答","14","2.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","自転車利用に関するマナーが守られている","強くそう思う","25","3.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","自転車利用に関するマナーが守られている","どちらかといえばそう思う","173","26.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","自転車利用に関するマナーが守られている","あまりそう思わない","292","44.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","自転車利用に関するマナーが守られている","全くそう思わない","148","22.5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","自転車利用に関するマナーが守られている","無回答","20","3.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バスや鉄道の利便性が高い","強くそう思う","232","35.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バスや鉄道の利便性が高い","どちらかといえばそう思う","316","48.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バスや鉄道の利便性が高い","あまりそう思わない","80","12.2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バスや鉄道の利便性が高い","全くそう思わない","17","2.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","バスや鉄道の利便性が高い","無回答","13","2.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域の防災活動が活発に行われている","強くそう思う","46","7.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域の防災活動が活発に行われている","どちらかといえばそう思う","289","43.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域の防災活動が活発に行われている","あまりそう思わない","267","40.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域の防災活動が活発に行われている","全くそう思わない","37","5.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","地域の防災活動が活発に行われている","無回答","19","2.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","治安が良く、安心して暮らすことができる","強くそう思う","173","26.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","治安が良く、安心して暮らすことができる","どちらかといえばそう思う","388","59.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","治安が良く、安心して暮らすことができる","あまりそう思わない","72","10.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","治安が良く、安心して暮らすことができる","全くそう思わない","11","1.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","治安が良く、安心して暮らすことができる","無回答","14","2.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","路上にごみがなくきれいなまちである","強くそう思う","116","17.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","路上にごみがなくきれいなまちである","どちらかといえばそう思う","348","52.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","路上にごみがなくきれいなまちである","あまりそう思わない","152","23.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","路上にごみがなくきれいなまちである","全くそう思わない","25","3.8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","路上にごみがなくきれいなまちである","無回答","17","2.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","静かで住みやすい住環境である","強くそう思う","116","17.6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","静かで住みやすい住環境である","どちらかといえばそう思う","307","46.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","静かで住みやすい住環境である","あまりそう思わない","173","26.3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","静かで住みやすい住環境である","全くそう思わない","46","7.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","静かで住みやすい住環境である","無回答","16","2.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","緑を身近に感じることができる","強くそう思う","121","18.4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","緑を身近に感じることができる","どちらかといえばそう思う","303","46.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","緑を身近に感じることができる","あまりそう思わない","182","27.7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","緑を身近に感じることができる","全くそう思わない","33","5.0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","緑を身近に感じることができる","無回答","19","2.9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","運河沿いにおいて、にぎわいやうるおいを感じることができる","強くそう思う","53","8.1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。","運河沿いにおいて、にぎわいやうるおいを感じることができる","どちらかといえばそう思う","224","34.0"
