分類/品目/銘柄/単位,2009年3月,2010年1月,2010年2月,2010年3月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリ(5kg入り）/1袋(円),2577,2479,2522,2503,
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリを除く(5kg入り）/1袋(円),2219,2166,2178,2173,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1841,1775,1763,1763,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),597,596,602,596,
（穀類）/食パン/普通品/1kg(円),503,433,440,442,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),97,95,96,95,
（穀類）/カレーパン/揚げパン、普通品/100g(円),111,106,106,107,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),39,39,39,40,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g(円),71,68,68,68,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),203,172,179,173,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),149,145,146,146,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),114,110,115,113,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋(円),239,230,229,228,
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋(円),928,853,833,882,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),397,402,386,376,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),113,107,104,139,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),126,102,95,106,
（魚介類）/かつお/切り身（刺身用）/100g(円),260,        -,        -,285,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),192,184,180,187,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),222,214,219,215,
（魚介類）/さば/まさば又はごまさば、切り身/100g(円),127,103,113,149,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),62,65,63,59,
（魚介類）/たい/まだい、刺身用、さく/100g(円),597,566,552,560,
（魚介類）/ぶり/切り身/100g(円),247,239,237,233,
（魚介類）/いか/するめいか/100g(円),91,78,83,86,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),257,248,247,243,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),245,254,234,235,
（魚介類）/あさり/殻付き/100g(円),124,121,118,116,
（魚介類）/かき/まがき、むき身/100g(円),262,302,278,252,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),209,182,181,176,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),168,161,165,161,
（魚介類）/たらこ/並/100g(円),526,477,464,466,
（魚介類）/しらす干し/並/100g(円),471,417,426,411,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),177,158,165,160,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),122,114,111,111,
（魚介類）/煮干し/かたくちいわし、並/100g(円),255,222,223,221,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),182,159,159,157,
（魚介類）/さつま揚げ/並/100g(円),132,124,123,123,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),139,137,136,131,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),179,180,182,181,
