分類/品目/銘柄/単位,2009年8月,2010年6月,2010年7月,2010年8月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリ(5kg入り）/1袋(円),2520,2506,2465,2463,
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリを除く(5kg入り）/1袋(円),2246,2183,2141,2130,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1816,1773,1758,1758,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),603,615,598,598,
（穀類）/食パン/普通品/1kg(円),452,438,436,436,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),93,93,93,93,
（穀類）/カレーパン/揚げパン、普通品/100g(円),107,105,105,105,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),39,40,41,40,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g(円),70,66,66,66,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),190,176,174,176,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),145,147,147,146,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),115,110,113,110,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋(円),231,227,225,222,
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋(円),992,890,874,858,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),392,399,392,384,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),114,108,109,117,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),84,89,89,75,
（魚介類）/かつお/切り身（刺身用）/100g(円),245,233,209,161,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),195,173,181,218,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),213,219,227,215,
（魚介類）/さば/まさば又はごまさば、切り身/100g(円),102,122,108,104,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),109,59,110,141,
（魚介類）/たい/まだい、刺身用、さく/100g(円),582,567,568,564,
（魚介類）/ぶり/切り身/100g(円),256,249,257,259,
（魚介類）/いか/するめいか/100g(円),76,99,91,79,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),250,239,232,233,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),238,235,228,240,
（魚介類）/あさり/殻付き/100g(円),121,116,117,118,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),201,186,194,202,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),160,164,158,155,
（魚介類）/たらこ/並/100g(円),491,452,443,432,
（魚介類）/しらす干し/並/100g(円),437,419,408,411,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),176,160,156,155,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),130,108,107,108,
（魚介類）/煮干し/かたくちいわし、並/100g(円),257,212,215,215,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),182,151,146,146,
（魚介類）/さつま揚げ/並/100g(円),126,120,116,121,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),135,135,134,136,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),180,179,177,177,
（魚介類）/かつお節/かつおかれぶし削りぶし、パック入り（3g×10袋入り）、普通品/1パック(円),275,286,282,277,
（魚介類）/塩辛/いかの塩辛、並/100g(円),199,169,173,168,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),232,225,228,223,
（魚介類）/魚介つくだ煮/小女子、ちりめん又はしらす、並/100g(円),458,498,487,488,平成22年1月から基本銘柄改正
（魚介類）/いくら/さけ卵塩漬波/100g(円),        -,969,947,937,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り3缶パック又は4缶パック/1缶(円),159,114,113,111,
（肉類）/牛肉/国産品、ロース/100g(円),880,800,812,808,
（肉類）/牛肉/肩肉/100g(円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、肩ロース又はもも/100g(円),346,207,200,200,
（肉類）/豚肉/ロース/100g(円),239,239,241,239,
（肉類）/豚肉/もも肉/100g(円),178,168,171,171,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),129,131,129,130,
（肉類）/レバー/豚レバー/100g(円),117,120,120,120,
（肉類）/ハム/ロースハム、JAS格付けなし、普通品/100g(円),266,234,235,231,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・特級/100g(円),205,195,194,196,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),245,233,235,237,
（乳卵類）/牛乳/瓶入り（180ML）配達、瓶代を除く、月極め/1本(円),113,114,115,115,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),212,217,216,217,
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治ほほえみ」/1缶(円),2342,2317,2294,2317,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),379,370,361,367,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋(円),295,287,268,272,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),587,596,592,599,
（乳卵類）/ヨーグルト/プレーンヨーグルト、400～450g入り/100g(円),40,39,41,39,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),206,213,220,213,
（野菜・海草）/キャベツ//1kg(円),159,168,164,169,
（野菜・海草）/ほうれんそう//1kg(円),972,684,950,1288,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),214,225,206,222,
（野菜・海草）/ねぎ//1kg(円),712,701,701,638,
（野菜・海草）/レタス/玉レタス/1kg(円),523,377,317,511,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,17,17,17,
（野菜・海草）/ブロッコリー//1kg(円),656,640,585,770,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),141,156,162,147,
（野菜・海草）/さつまいも//1kg(円),581,496,612,655,
（野菜・海草）/じゃがいも//1kg(円),396,406,368,352,
（野菜・海草）/さといも/こいも、土付き/1kg(円),764,792,795,753,
（野菜・海草）/だいこん//1kg(円),195,164,165,173,
（野菜・海草）/にんじん//1kg(円),380,389,392,468,
（野菜・海草）/ごぼう//1kg(円),774,790,833,839,
（野菜・海草）/たまねぎ/赤玉ねぎを除く/1kg(円),251,236,226,237,平成22年2月から基本銘柄改正
（野菜・海草）/れんこん//1kg(円),1414,1776,1978,1366,
（野菜・海草）/ながいも//1kg(円),616,688,665,704,
（野菜・海草）/しょうが/根しょうが/100g(円),        -,126,122,126,
（野菜・海草）/えだまめ//100g(円),132,187,120,98,
（野菜・海草）/さやいんげん//100g(円),160,183,176,212,
（野菜・海草）/かぼちゃ//1kg(円),396,525,516,439,
（野菜・海草）/きゅうり//1kg(円),498,460,450,416,
（野菜・海草）/なす//1kg(円),477,582,553,492,
（野菜・海草）/トマト//1kg(円),579,554,550,574,
（野菜・海草）/ピーマン//100g(円),71,81,75,70,
（野菜・海草）/生しいたけ//100g(円),188,173,171,171,
（野菜・海草）/えのきだけ//100g(円),49,49,46,43,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),77,77,74,72,
（野菜・海草）/あずき/国産品（大納言を除く）、並/100g(円),134,140,138,137,
（野菜・海草）/干ししいたけ/こうしん、国産品、並/100g(円),1602,1586,1553,1535,
（野菜・海草）/のり/焼きのり、袋入り（全形10枚入り）、普通品/1帖(円),452,435,437,433,平成22年2月から基本銘柄改正
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/100g(円),251,264,253,259,
（野菜・海草）/こんぶ/板こんぶ、国産品、並/100g(円),658,672,610,604,
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/100g(円),1115,1119,1108,1067,
（野菜・海草）/豆腐/木綿豆腐、並/100g(円),33,32,31,31,
（野菜・海草）/油揚げ/薄揚げ/100g(円),141,139,138,135,
（野菜・海草）/納豆/丸大豆納豆、「50g×3個」又は「45g×3個」/1パック(円),108,116,108,116,
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),55,54,54,54,
（野菜・海草）/梅干し/調味梅干し、並/100g(円),179,173,175,167,
（野菜・海草）/たくあん漬/並/100g(円),93,93,93,93,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),97,96,95,95,
（野菜・海草）/こんぶつくだ煮/並/100g(円),216,215,216,217,
（野菜・海草）/はくさい漬/塩漬/100g(円),77,77,76,77,
（野菜・海草）/キムチ/はくさいキムチ（200～600g）並/100g(円),140,104,103,103,平成22年3月から基本銘柄改正
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量190g/1缶(円),150,151,151,150,
（果物）/りんご/つがる、1個200～400g/1kg(円),692,        -,        -,770,
（果物）/りんご/ふじ、1個250～385g/1kg(円),        -,529,586,        -,
（果物）/みかん/温州みかん、1個70g～130g/1kg(円),        -,        -,        -,        -,
（果物）/レモン/輸入品、1個100～160g/1kg(円),539,512,527,540,
（果物）/グレープフルーツ/1個350～520g/1kg(円),281,282,283,268,
（果物）/オレンジ/輸入品、バレンシア又はネーブルオレンジ、1個170～310g/1kg(円),377,375,373,362,
（果物）/いよかん/1個200～300g/1kg(円),        -,        -,        -,        -,
（果物）/なし/幸水又は豊水、1個300g～450g/1kg(円),506,        -,        -,603,
（果物）/ぶどう/デラウェア/1kg(円),1000,1802,1455,1037,
（果物）/ぶどう/巨峰/1kg(円),1257,        -,1762,1384,
（果物）/かき/1個190～260g/1kg(円),        -,        -,        -,        -,
（果物）/もも/1個200～350g/1kg(円),715,        -,855,773,
（果物）/すいか/赤肉（小玉すいかを除く）/1kg(円),269,364,302,288,
（果物）/メロン/ネット系メロン/1kg(円),513,682,511,462,
（果物）/いちご//100g(円),        -,        -,        -,        -,
（果物）/さくらんぼ/国内産/100g(円),        -,451,207,        -,
（果物）/バナナ//1kg(円),234,227,226,224,
（果物）/キウイフルーツ/1個85～144g/1kg(円),727,741,710,736,
（果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量425g入り、普通品/1缶(円),120,108,105,105,
（果物）/もも缶詰/黄桃、内容総量410～425g入り、普通品/1缶(円),        -,        -,        -,        -,
（油脂・調味料）/食用油/キャノーラ（なたね油）、ポリ容器入り（1000g入り）/1本(円),408,367,353,357,
（油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（320g入り）/1箱(円),247,242,253,244,
（油脂・調味料）/食塩/家庭用、袋入り（1kg入り）、「食塩」/1袋(円),111,111,111,111,
（油脂・調味料）/しょう油/濃口、特級、JAS規格品、ポリ容器入り（1L入り）/1本(円),287,275,266,271,
（油脂・調味料）/みそ/米みそ、カップ入り（750g入り）、並/1個(円),358,363,359,362,
（油脂・調味料）/砂糖/上白、袋入り（1kg入り）/1袋(円),204,212,213,215,
（油脂・調味料）/酢/瓶詰（500mL入り）、「ミツカン酢（黒マーク）」/1本(円),157,154,153,148,
（油脂・調味料）/ソース/濃厚ソース、特級、ポリ容器入り（500mL入り）/1本(円),268,252,249,252,
（油脂・調味料）/トマトケチャップ/ポリ容器（500g入り）/1本(円),257,230,228,232,
（油脂・調味料）/マヨネーズ/ポリ容器入り（500g入り）、「キューピーマヨネーズ」/1本(円),312,296,295,297,
（油脂・調味料）/ジャム/いちごジャムプレザーブスタイル、瓶詰（165g入り）/1瓶(円),207,203,210,203,平成22年3月から基本銘柄改正
（油脂・調味料）/ドレッシング/乳化液状ドレッシング瓶入り（170ml入り）「キューピー深煎りごまドレッシング」/1本(円),        -,224,226,224,
（油脂・調味料）/カレールウ/固形、箱入り（238g）「バーモントカレー」/1箱(円),233,232,223,225,平成22年3月から基本銘柄改正
（油脂・調味料）/即席スープ/粉末、ポタージュ、コーンクリーム、箱入り(3袋、57．6g入り）/1箱(円),181,175,172,174,
（油脂・調味料）/風味調味料/かつお風味、箱入り（40g×3）「ほんだし」/1箱(円),350,331,333,322,
（油脂・調味料）/液体調味料/瓶詰「エバラ焼肉のたれ黄金の味」（400g入り）/1本(円),415,395,371,358,
（油脂・調味料）/ふりかけ/袋入り「丸美屋のりたま」（62g入り）/1袋(円),208,206,201,196,
（油脂・調味料）/中華合わせ調味料/麻婆豆腐の素、箱入り(162g入り)「丸美屋麻婆豆腐の素」/1箱(円),216,205,214,208,
（油脂・調味料）/パスタソース/レトルトパウチ食品ミートソース袋入り(260g入り)「マ・マートマトの果肉たっぷりのミートソース」又は「キューピー/1袋(円),        -,148,148,148,
（菓子類）/ようかん/練りようかん、普通品/100g(円),278,267,258,269,
（菓子類）/まんじゅう/小麦粉製、あずきあん入り、並/100g(円),128,127,127,124,
（菓子類）/だいふく餅/白、あずきあん入り，普通品/100g(円),109,111,112,110,
（菓子類）/カステラ/普通品/100g(円),215,224,227,222,
（菓子類）/ケーキ/いちごショートケーキ（1個60～100g）/100g(円),417,416,415,415,
（菓子類）/シュークリーム/カスタードクリーム入り/100g(円),161,158,155,155,
（菓子類）/プリン/グリコプッチンプリン（75g×3個）/1パック(円),177,174,177,172,
（菓子類）/ビスケット/箱入り（3枚パック×8袋入り）、「森永マリー」/100g(円),152,144,136,135,
（菓子類）/あめ/のどあめ、袋入り（個別包装紙込み）（90g入り）/1袋(円),191,187,189,187,
（菓子類）/せんべい/うるち米粉製せんべい、しょう油味、個装タイプ袋入り、普通品/100g(円),143,138,139,137,平成22年2月から基本銘柄改正
（菓子類）/かわらせんべい/小麦粉製せんべい、並/100g(円),150,146,139,136,
（菓子類）/チョコレート/板チョコレート58g「明治ミルクチョコレート」/1枚(円),106,93,93,93,
（菓子類）/落花生/バターピーナッツ、普通品/100g(円),136,116,118,117,
（菓子類）/チューインガム/粒ガム「キシリトールネオ」（14粒入り）/1個(円),120,119,119,118,
（菓子類）/アイスクリーム/バニラアイスクリーム､カップ入り(120ML入り)、｢ハーゲンダッツバニラ｣/1個(円),268,269,268,267,
（菓子類）/ポテトチップス/袋入り（60～95g入り）、成型ポテトチップスを除く/100g(円),185,169,172,169,
（菓子類）/ゼリー/フルーツゼリー、果肉入り、カップ入り（150～200g入り）、普通品/1個(円),120,113,107,109,平成22年2月から基本銘柄改正
（調理食品）/弁当/持ち帰り弁当幕の内並/1個(円),545,542,542,542,
（調理食品）/調理パン/サンドイッチ、タマゴサンド又はミックスサンド/100g(円),181,177,177,182,平成22年1月から基本銘柄改正
（調理食品）/おにぎり/さけ入り、並/1個(円),123,117,113,114,
（調理食品）/冷凍調理ピラフ/えびピラフ、袋入り（430～500g入り）/100g(円),94,92,91,91,
（調理食品）/すし(弁当)/持ち帰りずし、にぎりずし、8～10個入り、並/1パック(円),676,657,659,675,
（調理食品）/調理パスタ/冷凍スパゲッティー、袋入り(260～301g入り)/1袋(円),275,255,242,246,
（調理食品）/うなぎかば焼き/国産品、長焼き、1匹（120～210g）、並/100g(円),831,855,835,856,
（調理食品）/焼き魚/さば切り身塩焼き/100g(円),        -,249,236,244,
（調理食品）/サラダ/並、ポテトサラダ/100g(円),138,138,136,136,
（調理食品）/煮豆/金時豆、並/100g(円),133,129,129,130,平成22年2月から基本銘柄改正
（調理食品）/きんぴら/ごぼうとにんじんのきんぴら/100g(円),        -,264,263,258,
（調理食品）/コロッケ/並/100g(円),103,101,103,102,
（調理食品）/豚カツ/ロース100g程度を揚げたもの/1枚(円),384,353,350,351,
（調理食品）/からあげ/鶏肉、骨なし/100g(円),184,177,176,176,
（調理食品）/やきとり/鶏肉もも/1本(円),        -,102,102,102,
（調理食品）/冷凍調理コロッケ/油調理済みコロッケ、ポテトタイプ、パッケージ入り/100g(円),148,135,135,135,
（調理食品）/冷凍調理ハンバーグ/6個入り、内容量140～170g/100g(円),166,162,149,163,
（調理食品）/調理カレー/「カリー屋カレー」（200g）/1箱(円),106,102,100,105,
（調理食品）/ぎょうざ/蒸しぎょうざ（冷蔵）、肉入り、10～15個入り/100g(円),104,103,100,97,
（調理食品）/混ぜごはんのもと/五目ずしの素、袋入り（295．4g入り）/1袋(円),333,320,302,334,
（飲料）/緑茶/番茶、上/100g(円),        -,        -,        -,        -,
（飲料）/緑茶/せん茶、中/100g(円),618,625,617,617,
（飲料）/紅茶/ティーバッグ、25袋入り/1箱(円),258,252,258,255,
（飲料）/茶飲料/緑茶飲料、ペットボトル入り（500mL入り）/1本(円),101,100,100,99,平成22年1月から基本銘柄改正
（飲料）/インスタントコーヒー/フリーズドライ、瓶入り（100g入り）/1本(円),694,602,599,581,平成22年1月から基本銘柄改正
（飲料）/コーヒー豆/レギュラーコーヒー（粉）、ブレンド、袋入り（450～500g入り）/1袋(円),126,124,131,122,
（飲料）/コーヒー飲料/コーヒー、缶入り（190g入り）/1缶(円),98,95,92,95,
（飲料）/果実飲料/濃縮還元ジュース、紙容器入り（1，000mL入り）/1本(円),182,186,181,178,
（飲料）/果実飲料/20～30％果実果汁、ペットボトル入り（1500mL入り）/1本(円),212,200,197,195,
（飲料）/野菜ジュース/トマトジュース、野菜汁50％・果汁50％入り、紙容器入り（200ml入り）/1本(円),306,94,94,94,
（飲料）/コーラ/ペットボトル入り（500mL入り）、「コカ・コーラ」/1本(円),105,99,99,98,
（飲料）/乳酸菌飲料/「カルピス、紙容器入りmL500～600mL入り）」/1本(円),72,72,68,72,
（飲料）/乳酸菌飲料/配達1本月ぎめ、「ヤクルト400（80mL入り）」/1本(円),74,74,74,74,
（飲料）/スポーツドリンク/ペットボトル入り（500mL入り）/1本(円),113,112,112,114,
（飲料）/ミネラルウォーター/ペットボトル入り（2000mL入り)/1本(円),136,125,127,127,
（酒類）/清酒/特撰又は特撰に相当する本醸造酒､瓶詰(1800mL入り)/1本(円),        -,        -,        -,        -,
（酒類）/清酒/上撰又は上撰に相当する普通酒、瓶詰(1800mL入り)/1本(円),        -,        -,        -,        -,
（酒類）/清酒/普通酒、紙容器入り(2000mL入り)、13度以上16度未満/1本(円),1131,1115,1101,1094,
（酒類）/焼ちゅう/乙類、アルコール分25度（1800mL入り）/1本(円),1707,1681,1683,1681,
（酒類）/チューハイ/缶入り（350mL入り）/1本(円),131,127,128,127,
（酒類）/ビール（国産品）/淡色、缶入り（350mL入り）、6缶入り/1パック(円),1213,1224,1212,1195,
