分類/品目/銘柄/単位,2009年9月,2010年7月,2010年8月,2010年9月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリ(5kg入り）/1袋(円),2549,2465,2463,2478,
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリを除く(5kg入り）/1袋(円),2218,2141,2130,2167,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1835,1758,1758,1704,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),605,598,598,589,
（穀類）/食パン/普通品/1kg(円),450,436,436,439,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),92,93,93,93,
（穀類）/カレーパン/揚げパン、普通品/100g(円),107,105,105,104,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),40,41,40,41,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g(円),70,66,66,68,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),187,174,176,177,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),146,147,146,145,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),113,113,110,107,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋(円),229,225,222,221,
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋(円),951,874,858,848,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),389,392,390,384,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),111,109,112,93,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),101,89,79,101,
（魚介類）/かつお/切り身（刺身用）/100g(円),245,209,166,178,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),193,181,207,180,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),213,227,215,226,
（魚介類）/さば/まさば又はごまさば、切り身/100g(円),101,108,103,110,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),72,110,118,93,
（魚介類）/たい/まだい、刺身用、さく/100g(円),576,568,565,563,
（魚介類）/ぶり/切り身/100g(円),254,257,260,243,
（魚介類）/いか/するめいか/100g(円),76,91,84,86,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),247,232,233,230,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),246,228,240,234,
（魚介類）/あさり/殻付き/100g(円),121,117,118,116,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),199,194,202,197,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),163,158,155,152,
（魚介類）/たらこ/並/100g(円),487,443,432,434,
（魚介類）/しらす干し/並/100g(円),433,408,411,410,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),172,156,155,153,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),122,107,108,109,
（魚介類）/煮干し/かたくちいわし、並/100g(円),255,215,215,211,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),169,146,146,147,
（魚介類）/さつま揚げ/並/100g(円),124,116,121,121,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),137,134,136,137,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),178,177,177,173,
（魚介類）/かつお節/かつおかれぶし削りぶし、パック入り（3g×10袋入り）、普通品/1パック(円),271,282,277,275,
（魚介類）/塩辛/いかの塩辛、並/100g(円),196,173,168,170,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),229,228,223,219,
（魚介類）/魚介つくだ煮/小女子、ちりめん又はしらす、並/100g(円),456,487,488,475,平成22年1月から基本銘柄改正
（魚介類）/いくら/さけ卵塩漬波/100g(円),        -,947,937,895,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り3缶パック又は4缶パック/1缶(円),159,113,111,112,
（肉類）/牛肉/国産品、ロース/100g(円),875,812,808,808,
（肉類）/牛肉/肩肉/100g(円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、肩ロース又はもも/100g(円),352,200,200,195,
（肉類）/豚肉/ロース/100g(円),239,241,239,237,
（肉類）/豚肉/もも肉/100g(円),178,171,171,176,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),126,129,130,129,
（肉類）/レバー/豚レバー/100g(円),117,120,120,119,
（肉類）/ハム/ロースハム、JAS格付けなし、普通品/100g(円),260,235,231,235,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・特級/100g(円),200,194,196,196,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),243,235,237,234,
（乳卵類）/牛乳/瓶入り（180ML）配達、瓶代を除く、月極め/1本(円),113,115,115,115,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),215,216,217,217,
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治ほほえみ」/1缶(円),2365,2294,2317,2331,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),376,361,367,363,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋(円),282,268,272,270,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),596,592,599,592,
（乳卵類）/ヨーグルト/プレーンヨーグルト、400～450g入り/100g(円),42,41,39,41,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),223,220,213,223,
（野菜・海草）/キャベツ//1kg(円),181,164,166,153,
（野菜・海草）/ほうれんそう//1kg(円),920,950,1244,1339,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),251,206,232,282,
（野菜・海草）/ねぎ//1kg(円),528,701,661,636,
（野菜・海草）/レタス/玉レタス/1kg(円),449,317,536,466,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,17,17,17,
（野菜・海草）/ブロッコリー//1kg(円),694,585,748,797,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),158,162,150,175,
（野菜・海草）/さつまいも//1kg(円),467,612,655,467,
（野菜・海草）/じゃがいも//1kg(円),340,368,352,344,
（野菜・海草）/さといも/こいも、土付き/1kg(円),649,795,753,577,
（野菜・海草）/だいこん//1kg(円),182,165,180,193,
（野菜・海草）/にんじん//1kg(円),373,392,468,468,
（野菜・海草）/ごぼう//1kg(円),760,833,839,795,
（野菜・海草）/たまねぎ/赤玉ねぎを除く/1kg(円),248,226,234,245,平成22年2月から基本銘柄改正
（野菜・海草）/れんこん//1kg(円),962,1978,1309,894,
（野菜・海草）/ながいも//1kg(円),632,665,704,713,
（野菜・海草）/しょうが/根しょうが/100g(円),        -,122,126,123,
（野菜・海草）/えだまめ//100g(円),123,120,104,131,
（野菜・海草）/さやいんげん//100g(円),164,176,209,238,
（野菜・海草）/かぼちゃ//1kg(円),386,516,441,323,
（野菜・海草）/きゅうり//1kg(円),480,450,480,620,
（野菜・海草）/なす//1kg(円),450,553,473,569,
（野菜・海草）/トマト//1kg(円),658,550,603,825,
（野菜・海草）/ピーマン//100g(円),65,75,71,73,
（野菜・海草）/生しいたけ//100g(円),180,171,171,174,
（野菜・海草）/えのきだけ//100g(円),52,46,43,48,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),82,74,72,76,
（野菜・海草）/あずき/国産品（大納言を除く）、並/100g(円),139,138,137,135,
（野菜・海草）/干ししいたけ/こうしん、国産品、並/100g(円),1566,1553,1535,1565,
（野菜・海草）/のり/焼きのり、袋入り（全形10枚入り）、普通品/1帖(円),457,437,433,436,平成22年2月から基本銘柄改正
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/100g(円),255,253,259,257,
（野菜・海草）/こんぶ/板こんぶ、国産品、並/100g(円),650,610,604,588,
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/100g(円),1114,1108,1067,1096,
（野菜・海草）/豆腐/木綿豆腐、並/100g(円),32,31,31,31,
（野菜・海草）/油揚げ/薄揚げ/100g(円),144,138,135,138,
（野菜・海草）/納豆/丸大豆納豆、「50g×3個」又は「45g×3個」/1パック(円),121,108,116,112,
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),55,54,54,53,
（野菜・海草）/梅干し/調味梅干し、並/100g(円),179,175,167,172,
（野菜・海草）/たくあん漬/並/100g(円),94,93,93,91,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),100,95,95,96,
（野菜・海草）/こんぶつくだ煮/並/100g(円),221,216,217,219,
（野菜・海草）/はくさい漬/塩漬/100g(円),79,76,77,77,
（野菜・海草）/キムチ/はくさいキムチ（200～600g）並/100g(円),138,103,103,108,平成22年3月から基本銘柄改正
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量190g/1缶(円),148,151,150,151,
（果物）/りんご/つがる、1個200～400g/1kg(円),441,        -,697,545,
（果物）/りんご/ふじ、1個250～385g/1kg(円),        -,586,        -,        -,
（果物）/みかん/温州みかん、1個70g～130g/1kg(円),1007,        -,        -,990,
（果物）/レモン/輸入品、1個100～160g/1kg(円),581,527,540,548,
（果物）/グレープフルーツ/1個350～520g/1kg(円),287,283,268,286,
