分類/品目/銘柄/単位,2009年5月,2010年3月,2010年4月,2010年5月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリ(5kg入り）/1袋(円),2575,2503,2519,2508,
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリを除く(5kg入り）/1袋(円),2251,2173,2167,2185,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1811,1763,1770,1763,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),608,596,616,604,
（穀類）/食パン/普通品/1kg(円),459,442,447,431,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),97,95,95,94,
（穀類）/カレーパン/揚げパン、普通品/100g(円),110,107,107,104,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),40,40,40,41,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g(円),69,68,67,67,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),190,173,171,170,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),147,146,146,146,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),113,113,114,116,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋(円),236,228,226,225,
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋(円),975,882,874,877,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),388,388,396,385,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),111,134,123,112,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),110,106,101,108,
（魚介類）/かつお/切り身（刺身用）/100g(円),243,277,250,255,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),157,193,173,178,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),214,215,225,224,
（魚介類）/さば/まさば又はごまさば、切り身/100g(円),117,135,109,110,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),61,59,61,61,
（魚介類）/たい/まだい、刺身用、さく/100g(円),556,553,554,573,
（魚介類）/ぶり/切り身/100g(円),249,232,229,235,
（魚介類）/いか/するめいか/100g(円),117,90,98,117,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),258,243,252,241,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),250,235,235,233,
（魚介類）/あさり/殻付き/100g(円),126,116,113,112,
（魚介類）/かき/まがき、むき身/100g(円),        -,248,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),209,176,191,193,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),167,161,164,164,
（魚介類）/たらこ/並/100g(円),535,466,441,455,
（魚介類）/しらす干し/並/100g(円),448,411,408,412,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),176,160,154,151,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),126,111,112,109,
（魚介類）/煮干し/かたくちいわし、並/100g(円),255,221,226,219,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),176,157,159,153,
（魚介類）/さつま揚げ/並/100g(円),128,123,119,119,
