"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","総合的な情報を持つ相談窓口","73","29.8","32.0"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","専門的知識を持ち、的確なアドバイスができる人材","110","44.9","48.2"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","わかりやすい情報提供","72","29.4","31.6"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","相談から具体的解決の行動までのしくみ","65","26.5","28.5"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","身近な場所で気軽に相談できる窓口","60","24.5","26.3"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","電話で気軽に相談できる窓口","34","13.9","14.9"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","現在ある相談窓口の充実","29","11.8","12.7"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","その他","11","4.5","4.8"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","特にない","43","17.6","18.9"
"202003","行政支援、団体支援について","Q36. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","無回答","17","6.9",

"港区保健福祉基礎調査（知的障害者）・単純集計表・行政支援団体支援についてQ36","Ver202003",,,,,
