20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,7,-,7,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,"9,079","1,224",39,251,213,-,448,"2,163","4,741",364,175,189,150,67,53,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,439,-,-,37,-,-,373,-,29,4,4,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,"1,180",114,-,-,-,-,-,"1,042",24,68,68,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,827,165,-,5,-,-,15,-,642,53,8,45,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,112,-,-,-,112,-,-,-,-,-,-,-,102,67,5,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,"3,618",27,-,9,-,-,58,-,"3,524",-,-,-,15,-,15,36,自動車部品,,,,,
37,その他輸送機械,-,113,10,-,-,60,-,-,-,43,-,-,-,1,-,1,37,その他輸送機械,,,,,
38,産業機械,-,"2,458",698,39,143,41,-,2,"1,114",421,197,87,110,22,-,22,38,産業機械,,,,,
39,電気機械,-,242,139,-,57,-,-,-,7,39,36,2,34,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,86,71,-,-,-,-,-,-,15,2,2,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,4,-,-,-,-,-,-,-,4,1,1,-,2,-,2,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,8,42,その他機械,,,,,
化学工業品,,-,"7,728","1,584",105,775,150,75,810,630,"3,599",142,41,101,-,-,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,30,-,30,-,-,-,44,セメント,,,,,
45,ガラス類,-,735,-,-,90,-,45,-,-,600,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,22,3,-,-,-,-,-,-,19,51,41,10,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,34,34,-,-,-,-,-,-,-,1,-,1,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,"1,290",432,30,18,-,-,525,-,285,15,-,15,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,"5,647","1,115",75,667,150,30,285,630,"2,695",45,-,45,-,-,-,56,その他化学工業品,,,,,
軽工業品,,15,170,115,-,10,15,-,-,-,30,58,30,28,-,-,-,軽工業品,,,,,,
57,紙・パルプ,-,49,19,-,-,-,-,-,-,30,-,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,106,96,-,10,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,15,-,-,-,15,-,-,-,-,58,30,28,-,-,-,61,製造食品,,,,,
62,飲料,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,735,139,95,-,197,-,4,-,300,203,64,139,11,-,11,雑工業品,,,,,,
66,がん具,-,16,14,-,-,-,-,-,-,2,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,242,33,-,-,197,-,-,-,12,-,-,-,4,-,4,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,212,71,-,-,-,-,-,-,141,15,4,11,1,-,1,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,1,-,-,-,-,-,-,-,1,15,15,-,6,-,6,69,家具装備品,,,,,
70,その他日用品,-,5,-,-,-,-,-,4,-,1,-,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,225,20,95,-,-,-,-,-,110,173,45,128,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,34,1,-,-,-,-,-,-,33,-,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,-,687,105,116,-,-,-,-,-,466,-,-,-,20,-,19,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,18,79,輸送用容器,,,,,
80,取合せ品,-,687,105,116,-,-,-,-,-,466,-,-,-,1,-,1,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
