17,薪炭,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,"70,152",375,-,-,135,-,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,"57,798",-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,105,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,"1,627",255,-,-,15,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,"4,655",-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,"1,939",-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,"3,983",120,-,-,120,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,-,-,"291,891",50,-,-,-,-,-,32,-,-,-,-,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,"15,987",-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,"9,481",-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,"7,057",-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,"37,299",-,-,-,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,"1,389",-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,"6,342",-,-,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,"1,793",-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,"4,538",-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,"52,345",-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,"2,572",-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,"96,863",-,-,-,-,-,-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,"33,480",50,-,-,-,-,-,32,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,"19,549",-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,"2,030",-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,"1,166",-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,330,-,-,"361,498","1,763",-,120,22,135,615,-,-,-,-,-,-,化学工業品,,,,,,
43,陶磁器,-,-,-,"7,618",-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,"4,260",-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,"11,245",-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,"30,661",-,-,-,-,-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,"4,369",-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,"2,075",-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,330,-,-,"79,155","1,411",-,15,-,135,405,-,-,-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,"6,070",225,-,-,-,-,210,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,"216,030",127,-,105,22,-,-,-,-,-,-,-,-,56,その他化学工業品,,,,,
軽工業品,,-,-,-,"711,630",985,12,60,-,45,-,-,-,45,-,-,-,軽工業品,,,,,,
57,紙・パルプ,-,-,-,"69,929",847,-,-,-,45,-,-,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,"1,721",-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,"15,297",-,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,"15,864",-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,-,"271,968",45,-,-,-,-,-,-,-,45,-,-,-,61,製造食品,,,,,
62,飲料,-,-,-,"230,150",51,-,30,-,-,-,-,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,"26,647",42,12,30,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,"17,181",-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,"62,873",-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,-,-,"364,374",316,-,20,60,-,-,-,-,-,-,-,210,雑工業品,,,,,,
66,がん具,-,-,-,"6,890",-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,"29,087",15,-,-,15,-,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,"20,967",20,-,20,-,-,-,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,"79,747",210,-,-,-,-,-,-,-,-,-,-,210,69,家具装備品,,,,,
70,その他日用品,-,-,-,"16,178",-,-,-,-,-,-,-,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,"53,837",-,-,-,-,-,-,-,-,-,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,"140,907",26,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,"16,761",45,-,-,45,-,-,-,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,-,-,-,"125,077",44,-,-,-,-,-,-,-,14,-,-,-,特殊品,,,,,,
74,金属くず,-,-,-,"3,378",-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,195,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,"27,636",-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,"37,998",-,-,-,-,-,-,-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,-,-,-,"55,870",44,-,-,-,-,-,-,-,14,-,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
