,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,ヨーロッパ,,,,,,,,,,,,,品種,,,,,,
,,バーレーン,ブルネイ,,計,ノルウェー,,,,,,,,,,,,,,,,,,
,,諸港（バーレーン）,小計,ムアラ,,小計,ベルゲン,クルスチャンサン,オスロ,フレドリクスタ,ブレビク,スタバンゲル,ハウゲスン,オーレスン,フローラ,ヘレト,イコルネ,,,,,,,
合計,,980,60,60,"2,410,937","19,724",896,200,847,390,615,32,"1,138","4,853",990,"1,680",210,合計,,,,,,
農水産品,,650,60,60,"223,540","15,951",884,-,390,210,-,-,"1,138","4,794",990,"1,680",-,農水産品,,,,,,
1,麦,-,-,-,"2,730",-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,143,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,"7,889",-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,"34,034",-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,316,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,"111,000",60,-,-,30,-,-,-,-,30,-,-,-,10,その他畜産品,,,,,
11,水産品,650,60,60,"67,382","15,891",884,-,360,210,-,-,"1,138","4,764",990,"1,680",-,11,水産品,,,,,
林産品,,-,-,-,"262,775",240,-,-,240,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,"260,541",240,-,-,240,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,385,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,"1,122",-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,600,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
