15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,74,-,-,-,15,-,-,-,59,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,74,-,-,-,15,-,-,-,59,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,729,1,238,119,"55,882",64,-,176,"33,393",373,399,31,"18,888",-,75,"2,483",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,"4,602",-,-,-,"1,063",-,-,-,"3,539",-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,192,-,-,1,25,-,133,-,33,-,-,-,30,非鉄金属,,,,,
31,金属製品,67,-,-,102,983,-,-,49,326,24,-,1,126,-,75,382,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,6,-,-,-,-,-,-,-,6,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,"3,226",-,-,-,10,-,-,-,"3,216",-,-,-,35,二輪自動車,,,,,
36,自動車部品,14,-,-,4,"26,893",-,-,27,"20,144",86,-,-,"6,502",-,-,134,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,"2,594",-,-,-,-,-,-,-,"2,211",-,-,383,37,その他輸送機械,,,,,
38,産業機械,596,1,139,4,"10,525",4,-,1,"9,132",125,259,8,521,-,-,475,38,産業機械,,,,,
39,電気機械,29,-,99,-,"3,856",60,-,-,"2,396",-,2,22,628,-,-,748,39,電気機械,,,,,
40,測量・光学・医療用機械,19,-,-,9,"2,903",-,-,98,200,138,-,-,"2,106",-,-,361,40,測量・光学・医療用機械,,,,,
41,事務用機器,4,-,-,-,102,-,-,-,97,-,5,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,232,-,-,1,"6,563",90,-,60,"3,210",273,61,173,"2,000",-,-,696,化学工業品,,,,,,
43,陶磁器,-,-,-,-,48,-,-,-,32,-,-,-,1,-,-,15,43,陶磁器,,,,,
44,セメント,8,-,-,-,15,-,-,-,15,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,34,-,-,-,8,-,-,-,8,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,948,-,-,-,207,-,-,-,114,-,-,627,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,15,-,-,-,15,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,92,-,-,-,"1,212",75,-,47,977,-,60,17,21,-,-,15,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,98,-,-,1,"4,317",15,-,13,"1,956",273,1,156,"1,864",-,-,39,56,その他化学工業品,,,,,
軽工業品,,123,-,15,16,"3,207",-,-,-,"2,355",145,3,458,27,1,-,218,軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,"1,076",-,-,-,904,140,3,-,27,1,-,1,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,6,5,-,-,-,-,5,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,10,-,-,10,865,-,-,-,864,-,-,-,-,-,-,1,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,30,-,15,-,"1,006",-,-,-,512,-,-,458,-,-,-,36,61,製造食品,,,,,
62,飲料,83,-,-,-,255,-,-,-,75,-,-,-,-,-,-,180,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,180,-,1,28,"4,775",15,4,27,"3,693",4,28,-,304,-,-,700,雑工業品,,,,,,
66,がん具,42,-,1,-,115,-,-,-,115,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,12,-,-,8,429,-,-,-,396,-,-,-,33,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,86,-,-,-,302,-,4,6,261,1,-,-,30,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,8,-,-,-,"2,564",-,-,-,"2,523",-,-,-,-,-,-,41,69,家具装備品,,,,,
70,その他日用品,27,-,-,-,296,15,-,19,226,-,-,-,36,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,20,901,-,-,2,45,3,28,-,175,-,-,648,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,5,-,-,-,168,-,-,-,127,-,-,-,30,-,-,11,73,その他製造工業品,,,,,
特殊品,,23,-,-,74,"4,332",-,-,-,82,150,1,-,"3,484",-,-,615,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,22,-,-,43,337,-,-,-,37,150,-,-,150,-,-,-,79,輸送用容器,,,,,
80,取合せ品,1,-,-,31,"3,995",-,-,-,45,-,1,-,"3,334",-,-,615,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
