21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,27,非金属鉱物,,,,,
金属機械工業品,,"1,261","1,032",-,222,"12,696",283,"19,404",58,-,252,181,552,117,-,540,"3,411",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,192,-,-,-,60,28,鉄鋼,,,,,
29,鋼材,-,91,-,40,-,-,-,-,-,27,-,-,-,-,-,353,29,鋼材,,,,,
30,非鉄金属,-,6,-,-,93,-,-,-,-,-,-,68,-,-,325,-,30,非鉄金属,,,,,
31,金属製品,-,125,-,-,144,-,"2,914",31,-,-,-,2,-,-,48,356,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,81,-,-,115,-,"11,556",-,-,-,-,-,-,-,8,266,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,36,37,その他輸送機械,,,,,
38,産業機械,"1,261",591,-,180,"9,771",36,"2,095",-,-,64,-,272,25,-,106,"1,202",38,産業機械,,,,,
39,電気機械,-,89,-,2,"2,262",247,485,15,-,161,181,18,3,-,-,"1,096",39,電気機械,,,,,
40,測量・光学・医療用機械,-,49,-,-,304,-,"2,354",12,-,-,-,-,-,-,53,42,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,89,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,"1,141",3,"1,137","7,489",-,"2,963",-,105,761,-,187,617,120,19,"5,602",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,25,-,-,62,-,-,-,-,-,13,45,ガラス類,,,,,
46,窯業品,-,18,-,-,"1,506",-,-,-,-,-,-,-,2,-,19,151,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,117,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,270,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,"2,275",-,4,-,-,75,-,-,-,-,-,205,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,"1,093",3,"1,137","3,438",-,"2,934",-,105,624,-,187,615,120,-,"5,101",56,その他化学工業品,,,,,
軽工業品,,-,57,-,6,383,-,-,-,-,105,-,7,19,25,-,"1,329",軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,23,-,-,-,-,-,-,-,19,25,-,868,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,8,-,6,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,20,-,-,360,-,-,-,-,93,-,7,-,-,-,394,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,67,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,506,-,345,853,-,63,-,-,565,-,-,14,-,7,"5,972",雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,15,-,-,30,-,-,-,-,16,-,-,-,-,7,198,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,12,-,-,330,-,-,-,-,30,-,-,-,-,-,31,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,225,9,-,-,-,-,-,-,-,-,-,-,729,69,家具装備品,,,,,
70,その他日用品,-,478,-,120,45,-,30,-,-,-,-,-,-,-,-,407,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,-,33,-,-,-,-,-,14,-,-,57,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,72,木製品,,,,,
73,その他製造工業品,-,1,-,-,439,-,-,-,-,519,-,-,-,-,-,"4,523",73,その他製造工業品,,,,,
特殊品,,-,714,30,"2,220",427,780,8,-,-,-,-,-,126,"2,010",239,"147,584",特殊品,,,,,,
74,金属くず,-,-,-,-,-,660,-,-,-,-,-,-,-,"1,800",-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,"2,220",77,120,-,-,-,-,-,-,126,210,-,"144,695",75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,51,-,-,315,-,-,-,-,-,-,-,-,-,235,535,79,輸送用容器,,,,,
80,取合せ品,-,663,30,-,35,-,8,-,-,-,-,-,-,-,4,"2,354",80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
