19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱
21,砂利・砂,-,"6,750","6,750",-,-,-,-,-,-,-,-,"6,750",-,-,-,-,21,砂利・砂
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石
26,原塩,-,320,320,-,-,-,-,320,-,-,-,-,-,-,-,-,26,原塩
27,非金属鉱物,-,"64,689","64,614",-,-,-,45,-,-,15,"44,400","20,154",-,75,-,75,27,非金属鉱物
金属機械工業品,,-,"5,285",515,97,-,135,31,149,-,103,-,-,-,"4,770",276,"3,674",金属機械工業品,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼
29,鋼材,-,60,60,-,-,60,-,-,-,-,-,-,-,-,-,-,29,鋼材
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属
31,金属製品,-,"2,394",359,90,-,60,-,149,-,60,-,-,-,"2,035",11,"1,994",31,金属製品
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両
33,完成自動車,-,395,-,-,-,-,-,-,-,-,-,-,-,395,22,36,33,完成自動車
34,その他輸送用車両,-,12,-,-,-,-,-,-,-,-,-,-,-,12,-,-,34,その他輸送用車両
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車
36,自動車部品,-,817,67,2,-,-,22,-,-,43,-,-,-,750,-,594,36,自動車部品
37,その他輸送機械,-,111,-,-,-,-,-,-,-,-,-,-,-,111,-,38,37,その他輸送機械
38,産業機械,-,241,-,-,-,-,-,-,-,-,-,-,-,241,15,108,38,産業機械
39,電気機械,-,433,29,5,-,15,9,-,-,-,-,-,-,404,228,82,39,電気機械
40,測量・光学・医療用機械,-,822,-,-,-,-,-,-,-,-,-,-,-,822,-,822,40,測量・光学・医療用機械
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械
化学工業品,,-,"7,805",607,15,-,45,247,-,-,300,-,-,-,"7,198",35,"5,569",化学工業品,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類
46,窯業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,窯業品
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品
54,化学薬品,-,"1,541",15,-,-,-,-,-,-,15,-,-,-,"1,526",-,"1,350",54,化学薬品
55,化学肥料,-,15,15,15,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料
56,その他化学工業品,-,"6,249",577,-,-,45,247,-,-,285,-,-,-,"5,672",35,"4,219",56,その他化学工業品
軽工業品,,-,"76,865","7,781",90,-,154,567,218,-,"1,302",-,"5,450",-,"69,084","1,132","37,870",軽工業品,
57,紙・パルプ,-,587,12,-,-,-,12,-,-,-,-,-,-,575,-,-,57,紙・パルプ
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品
59,その他繊維工業品,-,685,-,-,-,-,-,-,-,-,-,-,-,685,-,685,59,その他繊維工業品
60,砂糖,-,"2,082",-,-,-,-,-,-,-,-,-,-,-,"2,082",120,"1,962",60,砂糖
61,製造食品,-,"61,429","6,279",90,-,154,525,15,-,45,-,"5,450",-,"55,150",969,"32,781",61,製造食品
62,飲料,-,"10,444",203,-,-,-,-,203,-,-,-,-,-,"10,241",43,"2,165",62,飲料
63,水,-,179,-,-,-,-,-,-,-,-,-,-,-,179,-,179,63,水
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ
65,その他食料工業品,-,"1,459","1,287",-,-,-,30,-,-,"1,257",-,-,-,172,-,98,65,その他食料工業品
雑工業品,,-,"37,343",574,165,-,90,181,70,-,68,-,-,-,"36,769",68,"2,683",雑工業品,
66,がん具,-,18,-,-,-,-,-,-,-,-,-,-,-,18,-,18,66,がん具
67,衣服・身廻品・はきもの,-,107,40,-,-,-,15,25,-,-,-,-,-,67,-,43,67,衣服・身廻品・はきもの
68,文房具・運動娯楽用品・楽器,-,148,15,-,-,-,15,-,-,-,-,-,-,133,-,118,68,文房具・運動娯楽用品・楽器
69,家具装備品,-,450,15,-,-,-,-,15,-,-,-,-,-,435,-,300,69,家具装備品
70,その他日用品,-,217,76,-,-,-,31,-,-,45,-,-,-,141,68,73,70,その他日用品
71,ゴム製品,-,143,113,90,-,-,-,-,-,23,-,-,-,30,-,30,71,ゴム製品
72,木製品,-,"36,230",285,75,-,90,120,-,-,-,-,-,-,"35,945",-,"2,101",72,木製品
73,その他製造工業品,-,30,30,-,-,-,-,30,-,-,-,-,-,-,-,-,73,その他製造工業品
特殊品,,-,"15,208","10,504",145,-,75,90,835,-,"9,359",-,-,-,"4,674",150,"3,159",特殊品,
74,金属くず,-,982,295,145,-,75,75,-,-,-,-,-,-,687,105,309,74,金属くず
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材
76,動植物性製造飼肥料,-,"12,044","10,044",-,-,-,-,745,-,"9,299",-,-,-,"2,000",-,"1,783",76,動植物性製造飼肥料
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂
79,輸送用容器,-,280,15,-,-,-,15,-,-,-,-,-,-,265,-,265,79,輸送用容器
80,取合せ品,-,"1,902",150,-,-,-,-,90,-,60,-,-,-,"1,722",45,802,80,取合せ品
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,
