,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,　　　　　　　　アフリカ,,,,,,,,,,,,,,,,品種,
,,ガーナ,ケニア,,モザンビーク,,マダガスカル,,南アフリカ,,,,ナミビア,,,,レユニオン,,
,,諸港(ガーナ),小計,モンバサ,小計,マプト,小計,マジュンガ,小計,ダーバン,ケープタウン,諸港(南アフリカ),小計,ウォルビスベイ,リューデリッジ,諸港(ナミビア),小計,,
合計,,195,85,85,33,33,2,2,"25,487","20,653","4,657",177,"1,059",540,100,419,30,合計,
農水産品,,-,45,45,3,3,-,-,"19,657","18,787",870,-,234,-,100,134,30,農水産品,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀
6,野菜・果物,-,15,15,-,-,-,-,"18,802","18,787",15,-,-,-,-,-,-,6,野菜・果物
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花
8,その他農産品,-,-,-,-,-,-,-,150,-,150,-,-,-,-,-,-,8,その他農産品
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品
11,水産品,-,30,30,3,3,-,-,705,-,705,-,234,-,100,134,30,11,水産品
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ
