,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,0,0,1月,0,0,2月,0,0,3月,0,0,4月,0,0,5月,0,0,6月,品種,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,,
合計,,"40,663,990","15,791,781","24,872,209","3,045,927","1,153,964","1,891,963","3,235,094","1,209,607","2,025,487","3,622,523","1,424,775","2,197,748","3,468,571","1,362,706","2,105,865","3,203,759","1,282,722","1,921,037","3,470,009",合計,
農水産品,,"346,335","165,668","180,667","26,898","13,715","13,183","16,878","10,216","6,662","36,875","11,506","25,369","25,971","14,060","11,911","35,692","18,956","16,736","18,402",農水産品,
1,麦,"92,057","10,336","81,721","3,935",715,"3,220","1,170",720,450,"19,171","1,220","17,951","5,967",920,"5,047","7,207",835,"6,372","4,220",1,麦
2,米,"19,444","11,574","7,870","1,027",617,410,"1,080",735,345,"1,269",794,475,"1,775","1,100",675,"1,104",689,415,"1,200",2,米
3,とうもろこし,830,815,15,120,120,-,-,-,-,121,116,5,-,-,-,90,90,-,68,3,とうもろこし
4,豆類,"14,004","9,249","4,755",495,140,355,580,250,330,980,545,435,"1,115",785,330,"1,805","1,470",335,915,4,豆類
5,その他・雑穀,"1,360",695,665,90,60,30,90,60,30,80,40,40,230,60,170,180,70,110,60,5,その他雑穀
6,野菜・果物,"123,392","72,622","50,770","11,232","6,659","4,573","8,658","5,123","3,535","8,650","4,900","3,750","7,479","4,804","2,675","11,460","7,870","3,590","6,855",6,野菜・果物
7,綿花,150,150,-,-,-,-,-,-,-,-,-,-,150,150,-,-,-,-,-,7,綿花
8,その他農産品,"17,734","12,767","4,967",825,210,615,"1,485",860,625,"1,360",575,785,"1,676","1,236",440,"2,271","2,101",170,747,8,その他農産品
9,羊毛,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,-,9,羊毛
10,その他畜産品,"26,412","21,167","5,245","1,863","1,468",395,"1,531","1,116",415,"2,116","1,626",490,"2,137","1,347",790,"1,977","1,537",440,"1,900",10,その他畜産品
