全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
133035,004202402001,東京都瑞穂町,瑞穂中央体育館,ミズホチュウオウタイイクカン,,,,,,,,東京都西多摩郡瑞穂町大字石畑1989番地1,東京都,西多摩郡瑞穂町,大字石畑,1989番地1,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901211,,,月火水木金土日,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,有,無
133035,004202402002,東京都瑞穂町,瑞穂町営グランド,ミズホチョウエイグランド,,,,,,,,東京都西多摩郡瑞穂町大字箱根ケ崎2189番地,東京都,西多摩郡瑞穂町,大字箱根ケ崎,2189番地,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901221,,,月火水木金土日,06:30,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
133035,004202402003,東京都瑞穂町,瑞穂町営グランド庭球場,ミズホチョウエイグランドテイキュウジョウ,,,,,,,,東京都西多摩郡瑞穂町大字箱根ケ崎2189番地,東京都,西多摩郡瑞穂町,大字箱根ケ崎,2189番地,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901221,,,月火水木金土日,06:30,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
133035,004202402004,東京都瑞穂町,瑞穂町営第2グランド,ミズホチョウエイダイニグランド,,,,,,,,東京都西多摩郡瑞穂町箱根ヶ崎西松原3番地1,東京都,西多摩郡瑞穂町,箱根ヶ崎西松原,3番地1,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901223,,,月火水木金土日,06:30,19:00,※冬期(10月～3月)は午後4時30分まで,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
133035,004202402005,東京都瑞穂町,瑞穂町営第2庭球場,ミズホチョウエイダイニテイキュウジョウ,,,,,,,,東京都西多摩郡瑞穂町箱根ヶ崎西松原57番地6,東京都,西多摩郡瑞穂町,箱根ヶ崎西松原,57番地6,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901223,,,月火水木金土日,06:30,19:00,※冬期(10月～3月)は午後4時30分まで,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
133035,004202402006,東京都瑞穂町,瑞穂武道館,ミズホブドウカン,,,,,,,,東京都西多摩郡瑞穂町大字箱根ケ崎519番地,東京都,西多摩郡瑞穂町,大字箱根ケ崎,519番地,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901221,,,月火水木金土日,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有
133035,004202402007,東京都瑞穂町,瑞穂町営プール,ミズホチョウエイプール,,,,,,,,東京都西多摩郡瑞穂町大字石畑1970番地,東京都,西多摩郡瑞穂町,大字石畑,1970番地,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901211,,,月火水木金土日,09:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
133035,004202402008,東京都瑞穂町,瑞穂町営少年サッカー場,ミズホチョウエイショウネンサッカージョウ,,,,,,,,東京都西多摩郡瑞穂町大字駒形富士山320番地,東京都,西多摩郡瑞穂町,大字駒形富士山,320番地,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901202,,,月火水木金土日,06:30,19:00,※冬期(10月～3月)は午後4時30分まで,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
133035,004202402009,東京都瑞穂町,シクラメンスポーツ公園,シクラメンスポーツコウエン,,,,,,,,東京都西多摩郡瑞穂町大字箱根ケ崎1155番地,東京都,西多摩郡瑞穂町,大字箱根ケ崎,1155番地,,,,,,(042)557-7071,3721,syakai-kyoiku@town.mizuho.tokyo.jp,,,1901221,,,月火水木金土日,06:30,19:00,※冬期(10月～3月)は午後4時30分まで,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
133035,004202402010,東京都瑞穂町,長岡コミュニティセンター,ナガオカコミュニティセンター,NAGAOKA community center,,,,,133035,,東京都西多摩郡瑞穂町大字箱根ケ崎1180番地,東京都,西多摩郡瑞穂町,箱根ケ崎,1180番地,,,,,,(042)513-9370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,"無",無,有,有,無,有,無,無,無,無,無,無,無,有,無,有,有,有,無,有,有
