"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","自家風呂がない","21","3.2","3.3"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","自家風呂の掃除が大変","102","15.3","15.8"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","広いお風呂に入りたい","409","61.5","63.3"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","友人等と一緒に入浴できる","73","11.0","11.3"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","健康増進のため","177","26.6","27.4"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","無料入浴券を受給している","313","47.1","48.5"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","区民無料開放デーだったから","20","3.0","3.1"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","一人での入浴に不安があるから","39","5.9","6.0"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","その他","47","7.1","7.3"
"202003","公衆浴場（銭湯）について","Q35-2. 【問35-１で「１．利用した」「２．利用したいと思ったことがある」と回答された方のみ】理由は何ですか。（あてはまるものすべてに○）","無回答","19","2.9",

"港区保健福祉基礎調査（高齢者）・単純集計表・公衆浴場（銭湯）についてQ35-2","Ver202003",,,,,
