全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
131211,131211000001,,東京都足立区,芦川巌葬儀社（有）,,南花畑三丁目19番26号,,,,(03)3883-1412,,,,,,,
131211,131211000002,,東京都足立区,(株)芦川花環葬儀社,,六月一丁目11番7号,,,,(03)3883-0444,,,,,,,
131211,131211000003,,東京都足立区,東葬儀社（株）,,関原二丁目1番26号,,,,(03)3886-1431,,,,,,,
131211,131211000004,,東京都足立区,（有）稲垣葬儀社本店,,千住仲町19番3号,,,,(03)3881-0978,,,,,,,
131211,131211000005,,東京都足立区,牛込葬儀社,,梅田二丁目16番18号,,,,(03)3886-6236,,,,,,,
131211,131211000006,,東京都足立区,エンドウセレモニー(有),,鹿浜三丁目9番8号,,,,(03)3857-5121,,,,,,,
131211,131211000007,,東京都足立区,(株)小川由雄商店,,西新井本町一丁目15番14号,,,,(03)3890-1471,,,,,,,
131211,131211000008,,東京都足立区,(有)小澤葬儀社,,入谷四丁目10番24号,,,,(03)3853-7920,,,,,,,
131211,131211000009,,東京都足立区,(有)梶商店,,千住桜木一丁目9番2号,,,,(03)3888-1823,,,,,,,
131211,131211000010,,東京都足立区,(有)熊川式典総合サービス,,本木一丁目1番9号,,,,(03)3849-0870,,,,,,,
131211,131211000011,,東京都足立区,溜屋近藤商店(株),,千住五丁目18番10号,,,,(03)3881-2562,,,,,,,
131211,131211000012,,東京都足立区,（有）根岸商店,,梅田六丁目9番11号,,,,(03)3887-1305,,,,,,,
131211,131211000013,,東京都足立区,蓮池葬儀社,,柳原一丁目8番11号,,,,(03)3888-2319,,,,,,,
131211,131211000014,,東京都足立区,肥後商店,,千住大川町48番1号,,,,(03)3881-0646,,,,,,,
