"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","身体的にできない","66","44.9","48.2"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","身近なところにスポーツや運動ができる場所がない","10","6.8","7.3"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","自分にあったものがない","17","11.6","12.4"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","一緒にやる人がいない","10","6.8","7.3"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","時間がない","22","15.0","16.1"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","金銭的に余裕がない","38","25.9","27.7"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","その他","8","5.4","5.8"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","実施したいと思わない","27","18.4","19.7"
"202003","余暇活動、文化芸術活動について","Q10-3. 【問10-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","無回答","10","6.8",

"港区保健福祉基礎調査（身体障害者）・単純集計表・余暇活動文化芸術活動についてQ10-3","Ver202003",,,,,
