全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132209,00321040001,東京都東大和市,2021,4,1470(90),3989(614),1630(324),12,12,32,77,415,328,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00321050001,東京都東大和市,2021,5,1453(88),3038(521),1694(358),19,6,40,74,245,208,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00321060001,東京都東大和市,2021,6,1714(76),3983(630),1825(369),14,5,41,69,277,235,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00321070001,東京都東大和市,2021,7,1441(115),3606(619),1759(339),30,15,42,66,232,234,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00321080001,東京都東大和市,2021,8,1778(99),3375(581),1627(369),11,14,49,67,265,252,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00321090001,東京都東大和市,2021,9,1566(82),3276(601),1769(363),10,15,38,72,228,201,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00321100001,東京都東大和市,2021,10,1604(115),3439(564),1627(355),11,13,44,77,279,236,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00321110001,東京都東大和市,2021,11,1599(116),3389(587),1681(398),28,11,40,80,261,219,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00321120001,東京都東大和市,2021,12,1475(121),3145(524),1525(347),28,10,21,90,236,275,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00322010001,東京都東大和市,2022,1,1651(148),3528(669),1764(422),23,13,47,100,204,196,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00322020001,東京都東大和市,2022,2,1589(166),3575(662),1776(404),27,8,29,81,227,232,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
132209,00322030001,東京都東大和市,2022,3,1770(212),4868(988),2151(508),28,15,39,78,465,515,※証明書の発行枚数は窓口交付件数を記載し、（）内にコンビニ交付件数を記載しています。
