"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","全体",,"558","43","174","96","40","197","8"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","男性（計）","231","18","71","43","17","81","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","男性 18～29歳","13","1","8","1","0","3","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","男性 30～39歳","38","4","9","4","4","17","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","男性 40～49歳","50","8","10","10","5","17","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","男性 50～59歳","47","2","15","8","3","19","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","男性 60～69歳","42","0","17","9","3","13","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","男性 70歳以上","40","3","11","11","2","12","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","女性（計）","313","25","100","53","20","110","5"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","女性 18～29歳","26","4","8","2","0","11","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策６）生涯を通じた心ゆたかで健康な都心居住を支援する ","政策(23)区民の多様な学習活動と誇りと愛着ある郷土意識の醸成を支援する","性・年代別","女性 30～39歳","49","2","24","5","2","16","0"
