"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","自分の生命の安全がはかれるか","161","65.7","68.8"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","家族や大切な人の安否を知ることができるか","145","59.2","62.0"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","震災の内容や避難指示等の正確な情報を適時に取得入手（理解を含む）できるか","105","42.9","44.9"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","適切に行動（避難や広域避難場所への移動等）できるか","138","56.3","59.0"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","自らの状況や必要な支援内容を周囲の人や家族等に伝えることができるか","106","43.3","45.3"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","避難所で集団生活を送ることができるか","134","54.7","57.3"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","周囲の人から必要とする支援を受けることができるか","103","42.0","44.0"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","避難所等において、必要な相談、介護、看護を受けることができるか","102","41.6","43.6"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","避難所等に、必要な設備、食糧、医薬品等があるか","112","45.7","47.9"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","その他","13","5.3","5.6"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","特に不安はない","9","3.7","3.8"
"202003","災害に対する備えと災害時の行動について","Q27. あなたが災害時に不安を感じることは何ですか。（あてはまるものすべてに○）","無回答","11","4.5",

"港区保健福祉基礎調査（知的障害者）・単純集計表・災害に対する備えと災害時の行動についてQ27","Ver202003",,,,,
